"The 2009 PSSA Mathematics and Reading District Level Proficiency Results",,,,,,,,,,,,,,,
"(Full Academic Year; No PASA Scores) Groups with less than 10 students assessed were removed from the file. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"AUN","County","IU Number","District","Grade","Group","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",5,"Male",96,41.7,37.5,17.7,3.1,96,19.8,47.9,20.8,11.5
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",5,"Female",84,41.7,39.3,15.5,3.6,84,33.3,44.0,15.5,7.1
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",5,"White",176,42.6,38.1,15.9,3.4,176,26.1,46.6,17.6,9.7
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",6,"All Students",160,53.8,23.1,16.3,6.9,160,51.9,25.0,16.9,6.3
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",6,"Economically Disadvantaged",18,50.0,22.2,5.6,22.2,18,38.9,27.8,22.2,11.1
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",6,"Male",71,49.3,28.2,16.9,5.6,71,36.6,33.8,21.1,8.5
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",6,"Female",89,57.3,19.1,15.7,7.9,89,64.0,18.0,13.5,4.5
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",6,"White",150,54.7,24.0,16.7,4.7,150,53.3,25.3,15.3,6.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",7,"All Students",193,54.4,25.9,13.5,6.2,194,58.2,18.6,13.9,9.3
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",7,"Economically Disadvantaged",24,16.7,25.0,37.5,20.8,24,25.0,12.5,25.0,37.5
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",7,"Male",94,56.4,21.3,13.8,8.5,94,48.9,24.5,13.8,12.8
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",7,"Female",99,52.5,30.3,13.1,4.0,100,67.0,13.0,14.0,6.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",7,"White",184,55.4,26.1,12.5,6.0,185,58.9,18.4,13.0,9.7
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"All Students",171,58.5,28.1,9.4,4.1,171,63.2,25.7,6.4,4.7
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Economically Disadvantaged",20,50.0,20.0,20.0,10.0,20,35.0,40.0,20.0,5.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Male",85,63.5,21.2,9.4,5.9,85,60.0,25.9,7.1,7.1
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Female",86,53.5,34.9,9.3,2.3,86,66.3,25.6,5.8,2.3
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"White",163,58.3,28.8,9.2,3.7,163,62.6,27.0,6.7,3.7
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"All Students",197,26.9,33.0,22.8,17.3,197,44.2,32.5,10.7,12.7
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Economically Disadvantaged",16,0.0,37.5,18.8,43.8,16,6.3,43.8,25.0,25.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Male",104,21.2,30.8,25.0,23.1,104,33.7,33.7,11.5,21.2
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Female",93,33.3,35.5,20.4,10.8,93,55.9,31.2,9.7,3.2
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"White",185,28.6,30.8,23.2,17.3,185,45.9,30.8,10.3,13.0
121395103,"Lehigh",21,"PARKLAND SD",3,"All Students",663,59.0,31.1,8.3,1.7,663,34.2,51.3,6.2,8.3
121395103,"Lehigh",21,"PARKLAND SD",3,"IEP",132,39.4,32.6,21.2,6.8,132,19.7,40.2,14.4,25.8
121395103,"Lehigh",21,"PARKLAND SD",3,"ELL",17,11.8,47.1,41.2,0.0,17,0.0,47.1,11.8,41.2
121395103,"Lehigh",21,"PARKLAND SD",3,"Economically Disadvantaged",87,36.8,36.8,19.5,6.9,87,12.6,59.8,4.6,23.0
121395103,"Lehigh",21,"PARKLAND SD",3,"Male",335,63.9,29.0,5.4,1.8,335,31.3,52.2,6.6,9.9
121395103,"Lehigh",21,"PARKLAND SD",3,"Female",328,54.0,33.2,11.3,1.5,328,37.2,50.3,5.8,6.7
121395103,"Lehigh",21,"PARKLAND SD",3,"White",545,60.0,32.3,6.4,1.3,545,34.5,52.1,6.4,7.0
121395103,"Lehigh",21,"PARKLAND SD",3,"Black",18,33.3,22.2,38.9,5.6,18,16.7,55.6,5.6,22.2
121395103,"Lehigh",21,"PARKLAND SD",3,"Hispanic",46,37.0,37.0,21.7,4.3,46,10.9,60.9,6.5,21.7
121395103,"Lehigh",21,"PARKLAND SD",3,"Asian",49,79.6,14.3,4.1,2.0,49,59.2,34.7,2.0,4.1
121395103,"Lehigh",21,"PARKLAND SD",4,"All Students",689,61.4,29.0,4.6,4.9,689,49.9,35.1,9.4,5.5
121395103,"Lehigh",21,"PARKLAND SD",4,"IEP",129,34.1,34.9,10.1,20.9,129,24.0,33.3,20.2,22.5
121395103,"Lehigh",21,"PARKLAND SD",4,"ELL",18,38.9,33.3,5.6,22.2,18,0.0,50.0,22.2,27.8
121395103,"Lehigh",21,"PARKLAND SD",4,"Economically Disadvantaged",88,40.9,39.8,9.1,10.2,88,30.7,45.5,10.2,13.6
121395103,"Lehigh",21,"PARKLAND SD",4,"Male",342,63.7,27.2,4.1,5.0,342,45.9,36.0,12.0,6.1
121395103,"Lehigh",21,"PARKLAND SD",4,"Female",347,59.1,30.8,5.2,4.9,347,53.9,34.3,6.9,4.9
121395103,"Lehigh",21,"PARKLAND SD",4,"White",568,62.7,28.9,4.4,4.0,568,50.5,35.6,9.3,4.6
121395103,"Lehigh",21,"PARKLAND SD",4,"Black",22,36.4,36.4,18.2,9.1,22,31.8,36.4,27.3,4.5
121395103,"Lehigh",21,"PARKLAND SD",4,"Hispanic",47,38.3,40.4,4.3,17.0,47,29.8,42.6,8.5,19.1
121395103,"Lehigh",21,"PARKLAND SD",4,"Asian",52,78.8,17.3,1.9,1.9,52,69.2,23.1,3.8,3.8
121395103,"Lehigh",21,"PARKLAND SD",5,"All Students",706,59.1,22.7,14.7,3.5,706,31.6,43.5,16.4,8.5
121395103,"Lehigh",21,"PARKLAND SD",5,"IEP",122,28.7,26.2,29.5,15.6,122,12.3,31.1,27.0,29.5
121395103,"Lehigh",21,"PARKLAND SD",5,"ELL",11,9.1,54.5,36.4,0.0,11,0.0,27.3,27.3,45.5
121395103,"Lehigh",21,"PARKLAND SD",5,"Economically Disadvantaged",85,31.8,35.3,21.2,11.8,85,10.6,42.4,24.7,22.4
121395103,"Lehigh",21,"PARKLAND SD",5,"Male",378,61.1,22.5,13.2,3.2,378,29.6,42.1,19.6,8.7
121395103,"Lehigh",21,"PARKLAND SD",5,"Female",328,56.7,22.9,16.5,4.0,328,33.8,45.1,12.8,8.2
121395103,"Lehigh",21,"PARKLAND SD",5,"White",571,61.8,21.9,14.0,2.3,571,32.7,44.1,15.8,7.4
121395103,"Lehigh",21,"PARKLAND SD",5,"Black",36,25.0,30.6,16.7,27.8,36,8.3,38.9,25.0,27.8
121395103,"Lehigh",21,"PARKLAND SD",5,"Hispanic",39,38.5,30.8,28.2,2.6,39,23.1,41.0,23.1,12.8
121395103,"Lehigh",21,"PARKLAND SD",5,"Asian",57,66.7,19.3,12.3,1.8,57,38.6,43.9,12.3,5.3
121395103,"Lehigh",21,"PARKLAND SD",6,"All Students",699,75.4,15.6,5.0,4.0,699,56.5,28.0,11.0,4.4
121395103,"Lehigh",21,"PARKLAND SD",6,"IEP",99,35.4,26.3,14.1,24.2,99,19.2,31.3,25.3,24.2
121395103,"Lehigh",21,"PARKLAND SD",6,"ELL",15,46.7,20.0,20.0,13.3,15,6.7,26.7,40.0,26.7
121395103,"Lehigh",21,"PARKLAND SD",6,"Economically Disadvantaged",83,50.6,25.3,12.0,12.0,83,33.7,26.5,22.9,16.9
121395103,"Lehigh",21,"PARKLAND SD",6,"Male",333,76.9,13.2,4.8,5.1,333,51.4,31.2,11.4,6.0
121395103,"Lehigh",21,"PARKLAND SD",6,"Female",366,74.0,17.8,5.2,3.0,366,61.2,25.1,10.7,3.0
121395103,"Lehigh",21,"PARKLAND SD",6,"White",575,78.3,14.6,4.0,3.1,575,59.5,27.7,9.4,3.5
121395103,"Lehigh",21,"PARKLAND SD",6,"Black",26,42.3,26.9,7.7,23.1,26,26.9,38.5,15.4,19.2
121395103,"Lehigh",21,"PARKLAND SD",6,"Hispanic",41,43.9,29.3,22.0,4.9,41,26.8,29.3,31.7,12.2
121395103,"Lehigh",21,"PARKLAND SD",6,"Asian",57,84.2,10.5,1.8,3.5,57,61.4,26.3,10.5,1.8
121395103,"Lehigh",21,"PARKLAND SD",7,"All Students",732,67.9,22.1,6.1,3.8,732,56.1,28.0,10.8,5.1
121395103,"Lehigh",21,"PARKLAND SD",7,"IEP",114,19.3,37.7,21.9,21.1,114,7.9,29.8,37.7,24.6
121395103,"Lehigh",21,"PARKLAND SD",7,"Economically Disadvantaged",85,44.7,31.8,17.6,5.9,85,31.8,36.5,21.2,10.6
121395103,"Lehigh",21,"PARKLAND SD",7,"Male",365,68.5,21.6,5.8,4.1,365,54.2,27.9,10.1,7.7
121395103,"Lehigh",21,"PARKLAND SD",7,"Female",367,67.3,22.6,6.5,3.5,367,58.0,28.1,11.4,2.5
121395103,"Lehigh",21,"PARKLAND SD",7,"White",602,69.8,21.3,5.3,3.7,602,56.8,28.1,10.8,4.3
121395103,"Lehigh",21,"PARKLAND SD",7,"Black",30,36.7,36.7,20.0,6.7,30,36.7,26.7,20.0,16.7
121395103,"Lehigh",21,"PARKLAND SD",7,"Hispanic",42,47.6,35.7,9.5,7.1,42,40.5,40.5,11.9,7.1
121395103,"Lehigh",21,"PARKLAND SD",7,"Asian",57,80.7,14.0,3.5,1.8,57,71.9,19.3,3.5,5.3
121395103,"Lehigh",21,"PARKLAND SD",8,"All Students",758,71.5,19.8,5.5,3.2,758,72.6,19.3,5.0,3.2
121395103,"Lehigh",21,"PARKLAND SD",8,"IEP",118,38.1,22.9,21.2,17.8,118,39.0,31.4,16.1,13.6
121395103,"Lehigh",21,"PARKLAND SD",8,"Economically Disadvantaged",77,45.5,29.9,16.9,7.8,77,48.1,26.0,14.3,11.7
121395103,"Lehigh",21,"PARKLAND SD",8,"Male",443,73.8,16.0,6.8,3.4,443,70.4,20.3,5.6,3.6
121395103,"Lehigh",21,"PARKLAND SD",8,"Female",315,68.3,25.1,3.8,2.9,315,75.6,17.8,4.1,2.5
121395103,"Lehigh",21,"PARKLAND SD",8,"White",625,72.6,19.5,5.0,2.9,625,73.4,19.4,4.8,2.4
121395103,"Lehigh",21,"PARKLAND SD",8,"Black",40,42.5,37.5,12.5,7.5,40,55.0,30.0,10.0,5.0
121395103,"Lehigh",21,"PARKLAND SD",8,"Hispanic",39,59.0,23.1,15.4,2.6,39,59.0,20.5,7.7,12.8
121395103,"Lehigh",21,"PARKLAND SD",8,"Asian",51,94.1,5.9,0.0,0.0,51,90.2,7.8,2.0,0.0
121395103,"Lehigh",21,"PARKLAND SD",11,"All Students",771,38.5,33.7,16.9,10.9,770,48.4,33.6,11.4,6.5
121395103,"Lehigh",21,"PARKLAND SD",11,"IEP",88,9.1,31.8,25.0,34.1,87,10.3,29.9,26.4,33.3
121395103,"Lehigh",21,"PARKLAND SD",11,"Economically Disadvantaged",66,16.7,34.8,30.3,18.2,66,21.2,34.8,25.8,18.2
121395103,"Lehigh",21,"PARKLAND SD",11,"Male",403,45.2,29.3,16.4,9.2,402,49.3,29.9,13.4,7.5
121395103,"Lehigh",21,"PARKLAND SD",11,"Female",368,31.3,38.6,17.4,12.8,368,47.6,37.8,9.2,5.4
121395103,"Lehigh",21,"PARKLAND SD",11,"White",658,39.5,35.7,15.5,9.3,658,50.6,33.3,10.5,5.6
121395103,"Lehigh",21,"PARKLAND SD",11,"Black",25,16.0,16.0,44.0,24.0,25,20.0,40.0,24.0,16.0
121395103,"Lehigh",21,"PARKLAND SD",11,"Hispanic",44,15.9,20.5,31.8,31.8,43,23.3,39.5,23.3,14.0
121395103,"Lehigh",21,"PARKLAND SD",11,"Asian",42,61.9,26.2,7.1,4.8,42,57.1,31.0,7.1,4.8
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",3,"All Students",111,54.1,32.4,11.7,1.8,111,41.4,44.1,4.5,9.9
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",3,"IEP",23,26.1,34.8,30.4,8.7,23,13.0,34.8,17.4,34.8
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",3,"Economically Disadvantaged",23,52.2,26.1,21.7,0.0,23,39.1,34.8,8.7,17.4
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",3,"Male",50,50.0,36.0,12.0,2.0,50,38.0,44.0,4.0,14.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",3,"Female",61,57.4,29.5,11.5,1.6,61,44.3,44.3,4.9,6.6
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",3,"White",80,55.0,33.8,10.0,1.3,80,41.3,45.0,3.8,10.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",3,"Hispanic",14,28.6,35.7,28.6,7.1,14,21.4,50.0,14.3,14.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"All Students",119,52.9,33.6,7.6,5.9,119,47.9,40.3,10.1,1.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"IEP",17,23.5,17.6,29.4,29.4,17,23.5,35.3,41.2,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Economically Disadvantaged",17,29.4,52.9,5.9,11.8,17,23.5,47.1,23.5,5.9
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Male",60,56.7,28.3,10.0,5.0,60,48.3,38.3,10.0,3.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Female",59,49.2,39.0,5.1,6.8,59,47.5,42.4,10.2,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"White",98,54.1,33.7,7.1,5.1,98,51.0,38.8,10.2,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Hispanic",10,50.0,40.0,10.0,0.0,10,40.0,40.0,10.0,10.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"All Students",123,52.8,28.5,13.0,5.7,123,34.1,43.9,16.3,5.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"IEP",19,15.8,36.8,26.3,21.1,19,10.5,15.8,42.1,31.6
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"Economically Disadvantaged",20,30.0,40.0,25.0,5.0,20,25.0,35.0,25.0,15.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"Male",68,51.5,26.5,16.2,5.9,68,25.0,47.1,17.6,10.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"Female",55,54.5,30.9,9.1,5.5,55,45.5,40.0,14.5,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"White",106,54.7,28.3,10.4,6.6,106,36.8,42.5,16.0,4.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"Hispanic",10,40.0,30.0,30.0,0.0,10,10.0,50.0,20.0,20.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",6,"All Students",138,48.6,26.8,15.2,9.4,138,39.9,35.5,16.7,8.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",6,"IEP",29,17.2,27.6,20.7,34.5,29,6.9,20.7,34.5,37.9
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",6,"Economically Disadvantaged",21,14.3,38.1,28.6,19.0,21,9.5,23.8,42.9,23.8
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",6,"Male",69,47.8,30.4,13.0,8.7,69,34.8,40.6,13.0,11.6
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",6,"Female",69,49.3,23.2,17.4,10.1,69,44.9,30.4,20.3,4.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",6,"White",116,50.9,26.7,14.7,7.8,116,43.1,36.2,14.7,6.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",6,"Hispanic",13,15.4,23.1,30.8,30.8,13,7.7,23.1,38.5,30.8
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",7,"All Students",142,61.3,25.4,7.7,5.6,141,55.3,32.6,9.2,2.8
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",7,"IEP",25,24.0,20.0,24.0,32.0,25,12.0,36.0,36.0,16.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",7,"Economically Disadvantaged",23,30.4,47.8,17.4,4.3,23,21.7,56.5,17.4,4.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",7,"Male",77,57.1,28.6,9.1,5.2,77,53.2,31.2,13.0,2.6
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",7,"Female",65,66.2,21.5,6.2,6.2,64,57.8,34.4,4.7,3.1
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",7,"White",110,66.4,20.0,6.4,7.3,110,60.0,27.3,10.0,2.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",7,"Hispanic",14,28.6,57.1,14.3,0.0,13,15.4,76.9,7.7,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"All Students",138,54.3,33.3,6.5,5.8,137,78.8,15.3,3.6,2.2
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"IEP",16,12.5,12.5,31.3,43.8,16,31.3,37.5,12.5,18.8
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Economically Disadvantaged",27,40.7,33.3,14.8,11.1,27,59.3,14.8,18.5,7.4
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Male",71,57.7,22.5,8.5,11.3,70,72.9,18.6,4.3,4.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Female",67,50.7,44.8,4.5,0.0,67,85.1,11.9,3.0,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"White",108,55.6,34.3,4.6,5.6,108,82.4,13.9,1.9,1.9
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Hispanic",14,42.9,28.6,14.3,14.3,13,38.5,30.8,23.1,7.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"All Students",163,26.4,33.1,18.4,22.1,161,37.9,32.9,16.1,13.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"IEP",34,8.8,26.5,8.8,55.9,34,14.7,23.5,26.5,35.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Economically Disadvantaged",21,9.5,19.0,14.3,57.1,20,15.0,30.0,15.0,40.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Male",79,30.4,30.4,19.0,20.3,78,34.6,33.3,17.9,14.1
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Female",84,22.6,35.7,17.9,23.8,83,41.0,32.5,14.5,12.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"White",137,30.7,35.0,17.5,16.8,137,40.9,33.6,14.6,10.9
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Black",10,0.0,10.0,30.0,60.0,10,0.0,40.0,20.0,40.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Hispanic",10,0.0,40.0,30.0,30.0,9,,,,
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",3,"All Students",222,49.1,41.9,9.0,0.0,222,31.1,61.3,4.1,3.6
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",3,"IEP",33,24.2,45.5,30.3,0.0,33,18.2,60.6,12.1,9.1
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",3,"Economically Disadvantaged",15,20.0,46.7,33.3,0.0,15,13.3,73.3,6.7,6.7
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",3,"Male",107,47.7,41.1,11.2,0.0,107,26.2,63.6,4.7,5.6
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",3,"Female",115,50.4,42.6,7.0,0.0,115,35.7,59.1,3.5,1.7
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",3,"White",195,50.3,41.5,8.2,0.0,195,31.8,61.5,3.6,3.1
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",3,"Asian",13,53.8,30.8,15.4,0.0,13,23.1,61.5,7.7,7.7
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"All Students",243,68.3,24.7,6.2,0.8,243,49.4,40.7,5.8,4.1
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"IEP",27,33.3,40.7,22.2,3.7,27,18.5,48.1,14.8,18.5
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"Economically Disadvantaged",19,47.4,42.1,10.5,0.0,19,42.1,52.6,5.3,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"Male",137,70.8,23.4,5.1,0.7,137,43.8,44.5,7.3,4.4
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"Female",106,65.1,26.4,7.5,0.9,106,56.6,35.8,3.8,3.8
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"White",220,67.7,25.5,6.4,0.5,220,49.5,40.9,5.9,3.6
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"Asian",10,80.0,20.0,0.0,0.0,10,60.0,40.0,0.0,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"All Students",228,71.5,19.7,4.4,4.4,228,31.6,50.9,11.0,6.6
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"IEP",34,41.2,23.5,17.6,17.6,34,11.8,38.2,26.5,23.5
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"Economically Disadvantaged",13,53.8,23.1,7.7,15.4,13,7.7,46.2,23.1,23.1
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"Male",133,75.2,17.3,3.8,3.8,133,35.3,46.6,10.5,7.5
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"Female",95,66.3,23.2,5.3,5.3,95,26.3,56.8,11.6,5.3
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"White",203,70.4,20.2,4.9,4.4,203,30.5,51.2,11.3,6.9
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"Hispanic",11,81.8,9.1,0.0,9.1,11,27.3,63.6,0.0,9.1
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",6,"All Students",225,61.8,21.3,13.3,3.6,225,52.0,28.4,13.3,6.2
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",6,"IEP",34,23.5,23.5,32.4,20.6,34,14.7,17.6,35.3,32.4
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",6,"Economically Disadvantaged",19,26.3,21.1,42.1,10.5,19,26.3,21.1,31.6,21.1
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",6,"Male",108,67.6,20.4,9.3,2.8,108,56.5,26.9,10.2,6.5
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",6,"Female",117,56.4,22.2,17.1,4.3,117,47.9,29.9,16.2,6.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",6,"White",203,61.6,21.2,13.8,3.4,203,52.2,27.6,13.3,6.9
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",6,"Asian",11,72.7,9.1,9.1,9.1,11,45.5,36.4,18.2,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",7,"All Students",252,58.7,29.8,6.7,4.8,252,60.3,27.8,6.7,5.2
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",7,"IEP",35,28.6,31.4,14.3,25.7,35,28.6,28.6,17.1,25.7
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",7,"Economically Disadvantaged",17,41.2,29.4,11.8,17.6,17,23.5,47.1,11.8,17.6
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",7,"Male",124,63.7,26.6,4.8,4.8,124,58.9,27.4,8.1,5.6
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",7,"Female",128,53.9,32.8,8.6,4.7,128,61.7,28.1,5.5,4.7
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",7,"White",224,58.9,29.5,6.7,4.9,224,59.4,28.1,7.1,5.4
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",7,"Asian",13,69.2,23.1,7.7,0.0,13,76.9,23.1,0.0,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"All Students",236,54.2,24.2,14.0,7.6,236,63.6,27.1,3.0,6.4
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"IEP",30,20.0,16.7,30.0,33.3,30,20.0,46.7,3.3,30.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"Economically Disadvantaged",22,36.4,18.2,22.7,22.7,22,40.9,40.9,9.1,9.1
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"Male",128,55.5,19.5,14.8,10.2,128,52.3,32.8,3.9,10.9
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"Female",108,52.8,29.6,13.0,4.6,108,76.9,20.4,1.9,0.9
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"White",215,52.6,25.6,14.0,7.9,215,62.8,27.4,3.3,6.5
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"All Students",237,32.9,37.1,15.2,14.8,237,38.8,37.6,12.7,11.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"IEP",26,3.8,19.2,19.2,57.7,26,0.0,30.8,7.7,61.5
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"Economically Disadvantaged",15,40.0,13.3,26.7,20.0,15,20.0,40.0,6.7,33.3
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"Male",122,37.7,36.1,9.8,16.4,122,36.1,36.1,11.5,16.4
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"Female",115,27.8,38.3,20.9,13.0,115,41.7,39.1,13.9,5.2
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"White",221,32.6,36.7,15.4,15.4,221,38.0,37.6,13.1,11.3
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",3,"All Students",278,52.9,38.8,7.9,0.4,277,23.5,62.8,4.3,9.4
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",3,"IEP",41,26.8,48.8,22.0,2.4,41,9.8,36.6,7.3,46.3
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",3,"ELL",27,44.4,40.7,14.8,0.0,27,7.4,66.7,3.7,22.2
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",3,"Economically Disadvantaged",75,48.0,38.7,13.3,0.0,75,20.0,62.7,6.7,10.7
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",3,"Male",123,51.2,39.0,8.9,0.8,123,13.0,71.5,4.1,11.4
