"The 2011 PSSA Writing District Level Proficiency Results*",,,,,,,,,
"*Full Academic Year Students; No PASA/PSSA-M Scores. Data for groups with 10 or fewer students were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,
,,,,,,,,,
"AUN","County","District","Grade","Group","Number Scored Writing","% Advanced Writing","% Proficient Writing","% Basic Writing","% Below Basic Writing"
111312804,"Huntingdon","JUNIATA VALLEY SD",11,"ELL",0,,,,
111312804,"Huntingdon","JUNIATA VALLEY SD",11,"Economically Disadvantaged",22,0.0,81.8,18.2,0.0
111316003,"Huntingdon","MOUNT UNION AREA SD",5,"All Students",121,0.0,33.1,64.5,2.5
111316003,"Huntingdon","MOUNT UNION AREA SD",5,"Male",64,0.0,26.6,70.3,3.1
111316003,"Huntingdon","MOUNT UNION AREA SD",5,"Female",57,0.0,40.4,57.9,1.8
111316003,"Huntingdon","MOUNT UNION AREA SD",5,"White",113,0.0,33.6,63.7,2.7
111316003,"Huntingdon","MOUNT UNION AREA SD",5,"Black",3,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",5,"Hispanic",1,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",5,"Asian",2,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",5,"Native American",0,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",5,"Multi-Ethnic",2,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",5,"IEP",18,0.0,11.1,83.3,5.6
111316003,"Huntingdon","MOUNT UNION AREA SD",5,"ELL",0,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",5,"Economically Disadvantaged",65,0.0,32.3,64.6,3.1
111316003,"Huntingdon","MOUNT UNION AREA SD",8,"All Students",116,7.8,79.3,12.9,0.0
111316003,"Huntingdon","MOUNT UNION AREA SD",8,"Male",61,3.3,77.0,19.7,0.0
111316003,"Huntingdon","MOUNT UNION AREA SD",8,"Female",55,12.7,81.8,5.5,0.0
111316003,"Huntingdon","MOUNT UNION AREA SD",8,"White",102,6.9,80.4,12.7,0.0
111316003,"Huntingdon","MOUNT UNION AREA SD",8,"Black",9,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",8,"Hispanic",1,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",8,"Asian",1,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",8,"Native American",0,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",8,"Multi-Ethnic",3,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",8,"IEP",16,0.0,62.5,37.5,0.0
111316003,"Huntingdon","MOUNT UNION AREA SD",8,"ELL",0,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",8,"Economically Disadvantaged",48,6.3,77.1,16.7,0.0
111316003,"Huntingdon","MOUNT UNION AREA SD",11,"All Students",95,13.7,69.5,14.7,2.1
111316003,"Huntingdon","MOUNT UNION AREA SD",11,"Male",56,3.6,73.2,19.6,3.6
111316003,"Huntingdon","MOUNT UNION AREA SD",11,"Female",38,26.3,65.8,7.9,0.0
111316003,"Huntingdon","MOUNT UNION AREA SD",11,"White",92,13.0,70.7,14.1,2.2
111316003,"Huntingdon","MOUNT UNION AREA SD",11,"Black",0,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",11,"Hispanic",1,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",11,"Asian",0,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",11,"Native American",0,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",11,"Multi-Ethnic",1,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",11,"IEP",14,0.0,57.1,28.6,14.3
111316003,"Huntingdon","MOUNT UNION AREA SD",11,"ELL",0,,,,
111316003,"Huntingdon","MOUNT UNION AREA SD",11,"Economically Disadvantaged",40,5.0,67.5,22.5,5.0
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",5,"All Students",91,0.0,56.0,41.8,2.2
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",5,"Male",46,0.0,43.5,52.2,4.3
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",5,"Female",42,0.0,71.4,28.6,0.0
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",5,"White",87,0.0,57.5,40.2,2.3
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",5,"Black",1,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",5,"Hispanic",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",5,"Asian",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",5,"Native American",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",5,"Multi-Ethnic",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",5,"IEP",21,0.0,14.3,76.2,9.5
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",5,"ELL",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",5,"Economically Disadvantaged",41,0.0,46.3,48.8,4.9
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",8,"All Students",82,8.5,53.7,34.1,3.7
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",8,"Male",51,3.9,47.1,43.1,5.9
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",8,"Female",31,16.1,64.5,19.4,0.0
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",8,"White",82,8.5,53.7,34.1,3.7
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",8,"Black",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",8,"Hispanic",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",8,"Asian",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",8,"Native American",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",8,"Multi-Ethnic",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",8,"IEP",14,0.0,7.1,71.4,21.4
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",8,"ELL",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",8,"Economically Disadvantaged",37,10.8,48.6,37.8,2.7
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",11,"All Students",91,15.4,74.7,8.8,1.1
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",11,"Male",38,10.5,68.4,18.4,2.6
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",11,"Female",53,18.9,79.2,1.9,0.0
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",11,"White",88,15.9,75.0,8.0,1.1
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",11,"Black",2,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",11,"Hispanic",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",11,"Asian",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",11,"Native American",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",11,"Multi-Ethnic",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",11,"IEP",15,20.0,60.0,13.3,6.7
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",11,"ELL",0,,,,
111317503,"Huntingdon","SOUTHERN HUNTINGDON COUNTY SD",11,"Economically Disadvantaged",27,18.5,63.0,18.5,0.0
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",5,"All Students",114,2.6,75.4,21.9,0.0
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",5,"Male",65,1.5,69.2,29.2,0.0
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",5,"Female",49,4.1,83.7,12.2,0.0
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",5,"White",109,2.8,74.3,22.9,0.0
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",5,"Black",3,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",5,"Hispanic",0,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",5,"Asian",2,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",5,"Native American",0,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",5,"Multi-Ethnic",0,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",5,"IEP",17,0.0,47.1,52.9,0.0
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",5,"ELL",0,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",5,"Economically Disadvantaged",54,0.0,72.2,27.8,0.0
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",8,"All Students",140,5.7,71.4,20.7,2.1
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",8,"Male",68,1.5,63.2,30.9,4.4
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",8,"Female",72,9.7,79.2,11.1,0.0
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",8,"White",130,6.2,73.8,18.5,1.5
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",8,"Black",7,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",8,"Hispanic",1,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",8,"Asian",1,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",8,"Native American",1,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",8,"Multi-Ethnic",0,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",8,"IEP",26,0.0,34.6,53.8,11.5
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",8,"ELL",0,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",8,"Economically Disadvantaged",52,7.7,57.7,28.8,5.8
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",11,"All Students",154,17.5,66.2,14.9,1.3
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",11,"Male",74,5.4,70.3,21.6,2.7
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",11,"Female",80,28.8,62.5,8.8,0.0
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",11,"White",146,18.5,65.8,14.4,1.4
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",11,"Black",5,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",11,"Hispanic",0,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",11,"Asian",1,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",11,"Native American",1,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",11,"Multi-Ethnic",1,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",11,"IEP",24,4.2,37.5,50.0,8.3
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",11,"ELL",0,,,,
128321103,"Indiana","BLAIRSVILLE-SALTSBURG SD",11,"Economically Disadvantaged",59,6.8,74.6,15.3,3.4
128323303,"Indiana","HOMER-CENTER SD",5,"All Students",67,0.0,41.8,58.2,0.0
128323303,"Indiana","HOMER-CENTER SD",5,"Male",42,0.0,23.8,76.2,0.0
128323303,"Indiana","HOMER-CENTER SD",5,"Female",25,0.0,72.0,28.0,0.0
128323303,"Indiana","HOMER-CENTER SD",5,"White",64,0.0,40.6,59.4,0.0
128323303,"Indiana","HOMER-CENTER SD",5,"Black",0,,,,
128323303,"Indiana","HOMER-CENTER SD",5,"Hispanic",0,,,,
128323303,"Indiana","HOMER-CENTER SD",5,"Asian",0,,,,
128323303,"Indiana","HOMER-CENTER SD",5,"Native American",1,,,,
128323303,"Indiana","HOMER-CENTER SD",5,"Multi-Ethnic",2,,,,
128323303,"Indiana","HOMER-CENTER SD",5,"IEP",10,,,,
128323303,"Indiana","HOMER-CENTER SD",5,"ELL",0,,,,
128323303,"Indiana","HOMER-CENTER SD",5,"Economically Disadvantaged",27,0.0,33.3,66.7,0.0
128323303,"Indiana","HOMER-CENTER SD",8,"All Students",79,6.3,59.5,32.9,1.3
128323303,"Indiana","HOMER-CENTER SD",8,"Male",47,4.3,48.9,44.7,2.1
128323303,"Indiana","HOMER-CENTER SD",8,"Female",32,9.4,75.0,15.6,0.0
128323303,"Indiana","HOMER-CENTER SD",8,"White",79,6.3,59.5,32.9,1.3
128323303,"Indiana","HOMER-CENTER SD",8,"Black",0,,,,
128323303,"Indiana","HOMER-CENTER SD",8,"Hispanic",0,,,,
128323303,"Indiana","HOMER-CENTER SD",8,"Asian",0,,,,
128323303,"Indiana","HOMER-CENTER SD",8,"Native American",0,,,,
128323303,"Indiana","HOMER-CENTER SD",8,"Multi-Ethnic",0,,,,
128323303,"Indiana","HOMER-CENTER SD",8,"IEP",10,,,,
128323303,"Indiana","HOMER-CENTER SD",8,"ELL",0,,,,
128323303,"Indiana","HOMER-CENTER SD",8,"Economically Disadvantaged",32,3.1,62.5,34.4,0.0
128323303,"Indiana","HOMER-CENTER SD",11,"All Students",66,19.7,62.1,18.2,0.0
128323303,"Indiana","HOMER-CENTER SD",11,"Male",32,6.3,59.4,34.4,0.0
128323303,"Indiana","HOMER-CENTER SD",11,"Female",34,32.4,64.7,2.9,0.0
128323303,"Indiana","HOMER-CENTER SD",11,"White",64,18.8,62.5,18.8,0.0
128323303,"Indiana","HOMER-CENTER SD",11,"Black",2,,,,
128323303,"Indiana","HOMER-CENTER SD",11,"Hispanic",0,,,,
128323303,"Indiana","HOMER-CENTER SD",11,"Asian",0,,,,
128323303,"Indiana","HOMER-CENTER SD",11,"Native American",0,,,,
128323303,"Indiana","HOMER-CENTER SD",11,"Multi-Ethnic",0,,,,
128323303,"Indiana","HOMER-CENTER SD",11,"IEP",9,,,,
128323303,"Indiana","HOMER-CENTER SD",11,"ELL",0,,,,
128323303,"Indiana","HOMER-CENTER SD",11,"Economically Disadvantaged",29,17.2,58.6,24.1,0.0
128323703,"Indiana","INDIANA AREA SD",5,"All Students",184,2.7,71.7,25.0,0.5
128323703,"Indiana","INDIANA AREA SD",5,"Male",96,3.1,62.5,34.4,0.0
128323703,"Indiana","INDIANA AREA SD",5,"Female",88,2.3,81.8,14.8,1.1
128323703,"Indiana","INDIANA AREA SD",5,"White",167,1.8,71.9,25.7,0.6
128323703,"Indiana","INDIANA AREA SD",5,"Black",6,,,,
128323703,"Indiana","INDIANA AREA SD",5,"Hispanic",2,,,,
128323703,"Indiana","INDIANA AREA SD",5,"Asian",8,,,,
128323703,"Indiana","INDIANA AREA SD",5,"Native American",0,,,,
128323703,"Indiana","INDIANA AREA SD",5,"Multi-Ethnic",1,,,,
128323703,"Indiana","INDIANA AREA SD",5,"IEP",23,0.0,43.5,52.2,4.3
128323703,"Indiana","INDIANA AREA SD",5,"ELL",4,,,,
128323703,"Indiana","INDIANA AREA SD",5,"Economically Disadvantaged",71,0.0,64.8,33.8,1.4
128323703,"Indiana","INDIANA AREA SD",8,"All Students",195,28.2,59.0,9.7,3.1
128323703,"Indiana","INDIANA AREA SD",8,"Male",107,20.6,61.7,13.1,4.7
128323703,"Indiana","INDIANA AREA SD",8,"Female",88,37.5,55.7,5.7,1.1
128323703,"Indiana","INDIANA AREA SD",8,"White",182,26.4,60.4,9.9,3.3
128323703,"Indiana","INDIANA AREA SD",8,"Black",5,,,,
128323703,"Indiana","INDIANA AREA SD",8,"Hispanic",1,,,,
128323703,"Indiana","INDIANA AREA SD",8,"Asian",6,,,,
128323703,"Indiana","INDIANA AREA SD",8,"Native American",1,,,,
128323703,"Indiana","INDIANA AREA SD",8,"Multi-Ethnic",0,,,,
128323703,"Indiana","INDIANA AREA SD",8,"IEP",32,9.4,40.6,31.3,18.8
128323703,"Indiana","INDIANA AREA SD",8,"ELL",0,,,,
128323703,"Indiana","INDIANA AREA SD",8,"Economically Disadvantaged",62,14.5,59.7,19.4,6.5
128323703,"Indiana","INDIANA AREA SD",11,"All Students",197,21.3,71.1,5.1,2.5
128323703,"Indiana","INDIANA AREA SD",11,"Male",107,20.6,68.2,6.5,4.7
128323703,"Indiana","INDIANA AREA SD",11,"Female",90,22.2,74.4,3.3,0.0
128323703,"Indiana","INDIANA AREA SD",11,"White",176,19.9,72.2,5.1,2.8
128323703,"Indiana","INDIANA AREA SD",11,"Black",10,,,,
128323703,"Indiana","INDIANA AREA SD",11,"Hispanic",2,,,,
128323703,"Indiana","INDIANA AREA SD",11,"Asian",5,,,,
128323703,"Indiana","INDIANA AREA SD",11,"Native American",4,,,,
128323703,"Indiana","INDIANA AREA SD",11,"Multi-Ethnic",0,,,,
128323703,"Indiana","INDIANA AREA SD",11,"IEP",24,0.0,58.3,25.0,16.7
128323703,"Indiana","INDIANA AREA SD",11,"ELL",0,,,,
128323703,"Indiana","INDIANA AREA SD",11,"Economically Disadvantaged",48,12.5,70.8,12.5,4.2
128325203,"Indiana","MARION CENTER AREA SD",5,"All Students",109,0.9,74.3,22.9,1.8
128325203,"Indiana","MARION CENTER AREA SD",5,"Male",65,1.5,67.7,27.7,3.1
128325203,"Indiana","MARION CENTER AREA SD",5,"Female",44,0.0,84.1,15.9,0.0
128325203,"Indiana","MARION CENTER AREA SD",5,"White",108,0.9,75.0,22.2,1.9
128325203,"Indiana","MARION CENTER AREA SD",5,"Black",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",5,"Hispanic",1,,,,
128325203,"Indiana","MARION CENTER AREA SD",5,"Asian",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",5,"Native American",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",5,"Multi-Ethnic",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",5,"IEP",18,0.0,27.8,61.1,11.1
128325203,"Indiana","MARION CENTER AREA SD",5,"ELL",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",5,"Economically Disadvantaged",47,0.0,66.0,29.8,4.3
128325203,"Indiana","MARION CENTER AREA SD",8,"All Students",111,4.5,72.1,20.7,2.7
128325203,"Indiana","MARION CENTER AREA SD",8,"Male",59,1.7,72.9,20.3,5.1
128325203,"Indiana","MARION CENTER AREA SD",8,"Female",52,7.7,71.2,21.2,0.0
128325203,"Indiana","MARION CENTER AREA SD",8,"White",111,4.5,72.1,20.7,2.7
128325203,"Indiana","MARION CENTER AREA SD",8,"Black",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",8,"Hispanic",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",8,"Asian",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",8,"Native American",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",8,"Multi-Ethnic",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",8,"IEP",21,4.8,52.4,33.3,9.5
128325203,"Indiana","MARION CENTER AREA SD",8,"ELL",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",8,"Economically Disadvantaged",43,2.3,67.4,25.6,4.7
128325203,"Indiana","MARION CENTER AREA SD",11,"All Students",112,36.6,52.7,8.9,1.8
128325203,"Indiana","MARION CENTER AREA SD",11,"Male",53,22.6,62.3,11.3,3.8
128325203,"Indiana","MARION CENTER AREA SD",11,"Female",59,49.2,44.1,6.8,0.0
128325203,"Indiana","MARION CENTER AREA SD",11,"White",112,36.6,52.7,8.9,1.8
128325203,"Indiana","MARION CENTER AREA SD",11,"Black",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",11,"Hispanic",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",11,"Asian",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",11,"Native American",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",11,"Multi-Ethnic",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",11,"IEP",19,0.0,47.4,42.1,10.5
128325203,"Indiana","MARION CENTER AREA SD",11,"ELL",0,,,,
128325203,"Indiana","MARION CENTER AREA SD",11,"Economically Disadvantaged",36,25.0,55.6,13.9,5.6
128326303,"Indiana","PENNS MANOR AREA SD",5,"All Students",67,0.0,37.3,58.2,4.5
128326303,"Indiana","PENNS MANOR AREA SD",5,"Male",32,0.0,21.9,71.9,6.3
128326303,"Indiana","PENNS MANOR AREA SD",5,"Female",35,0.0,51.4,45.7,2.9
128326303,"Indiana","PENNS MANOR AREA SD",5,"White",64,0.0,39.1,56.3,4.7
128326303,"Indiana","PENNS MANOR AREA SD",5,"Black",2,,,,
128326303,"Indiana","PENNS MANOR AREA SD",5,"Hispanic",1,,,,
128326303,"Indiana","PENNS MANOR AREA SD",5,"Asian",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",5,"Native American",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",5,"Multi-Ethnic",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",5,"IEP",16,0.0,18.8,62.5,18.8
128326303,"Indiana","PENNS MANOR AREA SD",5,"ELL",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",5,"Economically Disadvantaged",32,0.0,40.6,56.3,3.1
128326303,"Indiana","PENNS MANOR AREA SD",8,"All Students",56,0.0,44.6,53.6,1.8
128326303,"Indiana","PENNS MANOR AREA SD",8,"Male",22,0.0,27.3,68.2,4.5
128326303,"Indiana","PENNS MANOR AREA SD",8,"Female",34,0.0,55.9,44.1,0.0
128326303,"Indiana","PENNS MANOR AREA SD",8,"White",56,0.0,44.6,53.6,1.8
128326303,"Indiana","PENNS MANOR AREA SD",8,"Black",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",8,"Hispanic",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",8,"Asian",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",8,"Native American",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",8,"Multi-Ethnic",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",8,"IEP",10,,,,
128326303,"Indiana","PENNS MANOR AREA SD",8,"ELL",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",8,"Economically Disadvantaged",20,0.0,45.0,55.0,0.0
128326303,"Indiana","PENNS MANOR AREA SD",11,"All Students",53,11.3,71.7,17.0,0.0
128326303,"Indiana","PENNS MANOR AREA SD",11,"Male",25,4.0,64.0,32.0,0.0
128326303,"Indiana","PENNS MANOR AREA SD",11,"Female",28,17.9,78.6,3.6,0.0
128326303,"Indiana","PENNS MANOR AREA SD",11,"White",53,11.3,71.7,17.0,0.0
128326303,"Indiana","PENNS MANOR AREA SD",11,"Black",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",11,"Hispanic",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",11,"Asian",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",11,"Native American",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",11,"Multi-Ethnic",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",11,"IEP",6,,,,
128326303,"Indiana","PENNS MANOR AREA SD",11,"ELL",0,,,,
128326303,"Indiana","PENNS MANOR AREA SD",11,"Economically Disadvantaged",17,0.0,70.6,29.4,0.0
128327303,"Indiana","PURCHASE LINE SD",5,"All Students",91,0.0,35.2,63.7,1.1
128327303,"Indiana","PURCHASE LINE SD",5,"Male",48,0.0,31.3,68.8,0.0
128327303,"Indiana","PURCHASE LINE SD",5,"Female",43,0.0,39.5,58.1,2.3
128327303,"Indiana","PURCHASE LINE SD",5,"White",90,0.0,35.6,63.3,1.1
128327303,"Indiana","PURCHASE LINE SD",5,"Black",0,,,,
128327303,"Indiana","PURCHASE LINE SD",5,"Hispanic",0,,,,
128327303,"Indiana","PURCHASE LINE SD",5,"Asian",0,,,,
128327303,"Indiana","PURCHASE LINE SD",5,"Native American",0,,,,
128327303,"Indiana","PURCHASE LINE SD",5,"Multi-Ethnic",1,,,,
128327303,"Indiana","PURCHASE LINE SD",5,"IEP",13,0.0,7.7,92.3,0.0
128327303,"Indiana","PURCHASE LINE SD",5,"ELL",0,,,,
128327303,"Indiana","PURCHASE LINE SD",5,"Economically Disadvantaged",55,0.0,29.1,69.1,1.8
128327303,"Indiana","PURCHASE LINE SD",8,"All Students",80,0.0,46.3,48.8,5.0
128327303,"Indiana","PURCHASE LINE SD",8,"Male",41,0.0,41.5,48.8,9.8
128327303,"Indiana","PURCHASE LINE SD",8,"Female",39,0.0,51.3,48.7,0.0
128327303,"Indiana","PURCHASE LINE SD",8,"White",80,0.0,46.3,48.8,5.0
128327303,"Indiana","PURCHASE LINE SD",8,"Black",0,,,,
128327303,"Indiana","PURCHASE LINE SD",8,"Hispanic",0,,,,
128327303,"Indiana","PURCHASE LINE SD",8,"Asian",0,,,,
128327303,"Indiana","PURCHASE LINE SD",8,"Native American",0,,,,
128327303,"Indiana","PURCHASE LINE SD",8,"Multi-Ethnic",0,,,,
128327303,"Indiana","PURCHASE LINE SD",8,"IEP",15,0.0,13.3,60.0,26.7
128327303,"Indiana","PURCHASE LINE SD",8,"ELL",0,,,,
128327303,"Indiana","PURCHASE LINE SD",8,"Economically Disadvantaged",43,0.0,44.2,51.2,4.7
128327303,"Indiana","PURCHASE LINE SD",11,"All Students",66,19.7,69.7,10.6,0.0
128327303,"Indiana","PURCHASE LINE SD",11,"Male",33,0.0,81.8,18.2,0.0
128327303,"Indiana","PURCHASE LINE SD",11,"Female",33,39.4,57.6,3.0,0.0
128327303,"Indiana","PURCHASE LINE SD",11,"White",65,20.0,69.2,10.8,0.0
128327303,"Indiana","PURCHASE LINE SD",11,"Black",0,,,,
128327303,"Indiana","PURCHASE LINE SD",11,"Hispanic",1,,,,
128327303,"Indiana","PURCHASE LINE SD",11,"Asian",0,,,,
128327303,"Indiana","PURCHASE LINE SD",11,"Native American",0,,,,
128327303,"Indiana","PURCHASE LINE SD",11,"Multi-Ethnic",0,,,,
128327303,"Indiana","PURCHASE LINE SD",11,"IEP",9,,,,
128327303,"Indiana","PURCHASE LINE SD",11,"ELL",0,,,,
128327303,"Indiana","PURCHASE LINE SD",11,"Economically Disadvantaged",31,16.1,71.0,12.9,0.0
128328003,"Indiana","UNITED SD",5,"All Students",102,0.0,64.7,35.3,0.0
128328003,"Indiana","UNITED SD",5,"Male",55,0.0,54.5,45.5,0.0
128328003,"Indiana","UNITED SD",5,"Female",47,0.0,76.6,23.4,0.0
128328003,"Indiana","UNITED SD",5,"White",101,0.0,64.4,35.6,0.0
128328003,"Indiana","UNITED SD",5,"Black",0,,,,
128328003,"Indiana","UNITED SD",5,"Hispanic",0,,,,
128328003,"Indiana","UNITED SD",5,"Asian",0,,,,
128328003,"Indiana","UNITED SD",5,"Native American",1,,,,
128328003,"Indiana","UNITED SD",5,"Multi-Ethnic",0,,,,
128328003,"Indiana","UNITED SD",5,"IEP",17,0.0,11.8,88.2,0.0
128328003,"Indiana","UNITED SD",5,"ELL",0,,,,
128328003,"Indiana","UNITED SD",5,"Economically Disadvantaged",53,0.0,54.7,45.3,0.0
128328003,"Indiana","UNITED SD",8,"All Students",85,3.5,76.5,20.0,0.0
128328003,"Indiana","UNITED SD",8,"Male",41,2.4,68.3,29.3,0.0
128328003,"Indiana","UNITED SD",8,"Female",44,4.5,84.1,11.4,0.0
128328003,"Indiana","UNITED SD",8,"White",84,3.6,77.4,19.0,0.0
128328003,"Indiana","UNITED SD",8,"Black",0,,,,
128328003,"Indiana","UNITED SD",8,"Hispanic",0,,,,
128328003,"Indiana","UNITED SD",8,"Asian",0,,,,
