"The 2010 PSSA Writing District Level Proficiency Results*",,,,,,,,,,
"*Full Academic Year Students. Data for groups with less than 10 students assessed were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,
"AUN","County","IU #","District","Grade","Group","Number Scored Writing","% Advanced Writing","% Proficient Writing","% Basic Writing","% Below Basic Writing"
105258503,"Erie",5,"NORTHWESTERN SD",5,"Hispanic",1,,,,
105258503,"Erie",5,"NORTHWESTERN SD",5,"Asian",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",5,"Native American",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",5,"Multi-ethnic",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",5,"IEP",15,0.0,26.7,73.3,0.0
105258503,"Erie",5,"NORTHWESTERN SD",5,"ELL",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",5,"Economically Disadvantaged",59,0.0,64.4,35.6,0.0
105258503,"Erie",5,"NORTHWESTERN SD",8,"All Students",135,3.0,66.7,26.7,3.7
105258503,"Erie",5,"NORTHWESTERN SD",8,"Male",70,2.9,54.3,37.1,5.7
105258503,"Erie",5,"NORTHWESTERN SD",8,"Female",65,3.1,80.0,15.4,1.5
105258503,"Erie",5,"NORTHWESTERN SD",8,"White",131,3.1,66.4,26.7,3.8
105258503,"Erie",5,"NORTHWESTERN SD",8,"Black",4,,,,
105258503,"Erie",5,"NORTHWESTERN SD",8,"Hispanic",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",8,"Asian",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",8,"Native American",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",8,"Multi-ethnic",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",8,"IEP",28,0.0,17.9,64.3,17.9
105258503,"Erie",5,"NORTHWESTERN SD",8,"ELL",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",8,"Economically Disadvantaged",64,0.0,62.5,32.8,4.7
105258503,"Erie",5,"NORTHWESTERN SD",11,"All Students",137,13.1,74.5,10.9,1.5
105258503,"Erie",5,"NORTHWESTERN SD",11,"Male",71,9.9,71.8,16.9,1.4
105258503,"Erie",5,"NORTHWESTERN SD",11,"Female",66,16.7,77.3,4.5,1.5
105258503,"Erie",5,"NORTHWESTERN SD",11,"White",135,13.3,74.8,11.1,0.7
105258503,"Erie",5,"NORTHWESTERN SD",11,"Black",2,,,,
105258503,"Erie",5,"NORTHWESTERN SD",11,"Hispanic",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",11,"Asian",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",11,"Native American",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",11,"Multi-ethnic",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",11,"IEP",23,4.3,69.6,17.4,8.7
105258503,"Erie",5,"NORTHWESTERN SD",11,"ELL",0,,,,
105258503,"Erie",5,"NORTHWESTERN SD",11,"Economically Disadvantaged",51,11.8,74.5,11.8,2.0
105259103,"Erie",5,"UNION CITY AREA SD",5,"All Students",77,0.0,46.8,51.9,1.3
105259103,"Erie",5,"UNION CITY AREA SD",5,"Male",27,0.0,33.3,66.7,0.0
105259103,"Erie",5,"UNION CITY AREA SD",5,"Female",50,0.0,54.0,44.0,2.0
105259103,"Erie",5,"UNION CITY AREA SD",5,"White",72,0.0,47.2,51.4,1.4
105259103,"Erie",5,"UNION CITY AREA SD",5,"Black",4,,,,
105259103,"Erie",5,"UNION CITY AREA SD",5,"Hispanic",1,,,,
105259103,"Erie",5,"UNION CITY AREA SD",5,"Asian",0,,,,
105259103,"Erie",5,"UNION CITY AREA SD",5,"Native American",0,,,,
105259103,"Erie",5,"UNION CITY AREA SD",5,"Multi-ethnic",0,,,,
105259103,"Erie",5,"UNION CITY AREA SD",5,"IEP",8,,,,
105259103,"Erie",5,"UNION CITY AREA SD",5,"ELL",0,,,,
105259103,"Erie",5,"UNION CITY AREA SD",5,"Economically Disadvantaged",44,0.0,45.5,52.3,2.3
105259103,"Erie",5,"UNION CITY AREA SD",8,"All Students",83,6.0,56.6,34.9,2.4
105259103,"Erie",5,"UNION CITY AREA SD",8,"Male",35,5.7,42.9,48.6,2.9
105259103,"Erie",5,"UNION CITY AREA SD",8,"Female",48,6.3,66.7,25.0,2.1
105259103,"Erie",5,"UNION CITY AREA SD",8,"White",81,6.2,55.6,35.8,2.5
105259103,"Erie",5,"UNION CITY AREA SD",8,"Black",1,,,,
105259103,"Erie",5,"UNION CITY AREA SD",8,"Hispanic",1,,,,
105259103,"Erie",5,"UNION CITY AREA SD",8,"Asian",0,,,,
105259103,"Erie",5,"UNION CITY AREA SD",8,"Native American",0,,,,
105259103,"Erie",5,"UNION CITY AREA SD",8,"Multi-ethnic",0,,,,
105259103,"Erie",5,"UNION CITY AREA SD",8,"IEP",13,0.0,15.4,69.2,15.4
105259103,"Erie",5,"UNION CITY AREA SD",8,"ELL",0,,,,
105259103,"Erie",5,"UNION CITY AREA SD",8,"Economically Disadvantaged",45,2.2,55.6,37.8,4.4
105259103,"Erie",5,"UNION CITY AREA SD",11,"All Students",109,0.9,57.8,33.0,8.3
105259103,"Erie",5,"UNION CITY AREA SD",11,"Male",55,1.8,49.1,34.5,14.5
105259103,"Erie",5,"UNION CITY AREA SD",11,"Female",54,0.0,66.7,31.5,1.9
105259103,"Erie",5,"UNION CITY AREA SD",11,"White",107,0.9,57.9,32.7,8.4
105259103,"Erie",5,"UNION CITY AREA SD",11,"Black",1,,,,
105259103,"Erie",5,"UNION CITY AREA SD",11,"Hispanic",0,,,,
105259103,"Erie",5,"UNION CITY AREA SD",11,"Asian",0,,,,
105259103,"Erie",5,"UNION CITY AREA SD",11,"Native American",0,,,,
105259103,"Erie",5,"UNION CITY AREA SD",11,"Multi-ethnic",1,,,,
105259103,"Erie",5,"UNION CITY AREA SD",11,"IEP",13,0.0,23.1,38.5,38.5
105259103,"Erie",5,"UNION CITY AREA SD",11,"ELL",0,,,,
105259103,"Erie",5,"UNION CITY AREA SD",11,"Economically Disadvantaged",56,0.0,55.4,32.1,12.5
105259703,"Erie",5,"WATTSBURG AREA SD",5,"All Students",107,1.9,52.3,43.0,2.8
105259703,"Erie",5,"WATTSBURG AREA SD",5,"Male",59,1.7,40.7,52.5,5.1
105259703,"Erie",5,"WATTSBURG AREA SD",5,"Female",48,2.1,66.7,31.3,0.0
105259703,"Erie",5,"WATTSBURG AREA SD",5,"White",105,1.9,52.4,42.9,2.9
105259703,"Erie",5,"WATTSBURG AREA SD",5,"Black",1,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",5,"Hispanic",1,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",5,"Asian",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",5,"Native American",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",5,"Multi-ethnic",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",5,"IEP",25,0.0,16.0,72.0,12.0
105259703,"Erie",5,"WATTSBURG AREA SD",5,"ELL",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",5,"Economically Disadvantaged",34,2.9,38.2,50.0,8.8
105259703,"Erie",5,"WATTSBURG AREA SD",8,"All Students",124,20.2,61.3,16.9,1.6
105259703,"Erie",5,"WATTSBURG AREA SD",8,"Male",58,13.8,56.9,25.9,3.4
105259703,"Erie",5,"WATTSBURG AREA SD",8,"Female",66,25.8,65.2,9.1,0.0
105259703,"Erie",5,"WATTSBURG AREA SD",8,"White",122,20.5,60.7,17.2,1.6
105259703,"Erie",5,"WATTSBURG AREA SD",8,"Black",1,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",8,"Hispanic",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",8,"Asian",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",8,"Native American",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",8,"Multi-ethnic",1,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",8,"IEP",15,0.0,40.0,53.3,6.7
105259703,"Erie",5,"WATTSBURG AREA SD",8,"ELL",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",8,"Economically Disadvantaged",44,6.8,70.5,18.2,4.5
105259703,"Erie",5,"WATTSBURG AREA SD",11,"All Students",138,6.5,70.3,21.7,1.4
105259703,"Erie",5,"WATTSBURG AREA SD",11,"Male",83,3.6,65.1,28.9,2.4
105259703,"Erie",5,"WATTSBURG AREA SD",11,"Female",55,10.9,78.2,10.9,0.0
105259703,"Erie",5,"WATTSBURG AREA SD",11,"White",136,6.6,69.9,22.1,1.5
105259703,"Erie",5,"WATTSBURG AREA SD",11,"Black",2,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",11,"Hispanic",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",11,"Asian",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",11,"Native American",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",11,"Multi-ethnic",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",11,"IEP",27,0.0,51.9,44.4,3.7
105259703,"Erie",5,"WATTSBURG AREA SD",11,"ELL",0,,,,
105259703,"Erie",5,"WATTSBURG AREA SD",11,"Economically Disadvantaged",31,0.0,64.5,35.5,0.0
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",5,"All Students",261,0.8,38.7,54.8,5.7
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",5,"Male",134,0.0,36.6,54.5,9.0
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",5,"Female",127,1.6,40.9,55.1,2.4
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",5,"White",251,0.8,38.6,54.6,6.0
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",5,"Black",8,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",5,"Hispanic",2,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",5,"Asian",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",5,"Native American",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",5,"Multi-ethnic",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",5,"IEP",58,0.0,10.3,65.5,24.1
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",5,"ELL",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",5,"Economically Disadvantaged",156,0.6,34.6,57.1,7.7
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",8,"All Students",288,9.0,53.5,31.3,6.3
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",8,"Male",164,3.0,48.8,37.8,10.4
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",8,"Female",124,16.9,59.7,22.6,0.8
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",8,"White",277,9.4,54.2,30.0,6.5
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",8,"Black",10,0.0,30.0,70.0,0.0
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",8,"Hispanic",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",8,"Asian",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",8,"Native American",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",8,"Multi-ethnic",1,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",8,"IEP",49,0.0,12.2,59.2,28.6
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",8,"ELL",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",8,"Economically Disadvantaged",163,3.7,50.3,39.3,6.7
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",11,"All Students",285,4.9,73.0,16.1,6.0
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",11,"Male",153,2.6,68.0,22.2,7.2
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",11,"Female",131,7.6,78.6,9.2,4.6
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",11,"White",271,5.2,72.0,16.6,6.3
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",11,"Black",13,0.0,92.3,7.7,0.0
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",11,"Hispanic",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",11,"Asian",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",11,"Native American",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",11,"Multi-ethnic",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",11,"IEP",41,0.0,19.5,51.2,29.3
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",11,"ELL",0,,,,
101260303,"Fayette",1,"ALBERT GALLATIN AREA SD",11,"Economically Disadvantaged",138,2.9,65.9,21.0,10.1
101260803,"Fayette",1,"BROWNSVILLE AREA SD",5,"All Students",129,0.0,45.7,52.7,1.6
101260803,"Fayette",1,"BROWNSVILLE AREA SD",5,"Male",67,0.0,35.8,61.2,3.0
101260803,"Fayette",1,"BROWNSVILLE AREA SD",5,"Female",62,0.0,56.5,43.5,0.0
101260803,"Fayette",1,"BROWNSVILLE AREA SD",5,"White",106,0.0,47.2,50.9,1.9
101260803,"Fayette",1,"BROWNSVILLE AREA SD",5,"Black",23,0.0,39.1,60.9,0.0
101260803,"Fayette",1,"BROWNSVILLE AREA SD",5,"Hispanic",0,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",5,"Asian",0,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",5,"Native American",0,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",5,"Multi-ethnic",0,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",5,"IEP",24,0.0,4.2,91.7,4.2
101260803,"Fayette",1,"BROWNSVILLE AREA SD",5,"ELL",0,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",5,"Economically Disadvantaged",75,0.0,38.7,60.0,1.3
101260803,"Fayette",1,"BROWNSVILLE AREA SD",8,"All Students",131,1.5,38.2,50.4,9.9
101260803,"Fayette",1,"BROWNSVILLE AREA SD",8,"Male",65,1.5,29.2,55.4,13.8
101260803,"Fayette",1,"BROWNSVILLE AREA SD",8,"Female",66,1.5,47.0,45.5,6.1
101260803,"Fayette",1,"BROWNSVILLE AREA SD",8,"White",113,1.8,40.7,48.7,8.8
101260803,"Fayette",1,"BROWNSVILLE AREA SD",8,"Black",15,0.0,20.0,66.7,13.3
101260803,"Fayette",1,"BROWNSVILLE AREA SD",8,"Hispanic",0,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",8,"Asian",0,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",8,"Native American",0,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",8,"Multi-ethnic",3,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",8,"IEP",28,0.0,7.1,50.0,42.9
101260803,"Fayette",1,"BROWNSVILLE AREA SD",8,"ELL",0,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",8,"Economically Disadvantaged",89,1.1,30.3,53.9,14.6
101260803,"Fayette",1,"BROWNSVILLE AREA SD",11,"All Students",108,3.7,78.7,13.0,4.6
101260803,"Fayette",1,"BROWNSVILLE AREA SD",11,"Male",56,0.0,80.4,12.5,7.1
101260803,"Fayette",1,"BROWNSVILLE AREA SD",11,"Female",51,7.8,78.4,11.8,2.0
101260803,"Fayette",1,"BROWNSVILLE AREA SD",11,"White",94,4.3,77.7,12.8,5.3
101260803,"Fayette",1,"BROWNSVILLE AREA SD",11,"Black",11,0.0,90.9,9.1,0.0
101260803,"Fayette",1,"BROWNSVILLE AREA SD",11,"Hispanic",0,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",11,"Asian",0,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",11,"Native American",1,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",11,"Multi-ethnic",1,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",11,"IEP",15,0.0,20.0,46.7,33.3
101260803,"Fayette",1,"BROWNSVILLE AREA SD",11,"ELL",0,,,,
101260803,"Fayette",1,"BROWNSVILLE AREA SD",11,"Economically Disadvantaged",59,0.0,78.0,15.3,6.8
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",5,"All Students",368,0.5,39.9,54.1,5.4
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",5,"Male",194,0.0,30.4,62.4,7.2
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",5,"Female",173,1.2,50.3,45.1,3.5
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",5,"White",357,0.6,40.3,53.5,5.6
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",5,"Black",3,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",5,"Hispanic",2,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",5,"Asian",0,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",5,"Native American",1,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",5,"Multi-ethnic",4,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",5,"IEP",79,0.0,19.0,59.5,21.5
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",5,"ELL",0,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",5,"Economically Disadvantaged",210,0.0,31.9,60.0,8.1
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",8,"All Students",383,5.5,58.0,30.3,6.3
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",8,"Male",197,3.6,49.2,36.5,10.7
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",8,"Female",186,7.5,67.2,23.7,1.6
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",8,"White",371,5.7,58.2,29.9,6.2
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",8,"Black",11,0.0,54.5,36.4,9.1
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",8,"Hispanic",1,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",8,"Asian",0,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",8,"Native American",0,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",8,"Multi-ethnic",0,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",8,"IEP",79,0.0,17.7,59.5,22.8
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",8,"ELL",1,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",8,"Economically Disadvantaged",192,3.1,50.0,36.5,10.4
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",11,"All Students",401,4.7,66.8,22.4,6.0
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",11,"Male",181,3.3,60.8,27.1,8.8
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",11,"Female",218,6.0,72.0,18.3,3.7
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",11,"White",380,4.7,67.4,21.6,6.3
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",11,"Black",13,7.7,61.5,30.8,0.0
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",11,"Hispanic",3,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",11,"Asian",1,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",11,"Native American",0,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",11,"Multi-ethnic",1,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",11,"IEP",53,0.0,18.9,56.6,24.5
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",11,"ELL",2,,,,
101261302,"Fayette",1,"CONNELLSVILLE AREA SD",11,"Economically Disadvantaged",191,3.1,58.1,28.8,9.9
101262903,"Fayette",1,"FRAZIER SD",5,"All Students",79,0.0,84.8,12.7,2.5
101262903,"Fayette",1,"FRAZIER SD",5,"Male",41,0.0,80.5,17.1,2.4
101262903,"Fayette",1,"FRAZIER SD",5,"Female",38,0.0,89.5,7.9,2.6
101262903,"Fayette",1,"FRAZIER SD",5,"White",77,0.0,85.7,11.7,2.6
101262903,"Fayette",1,"FRAZIER SD",5,"Black",2,,,,
101262903,"Fayette",1,"FRAZIER SD",5,"Hispanic",0,,,,
101262903,"Fayette",1,"FRAZIER SD",5,"Asian",0,,,,
101262903,"Fayette",1,"FRAZIER SD",5,"Native American",0,,,,
101262903,"Fayette",1,"FRAZIER SD",5,"Multi-ethnic",0,,,,
101262903,"Fayette",1,"FRAZIER SD",5,"IEP",21,0.0,52.4,38.1,9.5
101262903,"Fayette",1,"FRAZIER SD",5,"ELL",0,,,,
101262903,"Fayette",1,"FRAZIER SD",5,"Economically Disadvantaged",30,0.0,83.3,13.3,3.3
101262903,"Fayette",1,"FRAZIER SD",8,"All Students",88,8.0,81.8,9.1,1.1
101262903,"Fayette",1,"FRAZIER SD",8,"Male",41,7.3,80.5,9.8,2.4
101262903,"Fayette",1,"FRAZIER SD",8,"Female",46,8.7,84.8,6.5,0.0
101262903,"Fayette",1,"FRAZIER SD",8,"White",86,8.1,82.6,8.1,1.2
101262903,"Fayette",1,"FRAZIER SD",8,"Black",1,,,,
101262903,"Fayette",1,"FRAZIER SD",8,"Hispanic",0,,,,
101262903,"Fayette",1,"FRAZIER SD",8,"Asian",0,,,,
101262903,"Fayette",1,"FRAZIER SD",8,"Native American",0,,,,
101262903,"Fayette",1,"FRAZIER SD",8,"Multi-ethnic",0,,,,
101262903,"Fayette",1,"FRAZIER SD",8,"IEP",11,18.2,72.7,9.1,0.0
101262903,"Fayette",1,"FRAZIER SD",8,"ELL",0,,,,
101262903,"Fayette",1,"FRAZIER SD",8,"Economically Disadvantaged",36,2.8,86.1,11.1,0.0
101262903,"Fayette",1,"FRAZIER SD",11,"All Students",76,9.2,78.9,11.8,0.0
101262903,"Fayette",1,"FRAZIER SD",11,"Male",39,5.1,82.1,12.8,0.0
101262903,"Fayette",1,"FRAZIER SD",11,"Female",37,13.5,75.7,10.8,0.0
101262903,"Fayette",1,"FRAZIER SD",11,"White",73,9.6,78.1,12.3,0.0
101262903,"Fayette",1,"FRAZIER SD",11,"Black",3,,,,
101262903,"Fayette",1,"FRAZIER SD",11,"Hispanic",0,,,,
101262903,"Fayette",1,"FRAZIER SD",11,"Asian",0,,,,
101262903,"Fayette",1,"FRAZIER SD",11,"Native American",0,,,,
101262903,"Fayette",1,"FRAZIER SD",11,"Multi-ethnic",0,,,,
101262903,"Fayette",1,"FRAZIER SD",11,"IEP",5,,,,
101262903,"Fayette",1,"FRAZIER SD",11,"ELL",0,,,,
101262903,"Fayette",1,"FRAZIER SD",11,"Economically Disadvantaged",28,3.6,75.0,21.4,0.0
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",5,"All Students",239,0.8,58.6,38.5,2.1
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",5,"Male",114,0.0,47.4,49.1,3.5
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",5,"Female",125,1.6,68.8,28.8,0.8
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",5,"White",217,0.9,62.2,35.0,1.8
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",5,"Black",21,0.0,19.0,76.2,4.8
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",5,"Hispanic",0,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",5,"Asian",1,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",5,"Native American",0,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",5,"Multi-ethnic",0,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",5,"IEP",33,0.0,24.2,63.6,12.1
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",5,"ELL",0,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",5,"Economically Disadvantaged",129,0.8,49.6,47.3,2.3
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",8,"All Students",274,15.0,55.1,26.3,3.6
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",8,"Male",127,8.7,44.1,41.7,5.5
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",8,"Female",147,20.4,64.6,12.9,2.0
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",8,"White",246,15.9,56.1,24.8,3.3
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",8,"Black",25,4.0,48.0,40.0,8.0
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",8,"Hispanic",1,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",8,"Asian",2,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",8,"Native American",0,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",8,"Multi-ethnic",0,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",8,"IEP",34,2.9,8.8,70.6,17.6
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",8,"ELL",0,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",8,"Economically Disadvantaged",131,9.2,46.6,36.6,7.6
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",11,"All Students",212,5.2,69.3,23.1,2.4
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",11,"Male",112,3.6,63.4,28.6,4.5
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",11,"Female",98,7.1,75.5,17.3,0.0
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",11,"White",184,6.0,70.7,21.2,2.2
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",11,"Black",19,0.0,57.9,42.1,0.0
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",11,"Hispanic",1,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",11,"Asian",3,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",11,"Native American",1,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",11,"Multi-ethnic",1,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",11,"IEP",20,0.0,20.0,60.0,20.0
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",11,"ELL",0,,,,
101264003,"Fayette",1,"LAUREL HIGHLANDS SD",11,"Economically Disadvantaged",83,2.4,62.7,30.1,4.8
101268003,"Fayette",1,"UNIONTOWN AREA SD",5,"All Students",226,0.0,54.9,44.7,0.4
101268003,"Fayette",1,"UNIONTOWN AREA SD",5,"Male",104,0.0,46.2,53.8,0.0
101268003,"Fayette",1,"UNIONTOWN AREA SD",5,"Female",122,0.0,62.3,36.9,0.8
101268003,"Fayette",1,"UNIONTOWN AREA SD",5,"White",180,0.0,53.9,45.6,0.6
101268003,"Fayette",1,"UNIONTOWN AREA SD",5,"Black",43,0.0,60.5,39.5,0.0
101268003,"Fayette",1,"UNIONTOWN AREA SD",5,"Hispanic",1,,,,
101268003,"Fayette",1,"UNIONTOWN AREA SD",5,"Asian",1,,,,
101268003,"Fayette",1,"UNIONTOWN AREA SD",5,"Native American",0,,,,
101268003,"Fayette",1,"UNIONTOWN AREA SD",5,"Multi-ethnic",1,,,,
101268003,"Fayette",1,"UNIONTOWN AREA SD",5,"IEP",28,0.0,25.0,71.4,3.6
101268003,"Fayette",1,"UNIONTOWN AREA SD",5,"ELL",0,,,,
101268003,"Fayette",1,"UNIONTOWN AREA SD",5,"Economically Disadvantaged",140,0.0,49.3,50.0,0.7
101268003,"Fayette",1,"UNIONTOWN AREA SD",8,"All Students",232,7.3,67.2,20.3,5.2
