year,aun,county,district,grade,math,reading
2002,108116003,Cambria,PENN CAMBRIA SD,5,13.2,9.4
2002,108116003,Cambria,PENN CAMBRIA SD,8,14.7,20
2002,108116003,Cambria,PENN CAMBRIA SD,11,12.2,9
2002,108116303,Cambria,PORTAGE AREA SD,5,19.7,16.4
2002,108116303,Cambria,PORTAGE AREA SD,8,19.5,10.5
2002,108116303,Cambria,PORTAGE AREA SD,11,27.5,25
2002,108116503,Cambria,RICHLAND SD,5,35.3,29.4
2002,108116503,Cambria,RICHLAND SD,8,28.1,16.5
2002,108116503,Cambria,RICHLAND SD,11,32,20.8
2002,108118503,Cambria,WESTMONT HILLTOP SD,5,39.8,14.6
2002,108118503,Cambria,WESTMONT HILLTOP SD,8,39,33.1
2002,108118503,Cambria,WESTMONT HILLTOP SD,11,23,20.7
2002,109122703,Cameron,CAMERON COUNTY SD,5,24.1,27.7
2002,109122703,Cameron,CAMERON COUNTY SD,8,9.4,16.5
2002,109122703,Cameron,CAMERON COUNTY SD,11,4.9,2.4
2002,121135003,Carbon,JIM THORPE AREA SD,5,7.4,3.4
2002,121135003,Carbon,JIM THORPE AREA SD,8,5.4,8.8
2002,121135003,Carbon,JIM THORPE AREA SD,11,23.6,10.9
2002,121135503,Carbon,LEHIGHTON AREA SD,5,27.3,25.3
2002,121135503,Carbon,LEHIGHTON AREA SD,8,15,13.5
2002,121135503,Carbon,LEHIGHTON AREA SD,11,15.1,9.1
2002,121136503,Carbon,PALMERTON AREA SD,5,17.1,18.4
2002,121136503,Carbon,PALMERTON AREA SD,8,11.9,33.3
2002,121136503,Carbon,PALMERTON AREA SD,11,29.9,17.3
2002,121136603,Carbon,PANTHER VALLEY SD,5,18.8,16.7
2002,121136603,Carbon,PANTHER VALLEY SD,8,3.5,7
2002,121136603,Carbon,PANTHER VALLEY SD,11,14.4,5.8
2002,121139004,Carbon,WEATHERLY AREA SD,5,40,20
2002,121139004,Carbon,WEATHERLY AREA SD,8,14.3,12.7
2002,121139004,Carbon,WEATHERLY AREA SD,11,15.7,5.9
2002,110141003,Centre,BALD EAGLE AREA SD,5,34.2,24.7
2002,110141003,Centre,BALD EAGLE AREA SD,8,15.8,15.8
2002,110141003,Centre,BALD EAGLE AREA SD,11,12.2,11.1
2002,110141103,Centre,BELLEFONTE AREA SD,5,28.9,19.8
2002,110141103,Centre,BELLEFONTE AREA SD,8,25.8,27.6
2002,110141103,Centre,BELLEFONTE AREA SD,11,22,17
2002,110147003,Centre,PENNS VALLEY AREA SD,5,33.3,28.7
2002,110147003,Centre,PENNS VALLEY AREA SD,8,13,18.3
2002,110147003,Centre,PENNS VALLEY AREA SD,11,18.8,17.2
2002,110148002,Centre,STATE COLLEGE AREA SD,5,40,26.1
2002,110148002,Centre,STATE COLLEGE AREA SD,8,34.6,41.5
2002,110148002,Centre,STATE COLLEGE AREA SD,11,50.5,26.7
2002,124150503,Chester,AVON GROVE SD,5,32.6,19.3
2002,124150503,Chester,AVON GROVE SD,8,22.4,28.7
2002,124150503,Chester,AVON GROVE SD,11,31.1,20.9
2002,124151902,Chester,COATESVILLE AREA SD,5,25.2,14.6
2002,124151902,Chester,COATESVILLE AREA SD,8,15.3,17.9
2002,124151902,Chester,COATESVILLE AREA SD,11,16.6,13.6
2002,124152003,Chester,DOWNINGTOWN AREA SD,5,56.1,39.7
2002,124152003,Chester,DOWNINGTOWN AREA SD,8,28.6,37.3
2002,124152003,Chester,DOWNINGTOWN AREA SD,11,31.3,19.2
2002,124153503,Chester,GREAT VALLEY SD,5,48.2,33.4
2002,124153503,Chester,GREAT VALLEY SD,8,29.5,43.6
2002,124153503,Chester,GREAT VALLEY SD,11,32,28.8
2002,124154003,Chester,KENNETT CONSOLIDATED SD,5,27.9,22.4
2002,124154003,Chester,KENNETT CONSOLIDATED SD,8,22.3,32.1
2002,124154003,Chester,KENNETT CONSOLIDATED SD,11,27.2,17.1
2002,124156503,Chester,OCTORARA AREA SD,5,25.4,21.6
2002,124156503,Chester,OCTORARA AREA SD,8,11.3,15.6
2002,124156503,Chester,OCTORARA AREA SD,11,23.6,22.5
2002,124156603,Chester,OWEN J ROBERTS SD,5,62.2,36
2002,124156603,Chester,OWEN J ROBERTS SD,8,30,34.9
2002,124156603,Chester,OWEN J ROBERTS SD,11,26.1,24.1
2002,124156703,Chester,OXFORD AREA SD,5,20.1,21.2
2002,124156703,Chester,OXFORD AREA SD,8,10.3,13.2
2002,124156703,Chester,OXFORD AREA SD,11,18.4,12.7
2002,124157203,Chester,PHOENIXVILLE AREA SD,5,39.6,25.6
2002,124157203,Chester,PHOENIXVILLE AREA SD,8,24.5,17.9
2002,124157203,Chester,PHOENIXVILLE AREA SD,11,27.8,24.1
2002,124157802,Chester,TREDYFFRIN-EASTTOWN SD,5,56.7,40.9
2002,124157802,Chester,TREDYFFRIN-EASTTOWN SD,8,52.7,56.5
2002,124157802,Chester,TREDYFFRIN-EASTTOWN SD,11,57.6,42.2
2002,124158503,Chester,UNIONVILLE-CHADDS FORD,5,41.1,20.4
2002,124158503,Chester,UNIONVILLE-CHADDS FORD,8,40.5,37.1
2002,124158503,Chester,UNIONVILLE-CHADDS FORD,11,44.8,33
2002,124159002,Chester,WEST CHESTER AREA SD,5,47.9,33.7
2002,124159002,Chester,WEST CHESTER AREA SD,8,34.4,38
2002,124159002,Chester,WEST CHESTER AREA SD,11,39.1,28.6
2002,106160303,Clarion,ALLEGHENY-CLARION VALLEY,5,11.4,12.7
2002,106160303,Clarion,ALLEGHENY-CLARION VALLEY,8,9.6,10.1
2002,106160303,Clarion,ALLEGHENY-CLARION VALLEY,11,10.2,5.7
2002,106161203,Clarion,CLARION AREA SD,5,30.9,14.8
2002,106161203,Clarion,CLARION AREA SD,8,8.7,10.1
2002,106161203,Clarion,CLARION AREA SD,11,26,19.2
2002,106161703,Clarion,CLARION-LIMESTONE AREA,5,25,26.3
2002,106161703,Clarion,CLARION-LIMESTONE AREA,8,19.4,14.1
2002,106161703,Clarion,CLARION-LIMESTONE AREA,11,14.9,9
2002,106166503,Clarion,KEYSTONE SD,5,12.2,9.2
2002,106166503,Clarion,KEYSTONE SD,8,8.3,12.5
2002,106166503,Clarion,KEYSTONE SD,11,14.9,9.2
2002,106167504,Clarion,NORTH CLARION COUNTY SD,5,22.9,8.3
2002,106167504,Clarion,NORTH CLARION COUNTY SD,8,6.7,6.6
2002,106167504,Clarion,NORTH CLARION COUNTY SD,11,14.5,4.8
2002,106168003,Clarion,REDBANK VALLEY SD,5,13.8,13.8
2002,106168003,Clarion,REDBANK VALLEY SD,8,2.6,10.3
2002,106168003,Clarion,REDBANK VALLEY SD,11,10.4,9.4
2002,106169003,Clarion,UNION SD,5,18.4,10.5
2002,106169003,Clarion,UNION SD,8,0,10.5
2002,106169003,Clarion,UNION SD,11,18.8,3.1
2002,110171003,Clearfield,CLEARFIELD AREA SD,5,19.4,11
2002,110171003,Clearfield,CLEARFIELD AREA SD,8,9.5,15.6
2002,110171003,Clearfield,CLEARFIELD AREA SD,11,16.6,12.7
2002,110171803,Clearfield,CURWENSVILLE AREA SD,5,31,22.1
2002,110171803,Clearfield,CURWENSVILLE AREA SD,8,13.8,16.5
2002,110171803,Clearfield,CURWENSVILLE AREA SD,11,10.6,6.5
2002,106172003,Clearfield,DUBOIS AREA SD,5,31.8,16.7
2002,106172003,Clearfield,DUBOIS AREA SD,8,16,17.1
2002,106172003,Clearfield,DUBOIS AREA SD,11,22.5,12.1
2002,110173003,Clearfield,GLENDALE SD,5,15.2,15.2
2002,110173003,Clearfield,GLENDALE SD,8,6.4,15.4
2002,110173003,Clearfield,GLENDALE SD,11,13.2,1.5
2002,110173504,Clearfield,HARMONY AREA SD,5,25.7,37.1
2002,110173504,Clearfield,HARMONY AREA SD,8,5.7,17.1
2002,110173504,Clearfield,HARMONY AREA SD,11,24.2,6.1
2002,110175003,Clearfield,MOSHANNON VALLEY SD,5,20.8,5.9
2002,110175003,Clearfield,MOSHANNON VALLEY SD,8,5.1,8.2
2002,110175003,Clearfield,MOSHANNON VALLEY SD,11,6.3,5.2
2002,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA,5,28,18.5
2002,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA,8,3.2,10.2
2002,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA,11,17.3,11.7
2002,110179003,Clearfield,WEST BRANCH AREA SD,5,20.7,21.7
2002,110179003,Clearfield,WEST BRANCH AREA SD,8,10.8,10.8
2002,110179003,Clearfield,WEST BRANCH AREA SD,11,12.7,6.3
2002,110183602,Clinton,KEYSTONE CENTRAL SD,5,18.1,10.6
2002,110183602,Clinton,KEYSTONE CENTRAL SD,8,11,7.3
2002,110183602,Clinton,KEYSTONE CENTRAL SD,11,15.8,7.6
2002,116191004,Columbia,BENTON AREA SD,5,18.3,16.9
2002,116191004,Columbia,BENTON AREA SD,8,8.1,17.6
2002,116191004,Columbia,BENTON AREA SD,11,10.8,18.9
2002,116191103,Columbia,BERWICK AREA SD,5,38,13
2002,116191103,Columbia,BERWICK AREA SD,8,24,16.2
2002,116191103,Columbia,BERWICK AREA SD,11,20,13
2002,116191203,Columbia,BLOOMSBURG AREA SD,5,26.5,23.1
2002,116191203,Columbia,BLOOMSBURG AREA SD,8,17,14.1
2002,116191203,Columbia,BLOOMSBURG AREA SD,11,32.3,31.2
2002,116191503,Columbia,CENTRAL COLUMBIA SD,5,27.5,17.3
2002,116191503,Columbia,CENTRAL COLUMBIA SD,8,22.5,27.2
2002,116191503,Columbia,CENTRAL COLUMBIA SD,11,35,36.8
2002,116195004,Columbia,MILLVILLE AREA SD,5,25,28.8
2002,116195004,Columbia,MILLVILLE AREA SD,8,14.5,24.6
2002,116195004,Columbia,MILLVILLE AREA SD,11,19.2,16.7
2002,116197503,Columbia,SOUTHERN COLUMBIA AREA,5,28.9,14.4
2002,116197503,Columbia,SOUTHERN COLUMBIA AREA,8,12.4,26.2
2002,116197503,Columbia,SOUTHERN COLUMBIA AREA,11,24.4,27.6
2002,105201033,Crawford,CONNEAUT SD,5,17.2,7.9
2002,105201033,Crawford,CONNEAUT SD,8,15.5,12.7
2002,105201033,Crawford,CONNEAUT SD,11,15.9,9.3
2002,105201352,Crawford,CRAWFORD CENTRAL SD,5,16.1,12.1
2002,105201352,Crawford,CRAWFORD CENTRAL SD,8,19.1,27.1
2002,105201352,Crawford,CRAWFORD CENTRAL SD,11,25.3,22.4
2002,105204703,Crawford,PENNCREST SD,5,22.8,15.9
2002,105204703,Crawford,PENNCREST SD,8,23.6,21.1
2002,105204703,Crawford,PENNCREST SD,11,36.7,21.6
2002,115210503,Cumberland,BIG SPRING SD,5,27.7,14.7
2002,115210503,Cumberland,BIG SPRING SD,8,13.5,22
2002,115210503,Cumberland,BIG SPRING SD,11,14.4,14.4
2002,115211003,Cumberland,CAMP HILL SD,5,51.5,38.8
2002,115211003,Cumberland,CAMP HILL SD,8,31.4,34.9
2002,115211003,Cumberland,CAMP HILL SD,11,44.3,44.3
2002,115211103,Cumberland,CARLISLE AREA SD,5,39.4,30.6
2002,115211103,Cumberland,CARLISLE AREA SD,8,21.4,22.6
2002,115211103,Cumberland,CARLISLE AREA SD,11,31,26.3
2002,115211603,Cumberland,CUMBERLAND VALLEY SD,5,39.2,22.5
2002,115211603,Cumberland,CUMBERLAND VALLEY SD,8,35.4,39.3
2002,115211603,Cumberland,CUMBERLAND VALLEY SD,11,38.9,31.2
2002,115212503,Cumberland,EAST PENNSBORO AREA SD,5,27.1,15.4
2002,115212503,Cumberland,EAST PENNSBORO AREA SD,8,16.7,13
2002,115212503,Cumberland,EAST PENNSBORO AREA SD,11,25,12.7
2002,115216503,Cumberland,MECHANICSBURG AREA SD,5,36.4,20.7
2002,115216503,Cumberland,MECHANICSBURG AREA SD,8,22,26
2002,115216503,Cumberland,MECHANICSBURG AREA SD,11,40.4,27.1
2002,115218003,Cumberland,SHIPPENSBURG AREA SD,5,27.2,11.1
2002,115218003,Cumberland,SHIPPENSBURG AREA SD,8,19,12
2002,115218003,Cumberland,SHIPPENSBURG AREA SD,11,22.6,13.8
2002,115218303,Cumberland,SOUTH MIDDLETON SD,5,25,25.6
2002,115218303,Cumberland,SOUTH MIDDLETON SD,8,23.9,40
2002,115218303,Cumberland,SOUTH MIDDLETON SD,11,21.1,14.3
2002,115221402,Dauphin,CENTRAL DAUPHIN SD,5,33,21.5
2002,115221402,Dauphin,CENTRAL DAUPHIN SD,8,20.2,23.1
2002,115221402,Dauphin,CENTRAL DAUPHIN SD,11,26,21.6
2002,115221753,Dauphin,DERRY TOWNSHIP SD,5,37.2,29.5
2002,115221753,Dauphin,DERRY TOWNSHIP SD,8,38.7,41.4
2002,115221753,Dauphin,DERRY TOWNSHIP SD,11,42.2,35.9
2002,115222504,Dauphin,HALIFAX AREA SD,5,3.5,3.4
2002,115222504,Dauphin,HALIFAX AREA SD,8,15.2,33
2002,115222504,Dauphin,HALIFAX AREA SD,11,25.3,12.1
2002,115222752,Dauphin,HARRISBURG CITY SD,5,3.2,2
2002,115222752,Dauphin,HARRISBURG CITY SD,8,2,3.2
2002,115222752,Dauphin,HARRISBURG CITY SD,11,1.1,1.1
2002,115224003,Dauphin,LOWER DAUPHIN SD,5,28.7,15.6
2002,115224003,Dauphin,LOWER DAUPHIN SD,8,17.2,19.9
2002,115224003,Dauphin,LOWER DAUPHIN SD,11,40,25.1
2002,115226003,Dauphin,MIDDLETOWN AREA SD,5,10.6,15.5
2002,115226003,Dauphin,MIDDLETOWN AREA SD,8,11.7,14.1
2002,115226003,Dauphin,MIDDLETOWN AREA SD,11,13.8,12.2
2002,115226103,Dauphin,MILLERSBURG AREA SD,5,31.3,28.9
2002,115226103,Dauphin,MILLERSBURG AREA SD,8,13.6,22.7
2002,115226103,Dauphin,MILLERSBURG AREA SD,11,17,29.8
2002,115228003,Dauphin,STEELTON-HIGHSPIRE SD,5,6.1,13.1
2002,115228003,Dauphin,STEELTON-HIGHSPIRE SD,8,1.4,5.6
2002,115228003,Dauphin,STEELTON-HIGHSPIRE SD,11,14.6,9.8
2002,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,5,30,23.7
2002,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,8,15.6,19.1
2002,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,11,41,29.7
2002,115229003,Dauphin,UPPER DAUPHIN AREA SD,5,10.8,20.7
2002,115229003,Dauphin,UPPER DAUPHIN AREA SD,8,9.3,7.3
2002,115229003,Dauphin,UPPER DAUPHIN AREA SD,11,10.5,3.5
2002,125231232,Delaware,CHESTER-UPLAND SD,5,1.1,1.4
2002,125231232,Delaware,CHESTER-UPLAND SD,8,0.7,3.2
2002,125231232,Delaware,CHESTER-UPLAND SD,11,0.7,0.7
2002,125231303,Delaware,CHICHESTER SD,5,21.4,22
2002,125231303,Delaware,CHICHESTER SD,8,15.1,22.2
2002,125231303,Delaware,CHICHESTER SD,11,15.3,14.9
2002,125234103,Delaware,GARNET VALLEY SD,5,47.7,41
2002,125234103,Delaware,GARNET VALLEY SD,8,38.6,36.8
2002,125234103,Delaware,GARNET VALLEY SD,11,31.5,22.2
2002,125234502,Delaware,HAVERFORD TOWNSHIP SD,5,62.4,47.4
2002,125234502,Delaware,HAVERFORD TOWNSHIP SD,8,38,33
2002,125234502,Delaware,HAVERFORD TOWNSHIP SD,11,39.6,27.8
2002,125235103,Delaware,INTERBORO SD,5,27.2,20.9
2002,125235103,Delaware,INTERBORO SD,8,12.3,20.1
2002,125235103,Delaware,INTERBORO SD,11,16,7.8
2002,125235502,Delaware,MARPLE NEWTOWN SD,5,45.7,47.7
2002,125235502,Delaware,MARPLE NEWTOWN SD,8,23.7,29.8
2002,125235502,Delaware,MARPLE NEWTOWN SD,11,39.4,29.8
2002,125236903,Delaware,PENN-DELCO SD,5,45.7,29.1
2002,125236903,Delaware,PENN-DELCO SD,8,18.9,20.1
2002,125236903,Delaware,PENN-DELCO SD,11,21.7,12.8
2002,125237603,Delaware,RADNOR TOWNSHIP SD,5,50.4,34
2002,125237603,Delaware,RADNOR TOWNSHIP SD,8,53.4,51.6
2002,125237603,Delaware,RADNOR TOWNSHIP SD,11,55.7,42.4
2002,125237702,Delaware,RIDLEY SD,5,27.9,14.1
2002,125237702,Delaware,RIDLEY SD,8,19.4,20.1
2002,125237702,Delaware,RIDLEY SD,11,17.7,15.1
2002,125237903,Delaware,ROSE TREE MEDIA SD,5,55.6,35.7
2002,125237903,Delaware,ROSE TREE MEDIA SD,8,41.5,28.6
2002,125237903,Delaware,ROSE TREE MEDIA SD,11,40.7,37
2002,125238402,Delaware,SOUTHEAST DELCO SD,5,12.5,9.7
2002,125238402,Delaware,SOUTHEAST DELCO SD,8,5.4,6.4
2002,125238402,Delaware,SOUTHEAST DELCO SD,11,2.9,2.4
2002,125238502,Delaware,SPRINGFIELD SD,5,40.2,26.9
2002,125238502,Delaware,SPRINGFIELD SD,8,33.6,24.3
2002,125238502,Delaware,SPRINGFIELD SD,11,31.7,17.9
2002,125239452,Delaware,UPPER DARBY SD,5,19.1,13.5
2002,125239452,Delaware,UPPER DARBY SD,8,15.6,13.2
2002,125239452,Delaware,UPPER DARBY SD,11,22,12.2
2002,125239603,Delaware,WALLINGFORD-SWARTHMORE,5,53.6,44.4
2002,125239603,Delaware,WALLINGFORD-SWARTHMORE,8,41.3,43.5
2002,125239603,Delaware,WALLINGFORD-SWARTHMORE,11,48.5,28.7
2002,125239652,Delaware,WILLIAM PENN SD,5,5.7,5.5
2002,125239652,Delaware,WILLIAM PENN SD,8,5.6,5.6
2002,125239652,Delaware,WILLIAM PENN SD,11,5.5,4.9
2002,109243503,Elk,JOHNSONBURG AREA SD,5,20.8,18.9
2002,109243503,Elk,JOHNSONBURG AREA SD,8,11.9,27.1
2002,109243503,Elk,JOHNSONBURG AREA SD,11,8.1,11
2002,109246003,Elk,RIDGWAY AREA SD,5,31.8,16.7
2002,109246003,Elk,RIDGWAY AREA SD,8,22.1,37.7
2002,109246003,Elk,RIDGWAY AREA SD,11,24.1,15.1
2002,109248003,Elk,SAINT MARYS AREA SD,5,18.1,11.6
2002,109248003,Elk,SAINT MARYS AREA SD,8,8.8,15.9
2002,109248003,Elk,SAINT MARYS AREA SD,11,18.5,12
2002,105251453,Erie,CORRY AREA SD,5,20.9,12.8
2002,105251453,Erie,CORRY AREA SD,8,9.4,13.9
2002,105251453,Erie,CORRY AREA SD,11,16.3,10.5
2002,105252602,Erie,ERIE CITY SD,5,12.7,8.4
2002,105252602,Erie,ERIE CITY SD,8,5.5,9.4
2002,105252602,Erie,ERIE CITY SD,11,14.2,9.4
2002,105253303,Erie,FAIRVIEW SD,5,30,36.9
2002,105253303,Erie,FAIRVIEW SD,8,36.6,33.1
2002,105253303,Erie,FAIRVIEW SD,11,39.2,30.7
2002,105253553,Erie,FORT LEBOEUF SD,5,35,29.4
2002,105253553,Erie,FORT LEBOEUF SD,8,26.5,32.4
2002,105253553,Erie,FORT LEBOEUF SD,11,16.9,13.3
2002,105253903,Erie,GENERAL MCLANE SD,5,13.7,14.8
2002,105253903,Erie,GENERAL MCLANE SD,8,19.2,22.7
2002,105253903,Erie,GENERAL MCLANE SD,11,32.6,20.9
2002,105254053,Erie,GIRARD SD,5,23.8,10.6
2002,105254053,Erie,GIRARD SD,8,16.1,8.3
2002,105254053,Erie,GIRARD SD,11,29.3,14.4
2002,105254353,Erie,HARBOR CREEK SD,5,35,33.3
2002,105254353,Erie,HARBOR CREEK SD,8,11.8,18
2002,105254353,Erie,HARBOR CREEK SD,11,23.9,21
2002,105256553,Erie,IROQUOIS SD,5,6.9,12.7
2002,105256553,Erie,IROQUOIS SD,8,6.1,13.1
2002,105256553,Erie,IROQUOIS SD,11,13.7,13.7
2002,105257602,Erie,MILLCREEK TOWNSHIP SD,5,32.2,21
2002,105257602,Erie,MILLCREEK TOWNSHIP SD,8,27.1,26.8
2002,105257602,Erie,MILLCREEK TOWNSHIP SD,11,22.3,17.5
2002,105258303,Erie,NORTH EAST SD,5,40.8,39.1
2002,105258303,Erie,NORTH EAST SD,8,27,29
2002,105258303,Erie,NORTH EAST SD,11,25,13.5
2002,105258503,Erie,NORTHWESTERN SD,5,24.2,14.3
2002,105258503,Erie,NORTHWESTERN SD,8,14.9,14.2
2002,105258503,Erie,NORTHWESTERN SD,11,24.8,8
2002,105259103,Erie,UNION CITY AREA SD,5,25,18.3
2002,105259103,Erie,UNION CITY AREA SD,8,5.2,7
2002,105259103,Erie,UNION CITY AREA SD,11,14.2,6.6
2002,105259703,Erie,WATTSBURG AREA SD,5,11.4,7.3
2002,105259703,Erie,WATTSBURG AREA SD,8,10.3,18.6
2002,105259703,Erie,WATTSBURG AREA SD,11,31.8,13.9
2002,101260303,Fayette,ALBERT GALLATIN AREA SD,5,21.9,17
2002,101260303,Fayette,ALBERT GALLATIN AREA SD,8,3.5,16.5
2002,101260303,Fayette,ALBERT GALLATIN AREA SD,11,8.5,9.4
2002,101260803,Fayette,BROWNSVILLE AREA SD,5,15.1,20.3
2002,101260803,Fayette,BROWNSVILLE AREA SD,8,4.7,8.1
2002,101260803,Fayette,BROWNSVILLE AREA SD,11,16.2,14.8
2002,101261302,Fayette,CONNELLSVILLE AREA SD,5,11.9,14.2
2002,101261302,Fayette,CONNELLSVILLE AREA SD,8,3.9,6.6
2002,101261302,Fayette,CONNELLSVILLE AREA SD,11,11.1,14.1
2002,101262903,Fayette,FRAZIER SD,5,38.9,31.5
2002,101262903,Fayette,FRAZIER SD,8,35.1,28.9
2002,101262903,Fayette,FRAZIER SD,11,32,29.3
2002,101264003,Fayette,LAUREL HIGHLANDS SD,5,25,15.9
2002,101264003,Fayette,LAUREL HIGHLANDS SD,8,20.1,15.2
2002,101264003,Fayette,LAUREL HIGHLANDS SD,11,21.6,10
2002,101268003,Fayette,UNIONTOWN AREA SD,5,18.5,20.3
2002,101268003,Fayette,UNIONTOWN AREA SD,8,8.5,25.6
2002,101268003,Fayette,UNIONTOWN AREA SD,11,13,13.1
2002,106272003,Forest,FOREST AREA SD,5,15.9,9.1
2002,106272003,Forest,FOREST AREA SD,8,16.9,8.5
2002,106272003,Forest,FOREST AREA SD,11,19.7,13.1
2002,112281302,Franklin,CHAMBERSBURG AREA SD,5,29.7,18.4
2002,112281302,Franklin,CHAMBERSBURG AREA SD,8,15.2,18.7
2002,112281302,Franklin,CHAMBERSBURG AREA SD,11,22.2,17.6
2002,112282004,Franklin,FANNETT-METAL SD,5,27.1,8.3
2002,112282004,Franklin,FANNETT-METAL SD,8,14.3,14.3
2002,112282004,Franklin,FANNETT-METAL SD,11,4.8,0
2002,112283003,Franklin,GREENCASTLE-ANTRIM SD,5,22.6,17.9
2002,112283003,Franklin,GREENCASTLE-ANTRIM SD,8,23.9,18.2
2002,112283003,Franklin,GREENCASTLE-ANTRIM SD,11,24.9,19.1
2002,112286003,Franklin,TUSCARORA SD,5,20.7,9.1
2002,112286003,Franklin,TUSCARORA SD,8,20.3,27.9
2002,112286003,Franklin,TUSCARORA SD,11,15.3,11.2
2002,112289003,Franklin,WAYNESBORO AREA SD,5,33.4,23.1
2002,112289003,Franklin,WAYNESBORO AREA SD,8,12.2,21
2002,112289003,Franklin,WAYNESBORO AREA SD,11,14.6,12.7
2002,111291304,Fulton,CENTRAL FULTON SD,5,8.8,17.6
2002,111291304,Fulton,CENTRAL FULTON SD,8,8.7,7.6
2002,111291304,Fulton,CENTRAL FULTON SD,11,8.3,13.9
2002,111292304,Fulton,FORBES ROAD SD,5,46.9,18.8
2002,111292304,Fulton,FORBES ROAD SD,8,5.4,2.7
2002,111292304,Fulton,FORBES ROAD SD,11,13.9,11.1
2002,111297504,Fulton,SOUTHERN FULTON SD,5,16.4,12.3
2002,111297504,Fulton,SOUTHERN FULTON SD,8,6.9,4.2
2002,111297504,Fulton,SOUTHERN FULTON SD,11,14.5,10.7
2002,101301303,Greene,CARMICHAELS AREA SD,5,23.2,17.2
2002,101301303,Greene,CARMICHAELS AREA SD,8,4.3,14.7
2002,101301303,Greene,CARMICHAELS AREA SD,11,15.4,9.9
2002,101301403,Greene,CENTRAL GREENE SD,5,26.2,23.3
2002,101301403,Greene,CENTRAL GREENE SD,8,23.8,12.1
2002,101301403,Greene,CENTRAL GREENE SD,11,26.6,15.3
2002,101303503,Greene,JEFFERSON-MORGAN SD,5,4.7,10.9
2002,101303503,Greene,JEFFERSON-MORGAN SD,8,6,17.9
2002,101303503,Greene,JEFFERSON-MORGAN SD,11,14.4,13.3
2002,101306503,Greene,SOUTHEASTERN GREENE SD,5,1.8,0
2002,101306503,Greene,SOUTHEASTERN GREENE SD,8,1.9,9.4
2002,101306503,Greene,SOUTHEASTERN GREENE SD,11,0,0
2002,101308503,Greene,WEST GREENE SD,5,21.4,26.2
2002,101308503,Greene,WEST GREENE SD,8,18.6,13.7
2002,101308503,Greene,WEST GREENE SD,11,16.1,3.4
2002,111312503,Huntingdon,HUNTINGDON AREA SD,5,24.5,10.3
2002,111312503,Huntingdon,HUNTINGDON AREA SD,8,15,14
2002,111312503,Huntingdon,HUNTINGDON AREA SD,11,22.7,12.4
2002,111312804,Huntingdon,JUNIATA VALLEY SD,5,12.1,3
2002,111312804,Huntingdon,JUNIATA VALLEY SD,8,23.3,14.4
2002,111312804,Huntingdon,JUNIATA VALLEY SD,11,13.4,7.3
2002,111316003,Huntingdon,MOUNT UNION AREA SD,5,22.7,7.6
2002,111316003,Huntingdon,MOUNT UNION AREA SD,8,6.1,8.6
2002,111316003,Huntingdon,MOUNT UNION AREA SD,11,5.6,12
2002,111317503,Huntingdon,SOUTHERN HUNTINGDON CO.,5,17.1,9
2002,111317503,Huntingdon,SOUTHERN HUNTINGDON CO.,8,5,5.9
2002,111317503,Huntingdon,SOUTHERN HUNTINGDON CO.,11,11.2,4.7
2002,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,5,26.5,18.3
2002,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,8,27.2,18.6
2002,128321103,Indiana,BLAIRSVILLE-SALTSBURG SD,11,26.5,16.3
2002,128323303,Indiana,HOMER-CENTER SD,5,22.5,12.5
2002,128323303,Indiana,HOMER-CENTER SD,8,11.7,16.9
2002,128323303,Indiana,HOMER-CENTER SD,11,31.1,16.7
2002,128323703,Indiana,INDIANA AREA SD,5,22.9,16.6
2002,128323703,Indiana,INDIANA AREA SD,8,34.2,33.1
2002,128323703,Indiana,INDIANA AREA SD,11,36.6,19.1
2002,128325203,Indiana,MARION CENTER AREA SD,5,23.9,6.3
2002,128325203,Indiana,MARION CENTER AREA SD,8,12.3,29.8
2002,128325203,Indiana,MARION CENTER AREA SD,11,12.3,10.7
2002,128326303,Indiana,PENNS MANOR AREA SD,5,18.8,15.3
2002,128326303,Indiana,PENNS MANOR AREA SD,8,7.8,16.5
2002,128326303,Indiana,PENNS MANOR AREA SD,11,14,9.3
2002,128327303,Indiana,PURCHASE LINE SD,5,33,24.5
2002,128327303,Indiana,PURCHASE LINE SD,8,6.3,11.5
2002,128327303,Indiana,PURCHASE LINE SD,11,10,18.5
2002,128328003,Indiana,UNITED SD,5,38.1,15.5
2002,128328003,Indiana,UNITED SD,8,17.4,18.3
2002,128328003,Indiana,UNITED SD,11,15,12.1
2002,106330703,Jefferson,BROCKWAY AREA SD,5,20.3,22
2002,106330703,Jefferson,BROCKWAY AREA SD,8,0.9,4.6
2002,106330703,Jefferson,BROCKWAY AREA SD,11,9.4,6
2002,106330803,Jefferson,BROOKVILLE AREA SD,5,28.2,21.5
2002,106330803,Jefferson,BROOKVILLE AREA SD,8,12.2,14
2002,106330803,Jefferson,BROOKVILLE AREA SD,11,11.5,10.8
