"The 2009 PSSA Writing District Level Proficiency Results",,,,,,,,,,
"(Full Academic Year; No PASA Scores) Subgroups with less than 10 students assessed were removed from the file. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,
,,,,,,,,,,
"AUN","County","IU Number","District","Grade","Group","Number Scored Writing","% Advanced Writing","% Proficient Writing","% Basic Writing","% Below Basic Writing"
113384603,"Lebanon",13,"LEBANON SD",11,"Female",108,5.6,73.1,19.4,1.9
113384603,"Lebanon",13,"LEBANON SD",11,"White",99,15.2,64.6,18.2,2.0
113384603,"Lebanon",13,"LEBANON SD",11,"Black",13,0.0,76.9,23.1,0.0
113384603,"Lebanon",13,"LEBANON SD",11,"Hispanic",95,4.2,64.2,25.3,6.3
113385003,"Lebanon",13,"NORTHERN LEBANON SD",5,"All Students",185,1.1,49.7,48.6,0.5
113385003,"Lebanon",13,"NORTHERN LEBANON SD",5,"IEP",24,0.0,16.7,79.2,4.2
113385003,"Lebanon",13,"NORTHERN LEBANON SD",5,"Economically Disadvantaged",31,0.0,45.2,54.8,0.0
113385003,"Lebanon",13,"NORTHERN LEBANON SD",5,"Male",107,0.9,41.1,57.0,0.9
113385003,"Lebanon",13,"NORTHERN LEBANON SD",5,"Female",78,1.3,61.5,37.2,0.0
113385003,"Lebanon",13,"NORTHERN LEBANON SD",5,"White",178,1.1,48.3,50.0,0.6
113385003,"Lebanon",13,"NORTHERN LEBANON SD",8,"All Students",204,1.0,48.0,43.1,7.8
113385003,"Lebanon",13,"NORTHERN LEBANON SD",8,"IEP",26,0.0,7.7,73.1,19.2
113385003,"Lebanon",13,"NORTHERN LEBANON SD",8,"Economically Disadvantaged",36,0.0,41.7,55.6,2.8
113385003,"Lebanon",13,"NORTHERN LEBANON SD",8,"Male",110,0.9,40.0,46.4,12.7
113385003,"Lebanon",13,"NORTHERN LEBANON SD",8,"Female",94,1.1,57.4,39.4,2.1
113385003,"Lebanon",13,"NORTHERN LEBANON SD",8,"White",197,1.0,48.7,42.1,8.1
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"All Students",183,20.2,66.7,11.5,1.6
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"IEP",23,0.0,43.5,43.5,13.0
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"Economically Disadvantaged",18,5.6,72.2,11.1,11.1
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"Male",101,15.8,63.4,17.8,3.0
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"Female",82,25.6,70.7,3.7,0.0
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"White",178,20.8,67.4,10.7,1.1
113385303,"Lebanon",13,"PALMYRA AREA SD",5,"All Students",243,5.3,63.4,30.5,0.8
113385303,"Lebanon",13,"PALMYRA AREA SD",5,"IEP",38,0.0,36.8,57.9,5.3
113385303,"Lebanon",13,"PALMYRA AREA SD",5,"Economically Disadvantaged",35,0.0,57.1,42.9,0.0
113385303,"Lebanon",13,"PALMYRA AREA SD",5,"Male",108,0.0,59.3,39.8,0.9
113385303,"Lebanon",13,"PALMYRA AREA SD",5,"Female",135,9.6,66.7,23.0,0.7
113385303,"Lebanon",13,"PALMYRA AREA SD",5,"White",227,4.8,64.3,30.0,0.9
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"All Students",245,7.3,66.9,22.9,2.9
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"IEP",28,0.0,32.1,60.7,7.1
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Economically Disadvantaged",27,0.0,63.0,29.6,7.4
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Male",119,2.5,55.5,36.1,5.9
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Female",126,11.9,77.8,10.3,0.0
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"White",228,7.0,67.5,22.4,3.1
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"All Students",257,23.7,66.9,8.9,0.4
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"IEP",25,0.0,36.0,60.0,4.0
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Economically Disadvantaged",24,8.3,79.2,12.5,0.0
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Male",126,14.3,71.4,13.5,0.8
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Female",131,32.8,62.6,4.6,0.0
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"White",242,24.8,66.1,8.7,0.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",5,"All Students","1,366",0.4,33.7,63.8,2.1
121390302,"Lehigh",21,"ALLENTOWN CITY SD",5,"IEP",195,0.0,5.6,86.7,7.7
121390302,"Lehigh",21,"ALLENTOWN CITY SD",5,"ELL",162,0.0,11.1,81.5,7.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",5,"Economically Disadvantaged","1,166",0.2,31.2,66.5,2.1
121390302,"Lehigh",21,"ALLENTOWN CITY SD",5,"Male",700,0.1,26.4,70.7,2.7
121390302,"Lehigh",21,"ALLENTOWN CITY SD",5,"Female",665,0.6,41.5,56.4,1.5
121390302,"Lehigh",21,"ALLENTOWN CITY SD",5,"White",218,0.9,42.7,55.0,1.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",5,"Black",248,0.4,34.3,64.1,1.2
121390302,"Lehigh",21,"ALLENTOWN CITY SD",5,"Hispanic",876,0.2,31.3,65.9,2.6
121390302,"Lehigh",21,"ALLENTOWN CITY SD",5,"Asian",18,0.0,44.4,55.6,0.0
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"All Students",1214,3.4,45.8,42.3,8.5
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"IEP",197,0.0,9.6,57.9,32.5
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"ELL",122,0.0,11.5,61.5,27.0
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Economically Disadvantaged",1020,1.9,44.2,44.5,9.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Male",630,2.1,37.3,49.0,11.6
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Female",584,4.8,55.0,35.1,5.1
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"White",223,9.4,58.7,27.4,4.5
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Black",222,2.3,41.4,48.6,7.7
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Hispanic",747,1.9,42.4,45.8,9.9
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Asian",20,5.0,70.0,15.0,10.0
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"All Students",919,4.7,67.2,24.3,3.8
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"IEP",135,0.0,37.0,55.6,7.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"ELL",75,0.0,33.3,38.7,28.0
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Economically Disadvantaged",639,3.3,64.5,27.5,4.7
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Male",407,2.2,60.7,32.2,4.9
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Female",510,6.7,72.4,18.0,2.9
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"White",242,9.1,73.1,17.4,0.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Black",168,3.0,68.5,26.2,2.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Hispanic",485,3.1,62.7,28.0,6.2
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Asian",19,5.3,89.5,5.3,0.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",5,"All Students",108,2.8,53.7,42.6,0.9
121391303,"Lehigh",21,"CATASAUQUA AREA SD",5,"IEP",21,0.0,14.3,85.7,0.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",5,"Economically Disadvantaged",47,0.0,36.2,63.8,0.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",5,"Male",65,3.1,38.5,56.9,1.5
121391303,"Lehigh",21,"CATASAUQUA AREA SD",5,"Female",43,2.3,76.7,20.9,0.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",5,"White",75,4.0,61.3,34.7,0.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",5,"Hispanic",18,0.0,38.9,61.1,0.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"All Students",124,7.3,64.5,25.0,3.2
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"IEP",22,4.5,22.7,54.5,18.2
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Economically Disadvantaged",44,6.8,50.0,36.4,6.8
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Male",61,6.6,59.0,31.1,3.3
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Female",63,7.9,69.8,19.0,3.2
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"White",93,7.5,66.7,23.7,2.2
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Hispanic",19,5.3,57.9,26.3,10.5
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"All Students",127,8.7,79.5,10.2,1.6
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"IEP",26,0.0,69.2,23.1,7.7
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Economically Disadvantaged",33,6.1,75.8,15.2,3.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Male",79,3.8,83.5,10.1,2.5
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Female",48,16.7,72.9,10.4,0.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"White",98,10.2,83.7,6.1,0.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Black",11,0.0,81.8,18.2,0.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Hispanic",17,5.9,58.8,29.4,5.9
121392303,"Lehigh",21,"EAST PENN SD",5,"All Students",577,5.2,73.8,20.5,0.5
121392303,"Lehigh",21,"EAST PENN SD",5,"IEP",75,0.0,34.7,61.3,4.0
121392303,"Lehigh",21,"EAST PENN SD",5,"ELL",11,0.0,27.3,72.7,0.0
121392303,"Lehigh",21,"EAST PENN SD",5,"Economically Disadvantaged",82,1.2,56.1,39.0,3.7
121392303,"Lehigh",21,"EAST PENN SD",5,"Male",274,4.7,68.2,25.9,1.1
121392303,"Lehigh",21,"EAST PENN SD",5,"Female",303,5.6,78.9,15.5,0.0
121392303,"Lehigh",21,"EAST PENN SD",5,"White",487,5.1,74.3,20.1,0.4
121392303,"Lehigh",21,"EAST PENN SD",5,"Black",21,4.8,57.1,38.1,0.0
121392303,"Lehigh",21,"EAST PENN SD",5,"Hispanic",29,3.4,65.5,27.6,3.4
121392303,"Lehigh",21,"EAST PENN SD",5,"Asian",40,7.5,82.5,10.0,0.0
121392303,"Lehigh",21,"EAST PENN SD",8,"All Students",591,15.4,67.7,16.6,0.3
121392303,"Lehigh",21,"EAST PENN SD",8,"IEP",55,1.8,29.1,65.5,3.6
121392303,"Lehigh",21,"EAST PENN SD",8,"Economically Disadvantaged",80,6.3,58.8,35.0,0.0
121392303,"Lehigh",21,"EAST PENN SD",8,"Male",295,8.8,67.8,22.7,0.7
121392303,"Lehigh",21,"EAST PENN SD",8,"Female",296,22.0,67.6,10.5,0.0
121392303,"Lehigh",21,"EAST PENN SD",8,"White",508,16.7,66.3,16.5,0.4
121392303,"Lehigh",21,"EAST PENN SD",8,"Black",22,4.5,68.2,27.3,0.0
121392303,"Lehigh",21,"EAST PENN SD",8,"Hispanic",31,3.2,74.2,22.6,0.0
121392303,"Lehigh",21,"EAST PENN SD",8,"Asian",30,13.3,83.3,3.3,0.0
121392303,"Lehigh",21,"EAST PENN SD",11,"All Students",616,19.8,76.6,3.6,0.0
121392303,"Lehigh",21,"EAST PENN SD",11,"IEP",44,0.0,72.7,27.3,0.0
121392303,"Lehigh",21,"EAST PENN SD",11,"Economically Disadvantaged",43,9.3,81.4,9.3,0.0
121392303,"Lehigh",21,"EAST PENN SD",11,"Male",301,16.3,79.1,4.7,0.0
121392303,"Lehigh",21,"EAST PENN SD",11,"Female",315,23.2,74.3,2.5,0.0
121392303,"Lehigh",21,"EAST PENN SD",11,"White",544,19.9,77.0,3.1,0.0
121392303,"Lehigh",21,"EAST PENN SD",11,"Black",25,8.0,84.0,8.0,0.0
121392303,"Lehigh",21,"EAST PENN SD",11,"Hispanic",19,5.3,84.2,10.5,0.0
121392303,"Lehigh",21,"EAST PENN SD",11,"Asian",26,42.3,57.7,0.0,0.0
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",5,"All Students",146,1.4,70.5,27.4,0.7
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",5,"IEP",30,0.0,53.3,43.3,3.3
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",5,"Economically Disadvantaged",57,0.0,70.2,28.1,1.8
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",5,"Male",79,0.0,62.0,36.7,1.3
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",5,"Female",67,3.0,80.6,16.4,0.0
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",5,"White",133,1.5,69.9,27.8,0.8
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"All Students",153,6.5,66.0,26.1,1.3
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"IEP",19,0.0,47.4,47.4,5.3
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Economically Disadvantaged",46,2.2,60.9,34.8,2.2
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Male",74,10.8,47.3,39.2,2.7
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Female",79,2.5,83.5,13.9,0.0
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"White",149,6.7,66.4,25.5,1.3
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"All Students",169,10.1,71.6,15.4,3.0
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"IEP",23,0.0,17.4,60.9,21.7
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Economically Disadvantaged",44,4.5,63.6,27.3,4.5
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Male",85,3.5,65.9,24.7,5.9
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Female",84,16.7,77.4,6.0,0.0
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"White",163,10.4,71.8,14.7,3.1
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",5,"All Students",179,1.7,55.9,41.3,1.1
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",5,"Economically Disadvantaged",22,0.0,36.4,59.1,4.5
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",5,"Male",95,1.1,40.0,57.9,1.1
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",5,"Female",84,2.4,73.8,22.6,1.2
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",5,"White",175,1.7,56.6,40.6,1.1
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"All Students",172,11.0,73.3,15.1,0.6
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Economically Disadvantaged",20,5.0,55.0,35.0,5.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Male",86,7.0,70.9,20.9,1.2
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Female",86,15.1,75.6,9.3,0.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"White",164,11.0,73.8,14.6,0.6
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"All Students",198,28.3,65.2,6.6,0.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Economically Disadvantaged",17,5.9,76.5,17.6,0.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Male",106,16.0,71.7,12.3,0.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Female",92,42.4,57.6,0.0,0.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"White",186,28.5,64.5,7.0,0.0
121395103,"Lehigh",21,"PARKLAND SD",5,"All Students",706,5.1,75.8,19.0,0.1
121395103,"Lehigh",21,"PARKLAND SD",5,"IEP",122,1.6,49.2,48.4,0.8
121395103,"Lehigh",21,"PARKLAND SD",5,"ELL",11,0.0,45.5,45.5,9.1
121395103,"Lehigh",21,"PARKLAND SD",5,"Economically Disadvantaged",85,2.4,58.8,37.6,1.2
121395103,"Lehigh",21,"PARKLAND SD",5,"Male",378,3.2,74.9,21.7,0.3
121395103,"Lehigh",21,"PARKLAND SD",5,"Female",328,7.3,76.8,15.9,0.0
121395103,"Lehigh",21,"PARKLAND SD",5,"White",571,4.9,77.6,17.5,0.0
121395103,"Lehigh",21,"PARKLAND SD",5,"Black",36,2.8,50.0,47.2,0.0
121395103,"Lehigh",21,"PARKLAND SD",5,"Hispanic",39,2.6,69.2,25.6,2.6
121395103,"Lehigh",21,"PARKLAND SD",5,"Asian",57,10.5,78.9,10.5,0.0
121395103,"Lehigh",21,"PARKLAND SD",8,"All Students",759,17.1,75.2,7.1,0.5
121395103,"Lehigh",21,"PARKLAND SD",8,"IEP",117,4.3,68.4,24.8,2.6
121395103,"Lehigh",21,"PARKLAND SD",8,"Economically Disadvantaged",78,10.3,69.2,17.9,2.6
121395103,"Lehigh",21,"PARKLAND SD",8,"Male",443,13.8,76.3,9.0,0.9
121395103,"Lehigh",21,"PARKLAND SD",8,"Female",316,21.8,73.7,4.4,0.0
121395103,"Lehigh",21,"PARKLAND SD",8,"White",626,16.5,77.3,6.1,0.2
121395103,"Lehigh",21,"PARKLAND SD",8,"Black",41,17.1,68.3,12.2,2.4
121395103,"Lehigh",21,"PARKLAND SD",8,"Hispanic",38,7.9,65.8,26.3,0.0
121395103,"Lehigh",21,"PARKLAND SD",8,"Asian",51,33.3,66.7,0.0,0.0
121395103,"Lehigh",21,"PARKLAND SD",11,"All Students",770,25.7,70.0,4.2,0.1
121395103,"Lehigh",21,"PARKLAND SD",11,"IEP",88,4.5,68.2,26.1,1.1
121395103,"Lehigh",21,"PARKLAND SD",11,"Economically Disadvantaged",66,10.6,75.8,13.6,0.0
121395103,"Lehigh",21,"PARKLAND SD",11,"Male",403,23.6,70.7,5.5,0.2
121395103,"Lehigh",21,"PARKLAND SD",11,"Female",367,28.1,69.2,2.7,0.0
121395103,"Lehigh",21,"PARKLAND SD",11,"White",657,26.0,70.2,3.7,0.2
121395103,"Lehigh",21,"PARKLAND SD",11,"Black",25,16.0,80.0,4.0,0.0
121395103,"Lehigh",21,"PARKLAND SD",11,"Hispanic",44,11.4,75.0,13.6,0.0
121395103,"Lehigh",21,"PARKLAND SD",11,"Asian",42,42.9,54.8,2.4,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"All Students",123,5.7,67.5,26.8,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"IEP",19,5.3,10.5,84.2,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"Economically Disadvantaged",20,0.0,60.0,40.0,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"Male",68,0.0,61.8,38.2,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"Female",55,12.7,74.5,12.7,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"White",106,6.6,67.9,25.5,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",5,"Hispanic",10,0.0,50.0,50.0,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"All Students",138,19.6,75.4,4.3,0.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"IEP",16,0.0,75.0,18.8,6.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Economically Disadvantaged",28,7.1,78.6,10.7,3.6
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Male",70,12.9,78.6,7.1,1.4
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Female",68,26.5,72.1,1.5,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"White",109,21.1,74.3,4.6,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Hispanic",13,15.4,69.2,7.7,7.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"All Students",162,34.6,60.5,4.3,0.6
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"IEP",34,8.8,70.6,17.6,2.9
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Economically Disadvantaged",21,14.3,66.7,14.3,4.8
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Male",77,28.6,64.9,5.2,1.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Female",85,40.0,56.5,3.5,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"White",137,38.0,56.2,5.1,0.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Black",10,20.0,80.0,0.0,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"All Students",228,3.5,80.7,15.8,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"IEP",34,0.0,64.7,35.3,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"Economically Disadvantaged",13,0.0,46.2,53.8,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"Male",133,2.3,78.9,18.8,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"Female",95,5.3,83.2,11.6,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"White",203,3.4,80.3,16.3,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",5,"Hispanic",11,0.0,81.8,18.2,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"All Students",237,16.9,63.7,18.6,0.8
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"IEP",29,0.0,51.7,44.8,3.4
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"Economically Disadvantaged",22,9.1,59.1,27.3,4.5
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"Male",127,7.9,64.6,26.0,1.6
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"Female",110,27.3,62.7,10.0,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"White",216,16.2,63.9,19.4,0.5
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"All Students",235,21.3,65.5,12.8,0.4
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"IEP",26,0.0,50.0,46.2,3.8
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"Economically Disadvantaged",16,6.3,62.5,31.3,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"Male",121,15.7,62.0,21.5,0.8
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"Female",114,27.2,69.3,3.5,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"White",219,20.5,65.8,13.2,0.5
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",5,"All Students",289,0.7,61.9,37.0,0.3
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",5,"IEP",49,0.0,24.5,73.5,2.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",5,"ELL",19,0.0,42.1,57.9,0.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",5,"Economically Disadvantaged",94,1.1,51.1,46.8,1.1
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",5,"Male",138,0.7,53.6,45.7,0.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",5,"Female",151,0.7,69.5,29.1,0.7
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",5,"White",181,0.6,63.5,35.9,0.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",5,"Black",19,0.0,52.6,47.4,0.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",5,"Hispanic",39,0.0,51.3,48.7,0.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",5,"Asian",17,5.9,76.5,17.6,0.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",5,"Multi-Ethnic",33,0.0,63.6,33.3,3.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"All Students",343,2.6,53.4,39.1,5.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"IEP",54,0.0,22.2,61.1,16.7
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"ELL",11,0.0,63.6,36.4,0.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"Economically Disadvantaged",94,1.1,46.8,47.9,4.3
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"Male",181,1.7,43.6,46.4,8.3
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"Female",162,3.7,64.2,30.9,1.2
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"White",245,2.9,56.3,37.1,3.7
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"Black",16,0.0,50.0,37.5,12.5
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"Hispanic",53,1.9,37.7,52.8,7.5
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"Multi-Ethnic",15,0.0,60.0,33.3,6.7
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",11,"All Students",310,8.1,76.1,13.9,1.9
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",11,"IEP",26,3.8,42.3,42.3,11.5
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",11,"Economically Disadvantaged",80,5.0,68.8,22.5,3.8
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",11,"Male",180,3.9,76.7,16.7,2.8
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",11,"Female",130,13.8,75.4,10.0,0.8
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",11,"White",217,10.1,77.9,11.1,0.9
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",11,"Black",29,0.0,82.8,13.8,3.4
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",11,"Hispanic",37,5.4,73.0,16.2,5.4
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",11,"Asian",11,9.1,63.6,18.2,9.1
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",11,"Multi-Ethnic",16,0.0,56.3,43.8,0.0
118401403,"Luzerne",18,"CRESTWOOD SD",5,"All Students",234,0.9,68.4,30.8,0.0
118401403,"Luzerne",18,"CRESTWOOD SD",5,"IEP",19,0.0,21.1,78.9,0.0
118401403,"Luzerne",18,"CRESTWOOD SD",5,"Economically Disadvantaged",23,0.0,52.2,47.8,0.0
118401403,"Luzerne",18,"CRESTWOOD SD",5,"Male",112,1.8,59.8,38.4,0.0
118401403,"Luzerne",18,"CRESTWOOD SD",5,"Female",121,0.0,76.0,24.0,0.0
118401403,"Luzerne",18,"CRESTWOOD SD",5,"White",222,0.9,68.0,31.1,0.0
118401403,"Luzerne",18,"CRESTWOOD SD",8,"All Students",243,13.2,72.8,12.8,1.2
