"The 2009 PSSA Science District Level Proficiency Results",,,,,,,,,,
"(Full Academic Year; No PASA Scores) Subgroups with less than 10 students assessed were removed from the file. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,
,,,,,,,,,,
"AUN","County","IU Number","District","Grade","Group","Number Scored Science","% Advanced Science","% Proficient Science","% Basic Science","% Below Basic Science"
113384603,"Lebanon",13,"LEBANON SD",4,"All Students",308,26.0,39.6,21.4,13.0
113384603,"Lebanon",13,"LEBANON SD",4,"IEP",45,8.9,26.7,35.6,28.9
113384603,"Lebanon",13,"LEBANON SD",4,"ELL",39,2.6,15.4,43.6,38.5
113384603,"Lebanon",13,"LEBANON SD",4,"Economically Disadvantaged",232,19.8,39.7,23.7,16.8
113384603,"Lebanon",13,"LEBANON SD",4,"Male",166,27.1,39.2,19.9,13.9
113384603,"Lebanon",13,"LEBANON SD",4,"Female",142,24.6,40.1,23.2,12.0
113384603,"Lebanon",13,"LEBANON SD",4,"White",139,36.7,43.9,12.9,6.5
113384603,"Lebanon",13,"LEBANON SD",4,"Black",16,12.5,50.0,25.0,12.5
113384603,"Lebanon",13,"LEBANON SD",4,"Hispanic",148,16.2,34.5,29.7,19.6
113384603,"Lebanon",13,"LEBANON SD",8,"All Students",311,5.8,16.4,25.1,52.7
113384603,"Lebanon",13,"LEBANON SD",8,"IEP",37,0.0,2.7,10.8,86.5
113384603,"Lebanon",13,"LEBANON SD",8,"ELL",43,0.0,2.3,7.0,90.7
113384603,"Lebanon",13,"LEBANON SD",8,"Economically Disadvantaged",216,3.2,12.5,21.8,62.5
113384603,"Lebanon",13,"LEBANON SD",8,"Male",145,4.1,17.2,25.5,53.1
113384603,"Lebanon",13,"LEBANON SD",8,"Female",166,7.2,15.7,24.7,52.4
113384603,"Lebanon",13,"LEBANON SD",8,"White",143,9.1,23.8,31.5,35.7
113384603,"Lebanon",13,"LEBANON SD",8,"Black",18,0.0,5.6,27.8,66.7
113384603,"Lebanon",13,"LEBANON SD",8,"Hispanic",145,3.4,9.0,17.9,69.7
113384603,"Lebanon",13,"LEBANON SD",11,"All Students",210,3.8,14.3,44.8,37.1
113384603,"Lebanon",13,"LEBANON SD",11,"IEP",33,0,9.1,12.1,78.8
113384603,"Lebanon",13,"LEBANON SD",11,"ELL",24,0,4.2,20.8,75
113384603,"Lebanon",13,"LEBANON SD",11,"Economically Disadvantaged",116,0.9,6.9,45.7,46.6
113384603,"Lebanon",13,"LEBANON SD",11,"Male",101,5.9,15.8,47.5,30.7
113384603,"Lebanon",13,"LEBANON SD",11,"Female",109,1.8,12.8,42.2,43.1
113384603,"Lebanon",13,"LEBANON SD",11,"White",99,7.1,22.2,46.5,24.2
113384603,"Lebanon",13,"LEBANON SD",11,"Black",13,0,15.4,46.2,38.5
113384603,"Lebanon",13,"LEBANON SD",11,"Hispanic",96,0,6.3,43.8,50
113385003,"Lebanon",13,"NORTHERN LEBANON SD",4,"All Students",168,31.5,50.0,14.9,3.6
113385003,"Lebanon",13,"NORTHERN LEBANON SD",4,"IEP",24,8.3,54.2,33.3,4.2
113385003,"Lebanon",13,"NORTHERN LEBANON SD",4,"Economically Disadvantaged",37,18.9,56.8,18.9,5.4
113385003,"Lebanon",13,"NORTHERN LEBANON SD",4,"Male",88,37.5,50.0,9.1,3.4
113385003,"Lebanon",13,"NORTHERN LEBANON SD",4,"Female",80,25.0,50.0,21.3,3.8
113385003,"Lebanon",13,"NORTHERN LEBANON SD",4,"White",153,32.0,51.0,13.7,3.3
113385003,"Lebanon",13,"NORTHERN LEBANON SD",4,"Hispanic",10,30.0,40.0,20.0,10.0
113385003,"Lebanon",13,"NORTHERN LEBANON SD",8,"All Students",203,14.8,38.9,22.2,24.1
113385003,"Lebanon",13,"NORTHERN LEBANON SD",8,"IEP",26,3.8,7.7,26.9,61.5
113385003,"Lebanon",13,"NORTHERN LEBANON SD",8,"Economically Disadvantaged",38,7.9,36.8,28.9,26.3
113385003,"Lebanon",13,"NORTHERN LEBANON SD",8,"Male",110,20.0,34.5,19.1,26.4
113385003,"Lebanon",13,"NORTHERN LEBANON SD",8,"Female",93,8.6,44.1,25.8,21.5
113385003,"Lebanon",13,"NORTHERN LEBANON SD",8,"White",196,15.3,39.3,21.4,24.0
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"All Students",179,14.5,29.1,42.5,14
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"IEP",22,4.5,4.5,36.4,54.5
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"Economically Disadvantaged",17,0,29.4,47.1,23.5
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"Male",100,17,27,37,19
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"Female",79,11.4,31.6,49.4,7.6
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"White",173,15,29.5,43.4,12.1
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"All Students",245,44.1,47.8,8.2,0.0
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"IEP",38,23.7,52.6,23.7,0.0
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"Economically Disadvantaged",27,25.9,66.7,7.4,0.0
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"Male",113,44.2,46.0,9.7,0.0
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"Female",132,43.9,49.2,6.8,0.0
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"White",221,43.0,48.4,8.6,0.0
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"Hispanic",10,60.0,30.0,10.0,0.0
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"All Students",250,35.6,36.8,17.2,10.4
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"IEP",31,9.7,29.0,19.4,41.9
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Economically Disadvantaged",28,39.3,21.4,14.3,25.0
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Male",123,33.3,39.0,14.6,13.0
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Female",127,37.8,34.6,19.7,7.9
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"White",231,35.5,38.1,17.3,9.1
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"All Students",255,28.2,26.3,39.6,5.9
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"IEP",24,4.2,4.2,62.5,29.2
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Economically Disadvantaged",24,37.5,12.5,45.8,4.2
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Male",124,34.7,17.7,40.3,7.3
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Female",131,22.1,34.4,38.9,4.6
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"White",240,28.8,26.7,39.2,5.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"All Students","1,322",17.8,43.4,26.2,12.6
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"IEP",166,5.4,36.1,38.0,20.5
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"ELL",190,1.6,30.0,41.1,27.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Economically Disadvantaged","1,157",15.2,43.6,27.3,13.8
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Male",668,18.4,43.9,25.7,12.0
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Female",653,17.2,42.9,26.6,13.3
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"White",191,37.7,46.1,13.1,3.1
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Black",224,11.6,49.6,25.4,13.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Hispanic",884,14.3,41.6,29.3,14.8
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Asian",22,50.0,27.3,22.7,0.0
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"All Students",1242,4.3,17.2,20.2,58.2
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"IEP",201,0.5,6.5,10.4,82.6
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"ELL",129,0,3.1,8.5,88.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Economically Disadvantaged",1042,2.4,15.1,19.4,63.1
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Male",644,4.8,18,21.4,55.7
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Female",598,3.8,16.4,18.9,60.9
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"White",229,15.7,27.9,23.1,33.2
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Black",222,1.8,14,20.7,63.5
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Hispanic",769,1.6,14,19.2,65.1
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Asian",19,5.3,47.4,21.1,26.3
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"All Students",870,3,8.7,40.1,48.2
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"IEP",135,0,5.2,23.7,71.1
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"ELL",80,0,0,15,85
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Economically Disadvantaged",606,1.2,6.6,39.3,53
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Male",385,3.9,9.4,37.7,49.1
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Female",485,2.3,8.2,42.1,47.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"White",233,7.7,15.9,45.5,30.9
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Black",162,0,6.8,43.2,50
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Hispanic",454,1.1,5.3,36.1,57.5
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Asian",18,16.7,22.2,38.9,22.2
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"All Students",119,47.9,43.7,5.9,2.5
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"IEP",10,40.0,10.0,30.0,20.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"Economically Disadvantaged",39,28.2,64.1,2.6,5.1
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"Male",56,51.8,39.3,8.9,0.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"Female",63,44.4,47.6,3.2,4.8
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"White",98,48.0,42.9,6.1,3.1
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"Hispanic",11,45.5,54.5,0.0,0.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"All Students",123,23.6,29.3,19.5,27.6
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"IEP",22,4.5,9.1,9.1,77.3
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Economically Disadvantaged",45,8.9,22.2,17.8,51.1
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Male",61,29.5,29.5,13.1,27.9
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Female",62,17.7,29,25.8,27.4
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"White",92,27.2,35.9,16.3,20.7
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Hispanic",18,5.6,5.6,22.2,66.7
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"All Students",128,12.5,22.7,40.6,24.2
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"IEP",26,3.8,3.8,15.4,76.9
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Economically Disadvantaged",33,6.1,15.2,33.3,45.5
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Male",79,15.2,24.1,40.5,20.3
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Female",49,8.2,20.4,40.8,30.6
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"White",99,12.1,29.3,44.4,14.1
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Black",12,8.3,0,33.3,58.3
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Hispanic",17,17.6,0,23.5,58.8
121392303,"Lehigh",21,"EAST PENN SD",4,"All Students",621,50.4,42.8,5.5,1.3
121392303,"Lehigh",21,"EAST PENN SD",4,"IEP",84,11.9,56.0,23.8,8.3
121392303,"Lehigh",21,"EAST PENN SD",4,"Economically Disadvantaged",73,26.0,61.6,11.0,1.4
121392303,"Lehigh",21,"EAST PENN SD",4,"Male",311,54.3,39.9,4.5,1.3
121392303,"Lehigh",21,"EAST PENN SD",4,"Female",310,46.5,45.8,6.5,1.3
121392303,"Lehigh",21,"EAST PENN SD",4,"White",533,51.4,42.4,4.7,1.5
121392303,"Lehigh",21,"EAST PENN SD",4,"Black",18,33.3,44.4,22.2,0.0
121392303,"Lehigh",21,"EAST PENN SD",4,"Hispanic",30,26.7,60.0,13.3,0.0
121392303,"Lehigh",21,"EAST PENN SD",4,"Asian",40,62.5,35.0,2.5,0.0
121392303,"Lehigh",21,"EAST PENN SD",8,"All Students",585,32.6,37.6,17.8,12
121392303,"Lehigh",21,"EAST PENN SD",8,"IEP",54,3.7,24.1,14.8,57.4
121392303,"Lehigh",21,"EAST PENN SD",8,"Economically Disadvantaged",77,14.3,42.9,22.1,20.8
121392303,"Lehigh",21,"EAST PENN SD",8,"Male",291,35.4,38.5,12.4,13.7
121392303,"Lehigh",21,"EAST PENN SD",8,"Female",294,29.9,36.7,23.1,10.2
121392303,"Lehigh",21,"EAST PENN SD",8,"White",502,34.1,37.6,17.5,10.8
121392303,"Lehigh",21,"EAST PENN SD",8,"Black",22,9.1,27.3,36.4,27.3
121392303,"Lehigh",21,"EAST PENN SD",8,"Hispanic",29,6.9,48.3,20.7,24.1
121392303,"Lehigh",21,"EAST PENN SD",8,"Asian",32,50,34.4,6.3,9.4
121392303,"Lehigh",21,"EAST PENN SD",11,"All Students",607,29.2,26.4,36.6,7.9
121392303,"Lehigh",21,"EAST PENN SD",11,"IEP",41,4.9,4.9,39,51.2
121392303,"Lehigh",21,"EAST PENN SD",11,"Economically Disadvantaged",38,10.5,18.4,57.9,13.2
121392303,"Lehigh",21,"EAST PENN SD",11,"Male",300,31,28.7,32,8.3
121392303,"Lehigh",21,"EAST PENN SD",11,"Female",307,27.4,24.1,41,7.5
121392303,"Lehigh",21,"EAST PENN SD",11,"White",538,29.6,28.3,35.7,6.5
121392303,"Lehigh",21,"EAST PENN SD",11,"Black",24,12.5,8.3,58.3,20.8
121392303,"Lehigh",21,"EAST PENN SD",11,"Hispanic",18,11.1,11.1,38.9,38.9
121392303,"Lehigh",21,"EAST PENN SD",11,"Asian",26,50,15.4,34.6,0
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"All Students",131,50.4,34.4,13.7,1.5
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"IEP",19,31.6,47.4,21.1,0.0
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"Economically Disadvantaged",46,34.8,47.8,15.2,2.2
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"Male",61,59.0,24.6,14.8,1.6
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"Female",70,42.9,42.9,12.9,1.4
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"White",115,53.9,31.3,13.0,1.7
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"All Students",158,17.1,37.3,25.3,20.3
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"IEP",20,0,20,25,55
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Economically Disadvantaged",50,10,38,26,26
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Male",77,20.8,41.6,18.2,19.5
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Female",81,13.6,33.3,32.1,21
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"White",150,18,38,25.3,18.7
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"All Students",170,12.4,25.3,46.5,15.9
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"IEP",24,0,4.2,37.5,58.3
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Economically Disadvantaged",43,2.3,11.6,55.8,30.2
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Male",88,15.9,22.7,43.2,18.2
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Female",82,8.5,28,50,13.4
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"White",161,12.4,26.1,47.2,14.3
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"All Students",168,57.1,36.3,6.0,0.6
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"Economically Disadvantaged",25,44.0,44.0,8.0,4.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"Male",93,60.2,35.5,3.2,1.1
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"Female",75,53.3,37.3,9.3,0.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"White",155,57.4,36.1,5.8,0.6
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"All Students",171,34.5,36.3,19.3,9.9
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Economically Disadvantaged",18,27.8,33.3,22.2,16.7
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Male",85,45.9,32.9,16.5,4.7
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Female",86,23.3,39.5,22.1,15.1
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"White",163,34.4,36.8,19.6,9.2
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"All Students",193,26.4,36.3,29.5,7.8
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Economically Disadvantaged",14,0,21.4,57.1,21.4
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Male",104,20.2,34.6,33.7,11.5
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Female",89,33.7,38.2,24.7,3.4
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"White",182,28,35.7,28.6,7.7
121395103,"Lehigh",21,"PARKLAND SD",4,"All Students",687,52.4,40.3,5.5,1.7
121395103,"Lehigh",21,"PARKLAND SD",4,"IEP",128,32.0,47.7,13.3,7.0
121395103,"Lehigh",21,"PARKLAND SD",4,"ELL",18,5.6,61.1,22.2,11.1
121395103,"Lehigh",21,"PARKLAND SD",4,"Economically Disadvantaged",88,36.4,45.5,12.5,5.7
121395103,"Lehigh",21,"PARKLAND SD",4,"Male",340,52.9,38.8,5.6,2.6
121395103,"Lehigh",21,"PARKLAND SD",4,"Female",347,51.9,41.8,5.5,0.9
121395103,"Lehigh",21,"PARKLAND SD",4,"White",567,54.7,39.2,5.1,1.1
121395103,"Lehigh",21,"PARKLAND SD",4,"Black",22,22.7,54.5,13.6,9.1
121395103,"Lehigh",21,"PARKLAND SD",4,"Hispanic",46,34.8,50.0,6.5,8.7
121395103,"Lehigh",21,"PARKLAND SD",4,"Asian",52,55.8,38.5,5.8,0.0
121395103,"Lehigh",21,"PARKLAND SD",8,"All Students",755,36.7,38.1,14.6,10.6
121395103,"Lehigh",21,"PARKLAND SD",8,"IEP",114,16.7,21.9,23.7,37.7
121395103,"Lehigh",21,"PARKLAND SD",8,"Economically Disadvantaged",75,14.7,34.7,24,26.7
121395103,"Lehigh",21,"PARKLAND SD",8,"Male",440,43.2,31.8,13.2,11.8
121395103,"Lehigh",21,"PARKLAND SD",8,"Female",315,27.6,47,16.5,8.9
121395103,"Lehigh",21,"PARKLAND SD",8,"White",622,36.7,39.7,13.7,10
121395103,"Lehigh",21,"PARKLAND SD",8,"Black",41,19.5,34.1,29.3,17.1
121395103,"Lehigh",21,"PARKLAND SD",8,"Hispanic",38,23.7,34.2,21.1,21.1
121395103,"Lehigh",21,"PARKLAND SD",8,"Asian",51,62.7,27.5,7.8,2
121395103,"Lehigh",21,"PARKLAND SD",11,"All Students",764,27.9,30.4,34.9,6.8
121395103,"Lehigh",21,"PARKLAND SD",11,"IEP",86,2.3,12.8,58.1,26.7
121395103,"Lehigh",21,"PARKLAND SD",11,"Economically Disadvantaged",64,12.5,21.9,43.8,21.9
121395103,"Lehigh",21,"PARKLAND SD",11,"Male",400,34.3,30.3,29,6.5
121395103,"Lehigh",21,"PARKLAND SD",11,"Female",364,20.9,30.5,41.5,7.1
121395103,"Lehigh",21,"PARKLAND SD",11,"White",653,28.8,31.4,34.8,5.1
121395103,"Lehigh",21,"PARKLAND SD",11,"Black",25,16,12,52,20
121395103,"Lehigh",21,"PARKLAND SD",11,"Hispanic",42,14.3,14.3,50,21.4
121395103,"Lehigh",21,"PARKLAND SD",11,"Asian",42,35.7,42.9,11.9,9.5
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"All Students",120,55.8,39.2,3.3,1.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"IEP",17,35.3,35.3,17.6,11.8
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Economically Disadvantaged",17,35.3,52.9,5.9,5.9
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Male",61,60.7,34.4,4.9,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Female",59,50.8,44.1,1.7,3.4
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"White",99,57.6,37.4,3.0,2.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Hispanic",10,50.0,50.0,0.0,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"All Students",138,42.8,33.3,14.5,9.4
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"IEP",15,20,20,20,40
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Economically Disadvantaged",27,18.5,40.7,25.9,14.8
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Male",70,48.6,34.3,8.6,8.6
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Female",68,36.8,32.4,20.6,10.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"White",107,48.6,29.9,15,6.5
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Hispanic",14,14.3,35.7,14.3,35.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"All Students",161,18,21.7,45.3,14.9
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"IEP",32,12.5,12.5,40.6,34.4
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Economically Disadvantaged",20,10,10,45,35
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Male",77,23.4,19.5,44.2,13
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Female",84,13.1,23.8,46.4,16.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"White",136,20.6,24.3,44.9,10.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",11,"Hispanic",10,0,10,80,10
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"All Students",244,67.6,29.1,2.9,0.4
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"IEP",27,40.7,48.1,7.4,3.7
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"Economically Disadvantaged",19,36.8,63.2,0.0,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"Male",138,67.4,30.4,2.2,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"Female",106,67.9,27.4,3.8,0.9
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"White",221,68.3,29.0,2.3,0.5
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",4,"Asian",10,80.0,20.0,0.0,0.0
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"All Students",237,36.7,36.3,12.2,14.8
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"IEP",29,13.8,20.7,20.7,44.8
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"Economically Disadvantaged",22,27.3,22.7,22.7,27.3
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"Male",127,40.9,30.7,11.8,16.5
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"Female",110,31.8,42.7,12.7,12.7
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",8,"White",217,36.4,36.4,12.9,14.3
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"All Students",238,21.4,26.5,41.6,10.5
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"IEP",27,3.7,7.4,33.3,55.6
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"Economically Disadvantaged",15,20,13.3,40,26.7
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"Male",122,27.9,27,32,13.1
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"Female",116,14.7,25.9,51.7,7.8
121395703,"Lehigh",21,"SOUTHERN LEHIGH SD",11,"White",223,21.5,25.6,42.2,10.8
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",4,"All Students",301,44.5,47.2,7.3,1.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",4,"IEP",52,25.0,63.5,11.5,0.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",4,"ELL",20,10.0,70.0,20.0,0.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",4,"Economically Disadvantaged",98,27.6,58.2,13.3,1.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",4,"Male",160,50.6,44.4,5.0,0.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",4,"Female",141,37.6,50.4,9.9,2.1
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",4,"White",187,53.5,39.6,6.4,0.5
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",4,"Black",18,33.3,55.6,5.6,5.6
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",4,"Hispanic",47,19.1,63.8,14.9,2.1
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",4,"Asian",14,57.1,42.9,0.0,0.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",4,"Multi-Ethnic",34,29.4,64.7,5.9,0.0
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"All Students",345,34.2,33.9,15.1,16.8
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"IEP",54,0,16.7,20.4,63
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"ELL",11,0,36.4,18.2,45.5
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"Economically Disadvantaged",94,17,31.9,25.5,25.5
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"Male",181,32.6,36.5,10.5,20.4
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"Female",164,36,31.1,20.1,12.8
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"White",247,39.7,37.7,14.6,8.1
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"Black",16,18.8,18.8,6.3,56.3
121397803,"Lehigh",21,"WHITEHALL-COPLAY SD",8,"Hispanic",53,13.2,24.5,20.8,41.5
