"The 2011 PSSA Mathematics and Reading District Level Proficiency Results*",,,,,,,,,,,,,,,
"*Full Academic Year Students; No PASA/PSSA-M Scores. Data for groups with 10 or fewer students were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"AUN","County","IU #","District","Grade","Group","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
125234103,"Delaware",25,"GARNET VALLEY SD",4,"White",330,72.4,26.1,1.2,0.3,328,59.5,35.1,3.7,1.8
125234103,"Delaware",25,"GARNET VALLEY SD",4,"Black",8,,,,,8,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",4,"Hispanic",3,,,,,3,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",4,"Asian",30,93.3,6.7,0.0,0.0,30,80.0,20.0,0.0,0.0
125234103,"Delaware",25,"GARNET VALLEY SD",4,"Native American",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",4,"Multi-Ethnic",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",4,"IEP",67,61.2,35.8,3.0,0.0,65,43.1,36.9,12.3,7.7
125234103,"Delaware",25,"GARNET VALLEY SD",4,"ELL",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",4,"Economically Disadvantaged",32,46.9,46.9,3.1,3.1,30,40.0,43.3,3.3,13.3
125234103,"Delaware",25,"GARNET VALLEY SD",5,"All Students",388,64.9,26.0,8.8,0.3,383,47.5,47.0,4.2,1.3
125234103,"Delaware",25,"GARNET VALLEY SD",5,"Male",203,70.0,22.2,7.9,0.0,198,43.4,49.5,5.1,2.0
125234103,"Delaware",25,"GARNET VALLEY SD",5,"Female",185,59.5,30.3,9.7,0.5,185,51.9,44.3,3.2,0.5
125234103,"Delaware",25,"GARNET VALLEY SD",5,"White",338,63.6,26.9,9.2,0.3,334,47.3,47.0,4.2,1.5
125234103,"Delaware",25,"GARNET VALLEY SD",5,"Black",6,,,,,6,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",5,"Hispanic",4,,,,,4,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",5,"Asian",40,87.5,7.5,5.0,0.0,39,56.4,38.5,5.1,0.0
125234103,"Delaware",25,"GARNET VALLEY SD",5,"Native American",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",5,"Multi-Ethnic",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",5,"IEP",74,45.9,36.5,17.6,0.0,69,34.8,52.2,10.1,2.9
125234103,"Delaware",25,"GARNET VALLEY SD",5,"ELL",1,,,,,1,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",5,"Economically Disadvantaged",9,,,,,11,9.1,72.7,18.2,0.0
125234103,"Delaware",25,"GARNET VALLEY SD",6,"All Students",382,67.0,23.3,6.0,3.7,385,62.1,25.2,10.4,2.3
125234103,"Delaware",25,"GARNET VALLEY SD",6,"Male",187,67.9,20.9,6.4,4.8,188,61.2,25.0,11.7,2.1
125234103,"Delaware",25,"GARNET VALLEY SD",6,"Female",195,66.2,25.6,5.6,2.6,197,62.9,25.4,9.1,2.5
125234103,"Delaware",25,"GARNET VALLEY SD",6,"White",334,65.3,24.6,6.6,3.6,336,61.3,26.2,10.4,2.1
125234103,"Delaware",25,"GARNET VALLEY SD",6,"Black",7,,,,,8,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",6,"Hispanic",4,,,,,4,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",6,"Asian",36,88.9,8.3,0.0,2.8,36,75.0,16.7,8.3,0.0
125234103,"Delaware",25,"GARNET VALLEY SD",6,"Native American",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",6,"Multi-Ethnic",1,,,,,1,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",6,"IEP",73,35.6,28.8,19.2,16.4,76,34.2,26.3,28.9,10.5
125234103,"Delaware",25,"GARNET VALLEY SD",6,"ELL",2,,,,,2,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",6,"Economically Disadvantaged",24,25.0,33.3,16.7,25.0,25,24.0,32.0,32.0,12.0
125234103,"Delaware",25,"GARNET VALLEY SD",7,"All Students",365,67.7,20.8,5.8,5.8,365,65.8,26.3,5.8,2.2
125234103,"Delaware",25,"GARNET VALLEY SD",7,"Male",183,73.8,14.2,6.0,6.0,181,69.6,20.4,6.1,3.9
125234103,"Delaware",25,"GARNET VALLEY SD",7,"Female",182,61.5,27.5,5.5,5.5,184,62.0,32.1,5.4,0.5
125234103,"Delaware",25,"GARNET VALLEY SD",7,"White",322,65.5,22.0,6.2,6.2,322,63.0,28.6,6.2,2.2
125234103,"Delaware",25,"GARNET VALLEY SD",7,"Black",5,,,,,5,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",7,"Hispanic",5,,,,,5,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",7,"Asian",32,93.8,3.1,0.0,3.1,32,93.8,3.1,0.0,3.1
125234103,"Delaware",25,"GARNET VALLEY SD",7,"Native American",1,,,,,1,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",7,"Multi-Ethnic",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",7,"IEP",77,40.3,32.5,11.7,15.6,77,39.0,42.9,11.7,6.5
125234103,"Delaware",25,"GARNET VALLEY SD",7,"ELL",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",7,"Economically Disadvantaged",23,60.9,17.4,8.7,13.0,25,32.0,40.0,24.0,4.0
125234103,"Delaware",25,"GARNET VALLEY SD",8,"All Students",359,68.0,24.2,4.2,3.6,359,80.5,16.2,1.7,1.7
125234103,"Delaware",25,"GARNET VALLEY SD",8,"Male",170,68.2,21.2,6.5,4.1,169,75.1,19.5,2.4,3.0
125234103,"Delaware",25,"GARNET VALLEY SD",8,"Female",189,67.7,27.0,2.1,3.2,190,85.3,13.2,1.1,0.5
125234103,"Delaware",25,"GARNET VALLEY SD",8,"White",326,66.9,24.5,4.6,4.0,325,79.4,17.2,1.5,1.8
125234103,"Delaware",25,"GARNET VALLEY SD",8,"Black",5,,,,,6,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",8,"Hispanic",4,,,,,4,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",8,"Asian",24,91.7,8.3,0.0,0.0,24,95.8,4.2,0.0,0.0
125234103,"Delaware",25,"GARNET VALLEY SD",8,"Native American",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",8,"Multi-Ethnic",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",8,"IEP",60,43.3,31.7,10.0,15.0,60,45.0,38.3,8.3,8.3
125234103,"Delaware",25,"GARNET VALLEY SD",8,"ELL",1,,,,,1,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",8,"Economically Disadvantaged",20,55.0,30.0,10.0,5.0,20,60.0,30.0,5.0,5.0
125234103,"Delaware",25,"GARNET VALLEY SD",11,"All Students",351,51.9,30.8,11.1,6.3,352,60.8,29.8,7.4,2.0
125234103,"Delaware",25,"GARNET VALLEY SD",11,"Male",171,53.2,22.8,14.6,9.4,172,52.9,32.0,11.0,4.1
125234103,"Delaware",25,"GARNET VALLEY SD",11,"Female",180,50.6,38.3,7.8,3.3,180,68.3,27.8,3.9,0.0
125234103,"Delaware",25,"GARNET VALLEY SD",11,"White",321,51.7,31.8,10.3,6.2,322,61.2,30.4,6.5,1.9
125234103,"Delaware",25,"GARNET VALLEY SD",11,"Black",8,,,,,8,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",11,"Hispanic",6,,,,,6,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",11,"Asian",16,75.0,12.5,12.5,0.0,16,68.8,25.0,6.3,0.0
125234103,"Delaware",25,"GARNET VALLEY SD",11,"Native American",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",11,"Multi-Ethnic",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",11,"IEP",44,15.9,29.5,31.8,22.7,45,26.7,44.4,17.8,11.1
125234103,"Delaware",25,"GARNET VALLEY SD",11,"ELL",0,,,,,0,,,,
125234103,"Delaware",25,"GARNET VALLEY SD",11,"Economically Disadvantaged",17,29.4,17.6,23.5,29.4,16,31.3,50.0,18.8,0.0
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",3,"All Students",416,72.1,25.2,2.4,0.2,416,45.7,47.4,2.9,4.1
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",3,"Male",210,76.2,21.9,1.4,0.5,210,43.3,48.6,2.9,5.2
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",3,"Female",206,68.0,28.6,3.4,0.0,206,48.1,46.1,2.9,2.9
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",3,"White",365,72.6,24.9,2.2,0.3,365,46.6,47.4,2.7,3.3
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",3,"Black",18,55.6,38.9,5.6,0.0,18,38.9,38.9,11.1,11.1
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",3,"Hispanic",7,,,,,7,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",3,"Asian",19,84.2,10.5,5.3,0.0,19,42.1,52.6,0.0,5.3
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",3,"Native American",0,,,,,0,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",3,"Multi-Ethnic",6,,,,,6,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",3,"IEP",54,40.7,51.9,5.6,1.9,54,11.1,51.9,14.8,22.2
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",3,"ELL",5,,,,,5,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",3,"Economically Disadvantaged",46,56.5,39.1,4.3,0.0,46,30.4,54.3,6.5,8.7
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",4,"All Students",401,75.1,20.4,2.7,1.7,400,55.0,32.8,10.3,2.0
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",4,"Male",199,73.9,23.1,1.5,1.5,198,55.1,30.3,12.1,2.5
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",4,"Female",202,76.2,17.8,4.0,2.0,202,55.0,35.1,8.4,1.5
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",4,"White",343,76.4,19.2,2.6,1.7,341,56.6,32.0,9.4,2.1
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",4,"Black",16,56.3,43.8,0.0,0.0,16,25.0,37.5,37.5,0.0
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",4,"Hispanic",11,63.6,27.3,9.1,0.0,12,66.7,25.0,0.0,8.3
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",4,"Asian",29,79.3,17.2,0.0,3.4,29,51.7,41.4,6.9,0.0
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",4,"Native American",1,,,,,1,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",4,"Multi-Ethnic",1,,,,,1,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",4,"IEP",60,23.3,55.0,11.7,10.0,59,20.3,35.6,32.2,11.9
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",4,"ELL",4,,,,,4,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",4,"Economically Disadvantaged",45,66.7,31.1,0.0,2.2,44,31.8,40.9,25.0,2.3
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",5,"All Students",426,67.6,23.9,7.3,1.2,426,39.9,41.8,14.8,3.5
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",5,"Male",220,68.6,22.3,8.6,0.5,219,36.5,44.7,14.6,4.1
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",5,"Female",206,66.5,25.7,5.8,1.9,207,43.5,38.6,15.0,2.9
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",5,"White",379,67.8,24.3,6.6,1.3,379,39.3,41.7,15.3,3.7
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",5,"Black",14,35.7,35.7,28.6,0.0,14,14.3,57.1,21.4,7.1
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",5,"Hispanic",4,,,,,4,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",5,"Asian",22,81.8,13.6,4.5,0.0,22,68.2,27.3,4.5,0.0
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",5,"Native American",1,,,,,1,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",5,"Multi-Ethnic",6,,,,,6,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",5,"IEP",90,32.2,40.0,22.2,5.6,90,12.2,35.6,37.8,14.4
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",5,"ELL",0,,,,,0,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",5,"Economically Disadvantaged",37,59.5,24.3,8.1,8.1,37,13.5,59.5,18.9,8.1
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",6,"All Students",416,73.3,18.0,6.5,2.2,413,55.9,28.3,11.9,3.9
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",6,"Male",201,75.6,17.9,4.5,2.0,200,54.5,31.0,11.0,3.5
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",6,"Female",215,71.2,18.1,8.4,2.3,213,57.3,25.8,12.7,4.2
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",6,"White",369,73.4,18.2,6.2,2.2,362,58.0,28.2,10.8,3.0
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",6,"Black",16,50.0,37.5,12.5,0.0,20,25.0,25.0,30.0,20.0
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",6,"Hispanic",10,,,,,10,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",6,"Asian",16,81.3,6.3,6.3,6.3,16,43.8,37.5,12.5,6.3
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",6,"Native American",0,,,,,0,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",6,"Multi-Ethnic",5,,,,,5,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",6,"IEP",69,34.8,37.7,21.7,5.8,68,11.8,42.6,30.9,14.7
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",6,"ELL",2,,,,,2,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",6,"Economically Disadvantaged",45,48.9,28.9,15.6,6.7,48,31.3,33.3,25.0,10.4
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",7,"All Students",393,67.9,21.4,6.4,4.3,396,49.7,36.9,9.1,4.3
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",7,"Male",225,69.8,20.9,4.9,4.4,230,43.9,41.3,9.6,5.2
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",7,"Female",168,65.5,22.0,8.3,4.2,166,57.8,30.7,8.4,3.0
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",7,"White",348,67.5,20.7,6.9,4.9,352,50.0,36.4,9.4,4.3
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",7,"Black",10,,,,,10,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",7,"Hispanic",4,,,,,4,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",7,"Asian",25,88.0,8.0,4.0,0.0,24,50.0,41.7,4.2,4.2
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",7,"Native American",0,,,,,0,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",7,"Multi-Ethnic",6,,,,,6,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",7,"IEP",75,28.0,26.7,25.3,20.0,78,16.7,34.6,32.1,16.7
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",7,"ELL",1,,,,,1,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",7,"Economically Disadvantaged",38,57.9,21.1,10.5,10.5,39,28.2,53.8,7.7,10.3
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",8,"All Students",410,67.3,20.5,6.8,5.4,408,73.3,19.1,5.1,2.5
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",8,"Male",212,67.5,22.2,6.6,3.8,212,65.1,24.5,7.1,3.3
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",8,"Female",198,67.2,18.7,7.1,7.1,196,82.1,13.3,3.1,1.5
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",8,"White",356,68.0,21.3,7.3,3.4,355,74.9,18.0,5.4,1.7
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",8,"Black",26,46.2,19.2,7.7,26.9,25,48.0,36.0,8.0,8.0
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",8,"Hispanic",10,,,,,10,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",8,"Asian",16,87.5,12.5,0.0,0.0,16,81.3,18.8,0.0,0.0
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",8,"Native American",1,,,,,1,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",8,"Multi-Ethnic",1,,,,,1,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",8,"IEP",76,23.7,32.9,22.4,21.1,74,27.0,40.5,20.3,12.2
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",8,"ELL",0,,,,,0,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",8,"Economically Disadvantaged",39,46.2,23.1,10.3,20.5,37,59.5,27.0,5.4,8.1
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",11,"All Students",444,40.1,32.9,11.0,16.0,442,57.5,28.5,7.9,6.1
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",11,"Male",251,38.6,33.1,12.4,15.9,249,51.4,32.5,8.0,8.0
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",11,"Female",193,42.0,32.6,9.3,16.1,193,65.3,23.3,7.8,3.6
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",11,"White",395,39.7,33.2,11.4,15.7,394,58.6,28.2,7.6,5.6
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",11,"Black",13,7.7,38.5,15.4,38.5,12,41.7,33.3,0.0,25.0
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",11,"Hispanic",1,,,,,1,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",11,"Asian",29,69.0,27.6,0.0,3.4,29,55.2,27.6,13.8,3.4
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",11,"Native American",1,,,,,1,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",11,"Multi-Ethnic",5,,,,,5,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",11,"IEP",85,12.9,27.1,15.3,44.7,83,26.5,39.8,16.9,16.9
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",11,"ELL",0,,,,,0,,,,
125234502,"Delaware",25,"HAVERFORD TOWNSHIP SD",11,"Economically Disadvantaged",37,32.4,32.4,8.1,27.0,36,44.4,27.8,22.2,5.6
125235103,"Delaware",25,"INTERBORO SD",3,"All Students",215,51.2,37.7,8.8,2.3,215,28.4,52.1,10.7,8.8
125235103,"Delaware",25,"INTERBORO SD",3,"Male",98,53.1,34.7,10.2,2.0,98,23.5,52.0,14.3,10.2
125235103,"Delaware",25,"INTERBORO SD",3,"Female",117,49.6,40.2,7.7,2.6,117,32.5,52.1,7.7,7.7
125235103,"Delaware",25,"INTERBORO SD",3,"White",197,50.3,38.6,8.6,2.5,197,28.4,53.8,10.2,7.6
125235103,"Delaware",25,"INTERBORO SD",3,"Black",3,,,,,3,,,,
125235103,"Delaware",25,"INTERBORO SD",3,"Hispanic",7,,,,,7,,,,
125235103,"Delaware",25,"INTERBORO SD",3,"Asian",5,,,,,5,,,,
125235103,"Delaware",25,"INTERBORO SD",3,"Native American",0,,,,,0,,,,
125235103,"Delaware",25,"INTERBORO SD",3,"Multi-Ethnic",3,,,,,3,,,,
125235103,"Delaware",25,"INTERBORO SD",3,"IEP",36,47.2,27.8,13.9,11.1,36,22.2,38.9,11.1,27.8
125235103,"Delaware",25,"INTERBORO SD",3,"ELL",2,,,,,2,,,,
125235103,"Delaware",25,"INTERBORO SD",3,"Economically Disadvantaged",66,40.9,50.0,6.1,3.0,66,18.2,56.1,15.2,10.6
125235103,"Delaware",25,"INTERBORO SD",4,"All Students",260,57.3,35.4,5.4,1.9,258,28.7,45.3,17.8,8.1
125235103,"Delaware",25,"INTERBORO SD",4,"Male",140,60.7,32.1,5.7,1.4,137,24.1,48.2,19.7,8.0
125235103,"Delaware",25,"INTERBORO SD",4,"Female",120,53.3,39.2,5.0,2.5,121,33.9,42.1,15.7,8.3
125235103,"Delaware",25,"INTERBORO SD",4,"White",224,59.4,34.4,5.4,0.9,222,29.3,45.9,17.1,7.7
125235103,"Delaware",25,"INTERBORO SD",4,"Black",14,28.6,50.0,7.1,14.3,15,6.7,40.0,33.3,20.0
125235103,"Delaware",25,"INTERBORO SD",4,"Hispanic",8,,,,,8,,,,
125235103,"Delaware",25,"INTERBORO SD",4,"Asian",7,,,,,7,,,,
125235103,"Delaware",25,"INTERBORO SD",4,"Native American",1,,,,,1,,,,
125235103,"Delaware",25,"INTERBORO SD",4,"Multi-Ethnic",6,,,,,5,,,,
125235103,"Delaware",25,"INTERBORO SD",4,"IEP",48,29.2,54.2,8.3,8.3,46,6.5,30.4,41.3,21.7
125235103,"Delaware",25,"INTERBORO SD",4,"ELL",6,,,,,6,,,,
125235103,"Delaware",25,"INTERBORO SD",4,"Economically Disadvantaged",88,54.5,35.2,6.8,3.4,89,19.1,47.2,16.9,16.9
125235103,"Delaware",25,"INTERBORO SD",5,"All Students",255,53.3,27.8,14.9,3.9,255,19.6,46.3,19.6,14.5
125235103,"Delaware",25,"INTERBORO SD",5,"Male",119,54.6,26.9,12.6,5.9,118,18.6,46.6,17.8,16.9
125235103,"Delaware",25,"INTERBORO SD",5,"Female",135,52.6,28.9,16.3,2.2,136,20.6,46.3,20.6,12.5
125235103,"Delaware",25,"INTERBORO SD",5,"White",231,54.5,28.1,14.3,3.0,231,19.5,47.6,17.7,15.2
125235103,"Delaware",25,"INTERBORO SD",5,"Black",6,,,,,6,,,,
125235103,"Delaware",25,"INTERBORO SD",5,"Hispanic",3,,,,,3,,,,
125235103,"Delaware",25,"INTERBORO SD",5,"Asian",5,,,,,5,,,,
125235103,"Delaware",25,"INTERBORO SD",5,"Native American",0,,,,,0,,,,
125235103,"Delaware",25,"INTERBORO SD",5,"Multi-Ethnic",9,,,,,9,,,,
125235103,"Delaware",25,"INTERBORO SD",5,"IEP",47,29.8,38.3,17.0,14.9,47,4.3,36.2,23.4,36.2
125235103,"Delaware",25,"INTERBORO SD",5,"ELL",1,,,,,1,,,,
125235103,"Delaware",25,"INTERBORO SD",5,"Economically Disadvantaged",90,47.8,30.0,18.9,3.3,90,10.0,45.6,30.0,14.4
125235103,"Delaware",25,"INTERBORO SD",6,"All Students",263,46.0,31.9,14.1,8.0,262,29.8,36.6,24.8,8.8
125235103,"Delaware",25,"INTERBORO SD",6,"Male",138,42.0,33.3,13.8,10.9,137,22.6,39.4,27.7,10.2
125235103,"Delaware",25,"INTERBORO SD",6,"Female",125,50.4,30.4,14.4,4.8,125,37.6,33.6,21.6,7.2
125235103,"Delaware",25,"INTERBORO SD",6,"White",227,48.0,31.3,13.2,7.5,226,31.9,37.2,23.5,7.5
125235103,"Delaware",25,"INTERBORO SD",6,"Black",18,33.3,38.9,22.2,5.6,18,16.7,33.3,38.9,11.1
125235103,"Delaware",25,"INTERBORO SD",6,"Hispanic",7,,,,,7,,,,
125235103,"Delaware",25,"INTERBORO SD",6,"Asian",6,,,,,6,,,,
125235103,"Delaware",25,"INTERBORO SD",6,"Native American",0,,,,,0,,,,
125235103,"Delaware",25,"INTERBORO SD",6,"Multi-Ethnic",5,,,,,5,,,,
125235103,"Delaware",25,"INTERBORO SD",6,"IEP",42,14.3,31.0,31.0,23.8,41,9.8,19.5,46.3,24.4
125235103,"Delaware",25,"INTERBORO SD",6,"ELL",4,,,,,4,,,,
125235103,"Delaware",25,"INTERBORO SD",6,"Economically Disadvantaged",88,31.8,35.2,15.9,17.0,87,21.8,29.9,32.2,16.1
125235103,"Delaware",25,"INTERBORO SD",7,"All Students",265,43.0,32.5,15.1,9.4,267,38.6,34.8,18.7,7.9
125235103,"Delaware",25,"INTERBORO SD",7,"Male",138,47.8,30.4,12.3,9.4,138,38.4,34.8,16.7,10.1
125235103,"Delaware",25,"INTERBORO SD",7,"Female",127,37.8,34.6,18.1,9.4,129,38.8,34.9,20.9,5.4
125235103,"Delaware",25,"INTERBORO SD",7,"White",238,42.9,32.8,14.7,9.7,240,38.3,35.4,19.2,7.1
125235103,"Delaware",25,"INTERBORO SD",7,"Black",16,25.0,43.8,25.0,6.3,16,37.5,31.3,18.8,12.5
125235103,"Delaware",25,"INTERBORO SD",7,"Hispanic",5,,,,,5,,,,
125235103,"Delaware",25,"INTERBORO SD",7,"Asian",4,,,,,4,,,,
125235103,"Delaware",25,"INTERBORO SD",7,"Native American",0,,,,,0,,,,
125235103,"Delaware",25,"INTERBORO SD",7,"Multi-Ethnic",2,,,,,2,,,,
125235103,"Delaware",25,"INTERBORO SD",7,"IEP",50,14.0,34.0,22.0,30.0,52,11.5,19.2,44.2,25.0
125235103,"Delaware",25,"INTERBORO SD",7,"ELL",4,,,,,4,,,,
125235103,"Delaware",25,"INTERBORO SD",7,"Economically Disadvantaged",74,33.8,43.2,17.6,5.4,76,30.3,35.5,23.7,10.5
125235103,"Delaware",25,"INTERBORO SD",8,"All Students",272,39.7,36.8,12.5,11.0,276,58.0,26.1,9.8,6.2
125235103,"Delaware",25,"INTERBORO SD",8,"Male",134,35.8,40.3,11.9,11.9,137,51.8,24.8,12.4,10.9
125235103,"Delaware",25,"INTERBORO SD",8,"Female",138,43.5,33.3,13.0,10.1,139,64.0,27.3,7.2,1.4
125235103,"Delaware",25,"INTERBORO SD",8,"White",244,40.6,36.9,12.7,9.8,248,59.3,26.2,9.3,5.2
125235103,"Delaware",25,"INTERBORO SD",8,"Black",10,,,,,10,,,,
125235103,"Delaware",25,"INTERBORO SD",8,"Hispanic",3,,,,,3,,,,
125235103,"Delaware",25,"INTERBORO SD",8,"Asian",8,,,,,8,,,,
125235103,"Delaware",25,"INTERBORO SD",8,"Native American",1,,,,,1,,,,
125235103,"Delaware",25,"INTERBORO SD",8,"Multi-Ethnic",6,,,,,6,,,,
125235103,"Delaware",25,"INTERBORO SD",8,"IEP",43,16.3,32.6,23.3,27.9,47,27.7,38.3,14.9,19.1
125235103,"Delaware",25,"INTERBORO SD",8,"ELL",3,,,,,3,,,,
125235103,"Delaware",25,"INTERBORO SD",8,"Economically Disadvantaged",93,31.2,46.2,12.9,9.7,96,50.0,30.2,9.4,10.4
125235103,"Delaware",25,"INTERBORO SD",11,"All Students",318,23.9,33.3,20.8,22.0,319,31.3,39.2,15.7,13.8
125235103,"Delaware",25,"INTERBORO SD",11,"Male",169,21.9,36.7,13.6,27.8,167,25.7,42.5,12.6,19.2
