"The 2010 PSSA Science District Level Proficiency Results*",,,,,,,,,,
"*Full Academic Year Students; No PASA Scores. Data for groups with less than 10 students assessed were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,
"AUN","County","IU #","District","Grade","Group","Number Scored Science","% Advanced Science","% Proficient Science","% Basic Science","% Below Basic Science"
118406003,"Luzerne",18,"NORTHWEST AREA SD",4,"Black",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",4,"Hispanic",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",4,"Asian",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",4,"Native American",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",4,"Multi-ethnic",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",4,"IEP",15,20,46.7,13.3,20
118406003,"Luzerne",18,"NORTHWEST AREA SD",4,"ELL",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",4,"Economically Disadvantaged",36,38.9,38.9,19.4,2.8
118406003,"Luzerne",18,"NORTHWEST AREA SD",8,"All Students",124,16.1,38.7,18.5,26.6
118406003,"Luzerne",18,"NORTHWEST AREA SD",8,"Male",66,13.6,39.4,18.2,28.8
118406003,"Luzerne",18,"NORTHWEST AREA SD",8,"Female",58,19,37.9,19,24.1
118406003,"Luzerne",18,"NORTHWEST AREA SD",8,"White",122,16.4,39.3,18.9,25.4
118406003,"Luzerne",18,"NORTHWEST AREA SD",8,"Black",2,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",8,"Hispanic",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",8,"Asian",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",8,"Native American",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",8,"Multi-ethnic",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",8,"IEP",30,0,16.7,16.7,66.7
118406003,"Luzerne",18,"NORTHWEST AREA SD",8,"ELL",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",8,"Economically Disadvantaged",44,9.1,27.3,25,38.6
118406003,"Luzerne",18,"NORTHWEST AREA SD",11,"All Students",100,19,24,34,23
118406003,"Luzerne",18,"NORTHWEST AREA SD",11,"Male",45,20,20,28.9,31.1
118406003,"Luzerne",18,"NORTHWEST AREA SD",11,"Female",55,18.2,27.3,38.2,16.4
118406003,"Luzerne",18,"NORTHWEST AREA SD",11,"White",98,19.4,23.5,33.7,23.5
118406003,"Luzerne",18,"NORTHWEST AREA SD",11,"Black",2,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",11,"Hispanic",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",11,"Asian",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",11,"Native American",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",11,"Multi-ethnic",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",11,"IEP",17,0,11.8,23.5,64.7
118406003,"Luzerne",18,"NORTHWEST AREA SD",11,"ELL",0,,,,
118406003,"Luzerne",18,"NORTHWEST AREA SD",11,"Economically Disadvantaged",31,12.9,12.9,45.2,29
118406602,"Luzerne",18,"PITTSTON AREA SD",4,"All Students",223,55.2,33.6,7.2,4
118406602,"Luzerne",18,"PITTSTON AREA SD",4,"Male",103,59.2,31.1,5.8,3.9
118406602,"Luzerne",18,"PITTSTON AREA SD",4,"Female",120,51.7,35.8,8.3,4.2
118406602,"Luzerne",18,"PITTSTON AREA SD",4,"White",211,55.9,33.6,7.1,3.3
118406602,"Luzerne",18,"PITTSTON AREA SD",4,"Black",5,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",4,"Hispanic",6,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",4,"Asian",1,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",4,"Native American",0,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",4,"Multi-ethnic",0,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",4,"IEP",15,26.7,53.3,13.3,6.7
118406602,"Luzerne",18,"PITTSTON AREA SD",4,"ELL",1,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",4,"Economically Disadvantaged",93,38.7,46.2,9.7,5.4
118406602,"Luzerne",18,"PITTSTON AREA SD",8,"All Students",252,23.8,42.9,19,14.3
118406602,"Luzerne",18,"PITTSTON AREA SD",8,"Male",133,27.1,42.9,17.3,12.8
118406602,"Luzerne",18,"PITTSTON AREA SD",8,"Female",119,20.2,42.9,21,16
118406602,"Luzerne",18,"PITTSTON AREA SD",8,"White",243,23.9,43.2,18.5,14.4
118406602,"Luzerne",18,"PITTSTON AREA SD",8,"Black",6,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",8,"Hispanic",2,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",8,"Asian",1,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",8,"Native American",0,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",8,"Multi-ethnic",0,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",8,"IEP",23,0,21.7,21.7,56.5
118406602,"Luzerne",18,"PITTSTON AREA SD",8,"ELL",1,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",8,"Economically Disadvantaged",79,21.5,31.6,25.3,21.5
118406602,"Luzerne",18,"PITTSTON AREA SD",11,"All Students",266,13.2,30.8,39.8,16.2
118406602,"Luzerne",18,"PITTSTON AREA SD",11,"Male",138,17.4,31.9,34.1,16.7
118406602,"Luzerne",18,"PITTSTON AREA SD",11,"Female",128,8.6,29.7,46.1,15.6
118406602,"Luzerne",18,"PITTSTON AREA SD",11,"White",261,13,30.7,39.8,16.5
118406602,"Luzerne",18,"PITTSTON AREA SD",11,"Black",1,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",11,"Hispanic",3,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",11,"Asian",0,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",11,"Native American",0,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",11,"Multi-ethnic",0,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",11,"IEP",34,2.9,2.9,23.5,70.6
118406602,"Luzerne",18,"PITTSTON AREA SD",11,"ELL",0,,,,
118406602,"Luzerne",18,"PITTSTON AREA SD",11,"Economically Disadvantaged",65,9.2,23.1,38.5,29.2
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",4,"All Students",456,41.2,36,14.3,8.6
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",4,"Male",233,39.9,35.2,15.9,9
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",4,"Female",223,42.6,36.8,12.6,8.1
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",4,"White",266,53.8,33.1,9,4.1
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",4,"Black",89,30.3,38.2,20.2,11.2
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",4,"Hispanic",80,13.8,42.5,22.5,21.3
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",4,"Asian",6,,,,
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",4,"Native American",0,,,,
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",4,"Multi-ethnic",14,28.6,35.7,35.7,0
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",4,"IEP",64,26.6,34.4,26.6,12.5
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",4,"ELL",39,2.6,25.6,35.9,35.9
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",4,"Economically Disadvantaged",309,30.4,39.2,19.4,11
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",8,"All Students",505,16.6,31.1,23.2,29.1
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",8,"Male",247,19.8,30,19.4,30.8
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",8,"Female",258,13.6,32.2,26.7,27.5
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",8,"White",341,19.1,37.2,21.7,22
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",8,"Black",79,12.7,16.5,34.2,36.7
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",8,"Hispanic",76,10.5,17.1,18.4,53.9
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",8,"Asian",3,,,,
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",8,"Native American",0,,,,
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",8,"Multi-ethnic",6,,,,
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",8,"IEP",79,2.5,24.1,21.5,51.9
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",8,"ELL",34,0,2.9,8.8,88.2
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",8,"Economically Disadvantaged",298,11.7,25.2,23.8,39.3
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",11,"All Students",523,10.7,24.3,46.8,18.2
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",11,"Male",270,10,25.9,44.4,19.6
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",11,"Female",252,11.5,22.6,49.2,16.7
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",11,"White",368,14.7,31.5,42.7,11.1
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",11,"Black",76,0,6.6,59.2,34.2
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",11,"Hispanic",70,1.4,8.6,51.4,38.6
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",11,"Asian",5,,,,
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",11,"Native American",0,,,,
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",11,"Multi-ethnic",3,,,,
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",11,"IEP",59,0,8.5,35.6,55.9
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",11,"ELL",23,0,4.3,26.1,69.6
118408852,"Luzerne",18,"WILKES-BARRE AREA SD",11,"Economically Disadvantaged",244,4.1,16.8,52,27
118409203,"Luzerne",18,"WYOMING AREA SD",4,"All Students",163,76.7,20.2,1.8,1.2
118409203,"Luzerne",18,"WYOMING AREA SD",4,"Male",79,79.7,15.2,2.5,2.5
118409203,"Luzerne",18,"WYOMING AREA SD",4,"Female",84,73.8,25,1.2,0
118409203,"Luzerne",18,"WYOMING AREA SD",4,"White",152,77,19.7,2,1.3
118409203,"Luzerne",18,"WYOMING AREA SD",4,"Black",7,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",4,"Hispanic",3,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",4,"Asian",1,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",4,"Native American",0,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",4,"Multi-ethnic",0,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",4,"IEP",15,26.7,53.3,13.3,6.7
118409203,"Luzerne",18,"WYOMING AREA SD",4,"ELL",0,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",4,"Economically Disadvantaged",67,67.2,26.9,4.5,1.5
118409203,"Luzerne",18,"WYOMING AREA SD",8,"All Students",172,28.5,34.9,18,18.6
118409203,"Luzerne",18,"WYOMING AREA SD",8,"Male",78,30.8,35.9,16.7,16.7
118409203,"Luzerne",18,"WYOMING AREA SD",8,"Female",94,26.6,34,19.1,20.2
118409203,"Luzerne",18,"WYOMING AREA SD",8,"White",162,29.6,36.4,16,17.9
118409203,"Luzerne",18,"WYOMING AREA SD",8,"Black",5,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",8,"Hispanic",4,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",8,"Asian",1,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",8,"Native American",0,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",8,"Multi-ethnic",0,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",8,"IEP",11,0,9.1,36.4,54.5
118409203,"Luzerne",18,"WYOMING AREA SD",8,"ELL",1,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",8,"Economically Disadvantaged",56,21.4,26.8,25,26.8
118409203,"Luzerne",18,"WYOMING AREA SD",11,"All Students",188,20.2,30.3,40.4,9
118409203,"Luzerne",18,"WYOMING AREA SD",11,"Male",94,16,29.8,43.6,10.6
118409203,"Luzerne",18,"WYOMING AREA SD",11,"Female",94,24.5,30.9,37.2,7.4
118409203,"Luzerne",18,"WYOMING AREA SD",11,"White",183,20.2,31.1,39.3,9.3
118409203,"Luzerne",18,"WYOMING AREA SD",11,"Black",1,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",11,"Hispanic",2,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",11,"Asian",1,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",11,"Native American",0,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",11,"Multi-ethnic",1,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",11,"IEP",20,0,5,45,50
118409203,"Luzerne",18,"WYOMING AREA SD",11,"ELL",0,,,,
118409203,"Luzerne",18,"WYOMING AREA SD",11,"Economically Disadvantaged",46,10.9,21.7,54.3,13
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",4,"All Students",367,45.2,39.2,11.2,4.4
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",4,"Male",194,44.8,37.6,12.4,5.2
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",4,"Female",173,45.7,41,9.8,3.5
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",4,"White",322,48.1,39.8,9.9,2.2
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",4,"Black",23,26.1,30.4,21.7,21.7
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",4,"Hispanic",13,15.4,38.5,23.1,23.1
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",4,"Asian",4,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",4,"Native American",2,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",4,"Multi-ethnic",3,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",4,"IEP",6,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",4,"ELL",4,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",4,"Economically Disadvantaged",200,34,43.5,15,7.5
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",8,"All Students",392,17.6,34.2,20.4,27.8
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",8,"Male",212,20.3,34.4,19.3,25.9
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",8,"Female",180,14.4,33.9,21.7,30
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",8,"White",338,17.8,34.9,21,26.3
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",8,"Black",23,8.7,34.8,8.7,47.8
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",8,"Hispanic",20,20,15,25,40
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",8,"Asian",6,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",8,"Native American",2,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",8,"Multi-ethnic",3,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",8,"IEP",13,0,15.4,15.4,69.2
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",8,"ELL",2,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",8,"Economically Disadvantaged",199,12.1,30.7,20.6,36.7
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",11,"All Students",396,3.5,21,47,28.5
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",11,"Male",191,2.1,21.5,44.5,31.9
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",11,"Female",204,4.9,20.6,49.5,25
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",11,"White",355,3.7,22.3,48.2,25.9
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",11,"Black",17,5.9,0,23.5,70.6
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",11,"Hispanic",10,0,10,30,60
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",11,"Asian",7,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",11,"Native American",2,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",11,"Multi-ethnic",3,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",11,"IEP",25,0,8,20,72
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",11,"ELL",2,,,,
118409302,"Luzerne",18,"WYOMING VALLEY WEST SD",11,"Economically Disadvantaged",171,1.2,14.6,48,36.3
117412003,"Lycoming",17,"EAST LYCOMING SD",4,"All Students",118,48.3,41.5,7.6,2.5
117412003,"Lycoming",17,"EAST LYCOMING SD",4,"Male",68,54.4,32.4,8.8,4.4
117412003,"Lycoming",17,"EAST LYCOMING SD",4,"Female",50,40,54,6,0
117412003,"Lycoming",17,"EAST LYCOMING SD",4,"White",114,48.2,41.2,7.9,2.6
117412003,"Lycoming",17,"EAST LYCOMING SD",4,"Black",3,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",4,"Hispanic",1,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",4,"Asian",0,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",4,"Native American",0,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",4,"Multi-ethnic",0,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",4,"IEP",8,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",4,"ELL",0,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",4,"Economically Disadvantaged",38,28.9,52.6,13.2,5.3
117412003,"Lycoming",17,"EAST LYCOMING SD",8,"All Students",139,31.7,32.4,21.6,14.4
117412003,"Lycoming",17,"EAST LYCOMING SD",8,"Male",76,32.9,34.2,18.4,14.5
117412003,"Lycoming",17,"EAST LYCOMING SD",8,"Female",63,30.2,30.2,25.4,14.3
117412003,"Lycoming",17,"EAST LYCOMING SD",8,"White",136,31.6,32.4,21.3,14.7
117412003,"Lycoming",17,"EAST LYCOMING SD",8,"Black",1,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",8,"Hispanic",2,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",8,"Asian",0,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",8,"Native American",0,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",8,"Multi-ethnic",0,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",8,"IEP",7,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",8,"ELL",0,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",8,"Economically Disadvantaged",43,27.9,20.9,23.3,27.9
117412003,"Lycoming",17,"EAST LYCOMING SD",11,"All Students",133,17.3,23.3,41.4,18
117412003,"Lycoming",17,"EAST LYCOMING SD",11,"Male",71,22.5,22.5,32.4,22.5
117412003,"Lycoming",17,"EAST LYCOMING SD",11,"Female",62,11.3,24.2,51.6,12.9
117412003,"Lycoming",17,"EAST LYCOMING SD",11,"White",128,15.6,23.4,42.2,18.8
117412003,"Lycoming",17,"EAST LYCOMING SD",11,"Black",3,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",11,"Hispanic",1,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",11,"Asian",0,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",11,"Native American",1,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",11,"Multi-ethnic",0,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",11,"IEP",13,0,7.7,38.5,53.8
117412003,"Lycoming",17,"EAST LYCOMING SD",11,"ELL",0,,,,
117412003,"Lycoming",17,"EAST LYCOMING SD",11,"Economically Disadvantaged",37,5.4,16.2,51.4,27
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",4,"All Students",187,55.1,36.4,6.4,2.1
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",4,"Male",96,50,41.7,6.3,2.1
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",4,"Female",91,60.4,30.8,6.6,2.2
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",4,"White",184,54.9,36.4,6.5,2.2
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",4,"Black",3,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",4,"Hispanic",0,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",4,"Asian",0,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",4,"Native American",0,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",4,"Multi-ethnic",0,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",4,"IEP",31,12.9,51.6,22.6,12.9
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",4,"ELL",0,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",4,"Economically Disadvantaged",89,43.8,44.9,7.9,3.4
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",8,"All Students",196,25.5,42.3,17.3,14.8
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",8,"Male",95,28.4,44.2,13.7,13.7
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",8,"Female",101,22.8,40.6,20.8,15.8
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",8,"White",192,25.5,42.7,16.7,15.1
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",8,"Black",1,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",8,"Hispanic",0,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",8,"Asian",3,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",8,"Native American",0,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",8,"Multi-ethnic",0,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",8,"IEP",35,0,17.1,28.6,54.3
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",8,"ELL",0,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",8,"Economically Disadvantaged",69,14.5,42,20.3,23.2
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",11,"All Students",192,7.8,26,50.5,15.6
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",11,"Male",95,9.5,27.4,51.6,11.6
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",11,"Female",97,6.2,24.7,49.5,19.6
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",11,"White",188,8,26.6,51.6,13.8
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",11,"Black",1,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",11,"Hispanic",0,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",11,"Asian",1,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",11,"Native American",0,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",11,"Multi-ethnic",2,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",11,"IEP",23,0,0,43.5,56.5
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",11,"ELL",1,,,,
117414003,"Lycoming",17,"JERSEY SHORE AREA SD",11,"Economically Disadvantaged",39,5.1,20.5,56.4,17.9
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",4,"All Students",106,38.7,50.9,9.4,0.9
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",4,"Male",60,35,55,8.3,1.7
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",4,"Female",46,43.5,45.7,10.9,0
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",4,"White",90,43.3,47.8,7.8,1.1
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",4,"Black",12,8.3,66.7,25,0
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",4,"Hispanic",0,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",4,"Asian",4,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",4,"Native American",0,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",4,"Multi-ethnic",0,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",4,"IEP",21,33.3,42.9,23.8,0
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",4,"ELL",1,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",4,"Economically Disadvantaged",34,20.6,55.9,20.6,2.9
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",8,"All Students",98,26.5,41.8,14.3,17.3
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",8,"Male",53,35.8,41.5,9.4,13.2
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",8,"Female",45,15.6,42.2,20,22.2
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",8,"White",86,27.9,43,14,15.1
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",8,"Black",7,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",8,"Hispanic",2,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",8,"Asian",3,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",8,"Native American",0,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",8,"Multi-ethnic",0,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",8,"IEP",13,0,23.1,15.4,61.5
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",8,"ELL",1,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",8,"Economically Disadvantaged",22,9.1,50,4.5,36.4
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",11,"All Students",100,23,37,30,10
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",11,"Male",53,13.2,45.3,28.3,13.2
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",11,"Female",47,34,27.7,31.9,6.4
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",11,"White",92,25,37,28.3,9.8
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",11,"Black",6,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",11,"Hispanic",1,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",11,"Asian",1,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",11,"Native American",0,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",11,"Multi-ethnic",0,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",11,"IEP",13,0,0,53.8,46.2
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",11,"ELL",1,,,,
117414203,"Lycoming",17,"LOYALSOCK TOWNSHIP SD",11,"Economically Disadvantaged",21,9.5,33.3,23.8,33.3
117415004,"Lycoming",17,"MONTGOMERY AREA SD",4,"All Students",53,64.2,30.2,1.9,3.8
117415004,"Lycoming",17,"MONTGOMERY AREA SD",4,"Male",23,60.9,39.1,0,0
117415004,"Lycoming",17,"MONTGOMERY AREA SD",4,"Female",30,66.7,23.3,3.3,6.7
117415004,"Lycoming",17,"MONTGOMERY AREA SD",4,"White",49,63.3,30.6,2,4.1
117415004,"Lycoming",17,"MONTGOMERY AREA SD",4,"Black",1,,,,
