"The 2010 PSSA Mathematics and Reading District Level Proficiency Results*",,,,,,,,,,,,,,,
"*Full Academic Year Students; No PASA/PSSA-M Scores. Data for groups with less than 10 students assessed were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,,,,
"AUN","County","IU #","District","Grade","Group","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
106272003,"Forest",6,"FOREST AREA SD",8,"ELL",0,,,,,0,,,,
106272003,"Forest",6,"FOREST AREA SD",8,"Economically Disadvantaged",19,15.8,26.3,26.3,31.6,21,23.8,38.1,19.0,19.0
106272003,"Forest",6,"FOREST AREA SD",11,"All Students",54,13.0,24.1,31.5,31.5,54,20.4,40.7,25.9,13.0
106272003,"Forest",6,"FOREST AREA SD",11,"Male",28,10.7,32.1,21.4,35.7,28,17.9,32.1,32.1,17.9
106272003,"Forest",6,"FOREST AREA SD",11,"Female",26,15.4,15.4,42.3,26.9,26,23.1,50.0,19.2,7.7
106272003,"Forest",6,"FOREST AREA SD",11,"White",52,13.5,23.1,32.7,30.8,52,21.2,42.3,25.0,11.5
106272003,"Forest",6,"FOREST AREA SD",11,"Black",1,,,,,1,,,,
106272003,"Forest",6,"FOREST AREA SD",11,"Hispanic",0,,,,,0,,,,
106272003,"Forest",6,"FOREST AREA SD",11,"Asian",0,,,,,0,,,,
106272003,"Forest",6,"FOREST AREA SD",11,"Native American",0,,,,,0,,,,
106272003,"Forest",6,"FOREST AREA SD",11,"Multi-ethnic",1,,,,,1,,,,
106272003,"Forest",6,"FOREST AREA SD",11,"IEP",8,,,,,8,,,,
106272003,"Forest",6,"FOREST AREA SD",11,"ELL",0,,,,,0,,,,
106272003,"Forest",6,"FOREST AREA SD",11,"Economically Disadvantaged",23,13.0,17.4,34.8,34.8,23,8.7,52.2,21.7,17.4
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",3,"All Students",666,40.7,41.0,14.1,4.2,666,26.7,49.5,11.9,11.9
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",3,"Male",333,43.5,40.5,13.2,2.7,333,26.7,49.8,11.4,12.0
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",3,"Female",332,38.0,41.3,15.1,5.7,332,26.8,49.1,12.3,11.7
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",3,"White",495,44.4,43.2,9.7,2.6,495,31.5,51.5,9.5,7.5
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",3,"Black",59,25.4,39.0,22.0,13.6,59,11.9,40.7,23.7,23.7
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",3,"Hispanic",76,26.3,35.5,31.6,6.6,76,7.9,40.8,19.7,31.6
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",3,"Asian",8,,,,,8,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",3,"Native American",3,,,,,3,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",3,"Multi-ethnic",24,41.7,25.0,25.0,8.3,24,25.0,50.0,12.5,12.5
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",3,"IEP",63,20.6,33.3,28.6,17.5,63,11.1,28.6,28.6,31.7
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",3,"ELL",39,7.7,41.0,41.0,10.3,39,0.0,25.6,17.9,56.4
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",3,"Economically Disadvantaged",290,31.7,41.0,20.0,7.2,290,14.8,50.0,14.5,20.7
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",4,"All Students",665,47.2,33.7,10.4,8.7,671,33.5,39.5,14.9,12.1
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",4,"Male",331,50.2,32.6,9.7,7.6,335,30.7,39.4,15.8,14.0
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",4,"Female",334,44.3,34.7,11.1,9.9,336,36.3,39.6,14.0,10.1
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",4,"White",505,54.3,31.7,9.9,4.2,507,38.9,41.4,12.4,7.3
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",4,"Black",61,13.1,41.0,13.1,32.8,62,6.5,33.9,27.4,32.3
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",4,"Hispanic",58,25.9,44.8,13.8,15.5,61,14.8,36.1,24.6,24.6
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",4,"Asian",7,,,,,7,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",4,"Native American",4,,,,,4,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",4,"Multi-ethnic",30,33.3,30.0,10.0,26.7,30,26.7,26.7,16.7,30.0
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",4,"IEP",73,26.0,32.9,17.8,23.3,79,10.1,30.4,22.8,36.7
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",4,"ELL",30,10.0,50.0,20.0,20.0,33,3.0,33.3,24.2,39.4
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",4,"Economically Disadvantaged",308,31.5,41.9,12.7,14.0,311,21.9,39.2,20.9,18.0
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",5,"All Students",638,37.6,29.9,21.6,10.8,647,22.7,41.9,18.9,16.5
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",5,"Male",319,40.8,28.8,20.7,9.7,322,21.1,42.2,19.6,17.1
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",5,"Female",319,34.5,31.0,22.6,11.9,325,24.3,41.5,18.2,16.0
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",5,"White",484,42.4,28.7,20.2,8.7,488,24.4,42.0,19.7,13.9
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",5,"Black",46,15.2,39.1,21.7,23.9,46,23.9,34.8,19.6,21.7
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",5,"Hispanic",64,17.2,31.3,28.1,23.4,67,7.5,41.8,16.4,34.3
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",5,"Asian",12,58.3,25.0,16.7,0.0,12,41.7,58.3,0.0,0.0
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",5,"Native American",1,,,,,1,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",5,"Multi-ethnic",31,29.0,35.5,32.3,3.2,33,21.2,42.4,18.2,18.2
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",5,"IEP",70,14.3,27.1,28.6,30.0,79,8.9,10.1,19.0,62.0
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",5,"ELL",21,4.8,14.3,38.1,42.9,23,0.0,17.4,8.7,73.9
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",5,"Economically Disadvantaged",252,23.8,31.3,29.4,15.5,257,15.6,38.1,23.7,22.6
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",6,"All Students",620,37.6,29.7,19.8,12.9,629,27.8,35.5,17.2,19.6
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",6,"Male",302,37.7,28.8,18.9,14.6,310,23.5,35.2,17.7,23.5
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",6,"Female",318,37.4,30.5,20.8,11.3,319,32.0,35.7,16.6,15.7
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",6,"White",463,42.3,28.5,18.1,11.0,468,30.8,36.8,17.5,15.0
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",6,"Black",47,19.1,29.8,27.7,23.4,48,20.8,27.1,16.7,35.4
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",6,"Hispanic",71,22.5,39.4,18.3,19.7,71,12.7,38.0,16.9,32.4
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",6,"Asian",7,,,,,7,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",6,"Native American",0,,,,,0,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",6,"Multi-ethnic",32,21.9,28.1,37.5,12.5,35,20.0,28.6,14.3,37.1
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",6,"IEP",58,5.2,19.0,31.0,44.8,68,2.9,13.2,20.6,63.2
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",6,"ELL",18,0.0,22.2,27.8,50.0,19,0.0,0.0,15.8,84.2
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",6,"Economically Disadvantaged",250,22.0,34.8,24.0,19.2,256,15.6,34.4,21.9,28.1
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",7,"All Students",623,41.7,34.0,14.0,10.3,648,36.0,34.6,17.0,12.5
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",7,"Male",305,44.9,31.5,13.1,10.5,316,32.9,37.7,15.8,13.6
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",7,"Female",318,38.7,36.5,14.8,10.1,332,38.9,31.6,18.1,11.4
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",7,"White",453,48.8,32.2,11.3,7.7,473,42.7,34.2,11.6,11.4
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",7,"Black",49,14.3,36.7,26.5,22.4,53,9.4,35.8,37.7,17.0
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",7,"Hispanic",71,15.5,40.8,26.8,16.9,72,12.5,34.7,34.7,18.1
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",7,"Asian",5,,,,,5,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",7,"Native American",2,,,,,2,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",7,"Multi-ethnic",43,39.5,39.5,7.0,14.0,43,34.9,34.9,20.9,9.3
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",7,"IEP",70,8.6,22.9,28.6,40.0,95,9.5,12.6,27.4,50.5
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",7,"ELL",18,0.0,44.4,22.2,33.3,18,0.0,5.6,38.9,55.6
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",7,"Economically Disadvantaged",228,22.8,37.3,24.1,15.8,246,17.1,35.4,26.0,21.5
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",8,"All Students",602,39.7,28.4,15.8,16.1,622,43.2,34.1,12.7,10.0
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",8,"Male",317,35.0,29.0,16.7,19.2,324,35.2,36.4,14.2,14.2
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",8,"Female",285,44.9,27.7,14.7,12.6,298,52.0,31.5,11.1,5.4
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",8,"White",465,43.4,27.7,15.7,13.1,476,46.6,34.7,12.0,6.7
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",8,"Black",39,28.2,23.1,15.4,33.3,43,27.9,25.6,16.3,30.2
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",8,"Hispanic",49,12.2,38.8,24.5,24.5,53,24.5,34.0,18.9,22.6
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",8,"Asian",5,,,,,6,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",8,"Native American",2,,,,,2,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",8,"Multi-ethnic",42,33.3,33.3,7.1,26.2,42,38.1,40.5,11.9,9.5
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",8,"IEP",77,5.2,22.1,23.4,49.4,97,7.2,27.8,26.8,38.1
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",8,"ELL",16,0.0,12.5,18.8,68.8,17,5.9,29.4,29.4,35.3
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",8,"Economically Disadvantaged",203,21.7,29.1,22.2,27.1,218,27.5,32.1,20.6,19.7
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",11,"All Students",572,31.5,30.8,14.9,22.9,588,29.1,35.7,16.0,19.2
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",11,"Male",291,37.5,28.9,12.0,21.6,299,31.1,32.4,15.4,21.1
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",11,"Female",278,25.5,32.7,17.6,24.1,286,26.9,39.5,16.4,17.1
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",11,"White",461,36.0,31.2,14.8,18.0,471,33.8,35.9,14.0,16.3
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",11,"Black",32,9.4,21.9,15.6,53.1,37,8.1,29.7,24.3,37.8
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",11,"Hispanic",41,9.8,24.4,17.1,48.8,41,4.9,31.7,29.3,34.1
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",11,"Asian",5,,,,,5,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",11,"Native American",2,,,,,2,,,,
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",11,"Multi-ethnic",28,14.3,42.9,14.3,28.6,29,10.3,51.7,17.2,20.7
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",11,"IEP",68,0.0,11.8,10.3,77.9,85,1.2,11.8,18.8,68.2
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",11,"ELL",10,0.0,0.0,20.0,80.0,10,0.0,10.0,20.0,70.0
112281302,"Franklin",12,"CHAMBERSBURG AREA SD",11,"Economically Disadvantaged",150,14.0,28.7,18.0,39.3,157,12.1,38.2,19.7,29.9
112282004,"Franklin",12,"FANNETT-METAL SD",3,"All Students",33,39.4,45.5,12.1,3.0,33,12.1,51.5,18.2,18.2
112282004,"Franklin",12,"FANNETT-METAL SD",3,"Male",10,50.0,40.0,10.0,0.0,10,20.0,70.0,0.0,10.0
112282004,"Franklin",12,"FANNETT-METAL SD",3,"Female",23,34.8,47.8,13.0,4.3,23,8.7,43.5,26.1,21.7
112282004,"Franklin",12,"FANNETT-METAL SD",3,"White",33,39.4,45.5,12.1,3.0,33,12.1,51.5,18.2,18.2
112282004,"Franklin",12,"FANNETT-METAL SD",3,"Black",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",3,"Hispanic",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",3,"Asian",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",3,"Native American",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",3,"Multi-ethnic",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",3,"IEP",4,,,,,4,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",3,"ELL",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",3,"Economically Disadvantaged",11,27.3,45.5,18.2,9.1,11,0.0,27.3,27.3,45.5
112282004,"Franklin",12,"FANNETT-METAL SD",4,"All Students",39,48.7,33.3,10.3,7.7,40,22.5,42.5,12.5,22.5
112282004,"Franklin",12,"FANNETT-METAL SD",4,"Male",17,41.2,29.4,11.8,17.6,18,5.6,44.4,11.1,38.9
112282004,"Franklin",12,"FANNETT-METAL SD",4,"Female",22,54.5,36.4,9.1,0.0,22,36.4,40.9,13.6,9.1
112282004,"Franklin",12,"FANNETT-METAL SD",4,"White",38,47.4,34.2,10.5,7.9,39,23.1,41.0,12.8,23.1
112282004,"Franklin",12,"FANNETT-METAL SD",4,"Black",1,,,,,1,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",4,"Hispanic",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",4,"Asian",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",4,"Native American",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",4,"Multi-ethnic",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",4,"IEP",6,,,,,7,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",4,"ELL",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",4,"Economically Disadvantaged",15,26.7,40.0,13.3,20.0,15,6.7,40.0,20.0,33.3
112282004,"Franklin",12,"FANNETT-METAL SD",5,"All Students",35,20.0,40.0,28.6,11.4,37,13.5,32.4,29.7,24.3
112282004,"Franklin",12,"FANNETT-METAL SD",5,"Male",20,25.0,30.0,35.0,10.0,21,14.3,28.6,28.6,28.6
112282004,"Franklin",12,"FANNETT-METAL SD",5,"Female",15,13.3,53.3,20.0,13.3,16,12.5,37.5,31.3,18.8
112282004,"Franklin",12,"FANNETT-METAL SD",5,"White",35,20.0,40.0,28.6,11.4,37,13.5,32.4,29.7,24.3
112282004,"Franklin",12,"FANNETT-METAL SD",5,"Black",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",5,"Hispanic",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",5,"Asian",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",5,"Native American",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",5,"Multi-ethnic",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",5,"IEP",3,,,,,5,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",5,"ELL",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",5,"Economically Disadvantaged",12,8.3,41.7,33.3,16.7,14,14.3,21.4,50.0,14.3
112282004,"Franklin",12,"FANNETT-METAL SD",6,"All Students",49,42.9,18.4,26.5,12.2,52,13.5,25.0,28.8,32.7
112282004,"Franklin",12,"FANNETT-METAL SD",6,"Male",36,38.9,19.4,30.6,11.1,38,10.5,18.4,34.2,36.8
112282004,"Franklin",12,"FANNETT-METAL SD",6,"Female",13,53.8,15.4,15.4,15.4,14,21.4,42.9,14.3,21.4
112282004,"Franklin",12,"FANNETT-METAL SD",6,"White",47,44.7,19.1,23.4,12.8,50,14.0,24.0,28.0,34.0
112282004,"Franklin",12,"FANNETT-METAL SD",6,"Black",1,,,,,1,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",6,"Hispanic",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",6,"Asian",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",6,"Native American",1,,,,,1,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",6,"Multi-ethnic",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",6,"IEP",10,20.0,10.0,20.0,50.0,13,0.0,7.7,23.1,69.2
112282004,"Franklin",12,"FANNETT-METAL SD",6,"ELL",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",6,"Economically Disadvantaged",17,35.3,35.3,23.5,5.9,18,11.1,33.3,33.3,22.2
112282004,"Franklin",12,"FANNETT-METAL SD",7,"All Students",28,42.9,17.9,32.1,7.1,32,18.8,28.1,31.3,21.9
112282004,"Franklin",12,"FANNETT-METAL SD",7,"Male",9,,,,,12,16.7,25.0,8.3,50.0
112282004,"Franklin",12,"FANNETT-METAL SD",7,"Female",19,42.1,21.1,36.8,0.0,20,20.0,30.0,45.0,5.0
112282004,"Franklin",12,"FANNETT-METAL SD",7,"White",26,42.3,19.2,30.8,7.7,30,20.0,23.3,33.3,23.3
112282004,"Franklin",12,"FANNETT-METAL SD",7,"Black",1,,,,,1,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",7,"Hispanic",1,,,,,1,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",7,"Asian",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",7,"Native American",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",7,"Multi-ethnic",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",7,"IEP",6,,,,,10,10.0,0.0,30.0,60.0
112282004,"Franklin",12,"FANNETT-METAL SD",7,"ELL",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",7,"Economically Disadvantaged",9,,,,,10,0.0,40.0,40.0,20.0
112282004,"Franklin",12,"FANNETT-METAL SD",8,"All Students",36,30.6,30.6,19.4,19.4,40,15.0,42.5,20.0,22.5
112282004,"Franklin",12,"FANNETT-METAL SD",8,"Male",23,30.4,21.7,21.7,26.1,27,11.1,37.0,25.9,25.9
112282004,"Franklin",12,"FANNETT-METAL SD",8,"Female",13,30.8,46.2,15.4,7.7,13,23.1,53.8,7.7,15.4
112282004,"Franklin",12,"FANNETT-METAL SD",8,"White",35,28.6,31.4,20.0,20.0,39,12.8,43.6,20.5,23.1
112282004,"Franklin",12,"FANNETT-METAL SD",8,"Black",1,,,,,1,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",8,"Hispanic",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",8,"Asian",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",8,"Native American",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",8,"Multi-ethnic",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",8,"IEP",5,,,,,9,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",8,"ELL",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",8,"Economically Disadvantaged",10,20.0,30.0,20.0,30.0,14,7.1,42.9,7.1,42.9
112282004,"Franklin",12,"FANNETT-METAL SD",11,"All Students",54,24.1,33.3,20.4,22.2,54,20.4,38.9,25.9,14.8
112282004,"Franklin",12,"FANNETT-METAL SD",11,"Male",24,25.0,33.3,12.5,29.2,24,8.3,45.8,20.8,25.0
112282004,"Franklin",12,"FANNETT-METAL SD",11,"Female",30,23.3,33.3,26.7,16.7,30,30.0,33.3,30.0,6.7
112282004,"Franklin",12,"FANNETT-METAL SD",11,"White",53,24.5,34.0,20.8,20.8,53,18.9,39.6,26.4,15.1
112282004,"Franklin",12,"FANNETT-METAL SD",11,"Black",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",11,"Hispanic",1,,,,,1,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",11,"Asian",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",11,"Native American",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",11,"Multi-ethnic",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",11,"IEP",6,,,,,6,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",11,"ELL",0,,,,,0,,,,
112282004,"Franklin",12,"FANNETT-METAL SD",11,"Economically Disadvantaged",15,20.0,20.0,26.7,33.3,15,6.7,46.7,13.3,33.3
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",3,"All Students",228,29.4,51.8,15.4,3.5,228,21.1,50.4,12.7,15.8
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",3,"Male",115,30.4,50.4,16.5,2.6,115,18.3,46.1,13.9,21.7
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",3,"Female",113,28.3,53.1,14.2,4.4,113,23.9,54.9,11.5,9.7
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",3,"White",211,30.3,50.7,15.6,3.3,211,21.8,50.2,12.3,15.6
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",3,"Black",5,,,,,5,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",3,"Hispanic",4,,,,,4,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",3,"Asian",3,,,,,3,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",3,"Native American",1,,,,,1,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",3,"Multi-ethnic",4,,,,,4,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",3,"IEP",22,9.1,27.3,36.4,27.3,22,0.0,27.3,13.6,59.1
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",3,"ELL",0,,,,,0,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",3,"Economically Disadvantaged",59,13.6,55.9,25.4,5.1,59,10.2,37.3,27.1,25.4
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",4,"All Students",215,57.7,27.9,7.0,7.4,226,33.6,39.4,15.9,11.1
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",4,"Male",111,59.5,25.2,10.8,4.5,118,29.7,38.1,16.1,16.1
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",4,"Female",104,55.8,30.8,2.9,10.6,108,38.0,40.7,15.7,5.6
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",4,"White",197,58.9,27.4,7.1,6.6,205,35.1,41.0,14.6,9.3
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",4,"Black",5,,,,,6,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",4,"Hispanic",0,,,,,1,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",4,"Asian",3,,,,,3,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",4,"Native American",1,,,,,1,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",4,"Multi-ethnic",9,,,,,10,10.0,30.0,40.0,20.0
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",4,"IEP",21,38.1,33.3,14.3,14.3,32,9.4,25.0,18.8,46.9
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",4,"ELL",0,,,,,0,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",4,"Economically Disadvantaged",55,49.1,23.6,14.5,12.7,61,19.7,29.5,27.9,23.0
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",5,"All Students",230,37.0,29.6,23.5,10.0,234,20.9,40.6,23.1,15.4
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",5,"Male",116,34.5,29.3,27.6,8.6,120,11.7,40.0,30.0,18.3
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",5,"Female",114,39.5,29.8,19.3,11.4,114,30.7,41.2,15.8,12.3
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",5,"White",213,37.1,30.0,23.0,9.9,217,20.7,40.1,23.0,16.1
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",5,"Black",3,,,,,3,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",5,"Hispanic",2,,,,,2,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",5,"Asian",4,,,,,4,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",5,"Native American",0,,,,,0,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",5,"Multi-ethnic",8,,,,,8,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",5,"IEP",36,11.1,16.7,33.3,38.9,40,7.5,10.0,20.0,62.5
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",5,"ELL",0,,,,,0,,,,
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",5,"Economically Disadvantaged",51,25.5,31.4,21.6,21.6,53,7.5,39.6,26.4,26.4
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",6,"All Students",235,63.4,23.0,8.9,4.7,240,46.7,29.2,14.2,10.0
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",6,"Male",114,61.4,24.6,10.5,3.5,118,39.0,33.1,16.9,11.0
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",6,"Female",121,65.3,21.5,7.4,5.8,122,54.1,25.4,11.5,9.0
112283003,"Franklin",12,"GREENCASTLE-ANTRIM SD",6,"White",218,62.4,23.9,9.2,4.6,220,46.8,29.1,14.5,9.5
