"The 2011 PSSA Science District Level Proficiency Results*",,,,,,,,,,
"*Full Academic Year Students; No PASA/PSSA-M Scores. Data for groups with 10 or fewer students were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,
,,,,,,,,,,
"AUN","County","IU #","District","Grade","Group","Number Scored Science","% Advanced Science","% Proficient Science","% Basic Science","% Below Basic Science"
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"White",183,12.6,26.2,50.3,10.9
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"Black",0,,,,
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"Hispanic",5,,,,
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"Asian",1,,,,
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"Native American",0,,,,
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"Multi-Ethnic",0,,,,
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"IEP",19,10.5,10.5,36.8,42.1
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"ELL",1,,,,
113385003,"Lebanon",13,"NORTHERN LEBANON SD",11,"Economically Disadvantaged",26,7.7,15.4,61.5,15.4
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"All Students",249,48.6,34.1,13.3,4.0
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"Male",126,48.4,34.1,14.3,3.2
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"Female",123,48.8,34.1,12.2,4.9
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"White",225,49.8,33.3,12.9,4.0
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"Black",5,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"Hispanic",10,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"Asian",6,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"Native American",0,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"Multi-Ethnic",3,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"IEP",40,15.0,37.5,37.5,10.0
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"ELL",4,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",4,"Economically Disadvantaged",53,28.3,41.5,20.8,9.4
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"All Students",220,34.1,42.3,14.1,9.5
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Male",100,36.0,41.0,12.0,11.0
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Female",120,32.5,43.3,15.8,8.3
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"White",199,32.7,43.7,14.6,9.0
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Black",4,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Hispanic",5,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Asian",8,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Native American",0,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Multi-Ethnic",4,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"IEP",26,7.7,30.8,15.4,46.2
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"ELL",3,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",8,"Economically Disadvantaged",34,23.5,44.1,14.7,17.6
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"All Students",209,16.3,30.1,45.0,8.6
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Male",106,21.7,28.3,43.4,6.6
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Female",103,10.7,32.0,46.6,10.7
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"White",195,16.4,29.7,45.6,8.2
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Black",4,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Hispanic",7,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Asian",1,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Native American",0,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Multi-Ethnic",2,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"IEP",12,0.0,8.3,41.7,50.0
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"ELL",0,,,,
113385303,"Lebanon",13,"PALMYRA AREA SD",11,"Economically Disadvantaged",22,0.0,36.4,40.9,22.7
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"All Students","1,382",16.3,42.8,24.6,16.3
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Male",711,18.4,39.8,23.8,18.0
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Female",671,14.0,46.1,25.5,14.5
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"White",202,33.7,46.0,13.9,6.4
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Black",237,14.3,42.6,24.9,18.1
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Hispanic",921,12.5,42.3,27.4,17.8
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Asian",17,41.2,29.4,5.9,23.5
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Native American",1,,,,
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Multi-Ethnic",4,,,,
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"IEP",175,4.0,25.7,28.6,41.7
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"ELL",167,1.8,17.4,34.7,46.1
121390302,"Lehigh",21,"ALLENTOWN CITY SD",4,"Economically Disadvantaged","1,285",14.6,43.3,25.4,16.8
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"All Students","1,098",3.7,14.0,20.2,62.0
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Male",568,4.0,15.1,18.7,62.1
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Female",530,3.4,12.8,21.9,61.9
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"White",163,9.2,27.6,22.7,40.5
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Black",206,2.4,11.7,19.9,66.0
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Hispanic",711,2.5,11.4,19.8,66.2
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Asian",15,20.0,20.0,13.3,46.7
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Native American",2,,,,
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Multi-Ethnic",1,,,,
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"IEP",160,0.6,3.1,8.8,87.5
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"ELL",150,0.0,0.7,2.0,97.3
121390302,"Lehigh",21,"ALLENTOWN CITY SD",8,"Economically Disadvantaged",998,2.7,12.7,19.9,64.6
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"All Students","1,033",1.5,8.5,36.3,53.7
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Male",549,2.2,10.2,35.9,51.7
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Female",484,0.6,6.6,36.8,56.0
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"White",223,2.7,21.1,42.2,34.1
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Black",165,1.2,4.8,33.3,60.6
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Hispanic",622,0.8,5.0,34.6,59.6
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Asian",20,10.0,10.0,55.0,25.0
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Native American",2,,,,
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Multi-Ethnic",1,,,,
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"IEP",132,0.0,0.8,17.4,81.8
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"ELL",119,0.0,0.8,14.3,84.9
121390302,"Lehigh",21,"ALLENTOWN CITY SD",11,"Economically Disadvantaged",793,1.0,6.3,36.6,56.1
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"All Students",112,37.5,46.4,11.6,4.5
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"Male",63,46.0,36.5,11.1,6.3
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"Female",49,26.5,59.2,12.2,2.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"White",72,43.1,44.4,8.3,4.2
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"Black",8,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"Hispanic",21,19.0,71.4,9.5,0.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"Asian",0,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"Native American",1,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"Multi-Ethnic",10,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"IEP",14,21.4,14.3,42.9,21.4
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"ELL",1,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",4,"Economically Disadvantaged",52,30.8,38.5,21.2,9.6
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"All Students",128,23.4,29.7,18.8,28.1
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Male",72,27.8,26.4,20.8,25.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Female",56,17.9,33.9,16.1,32.1
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"White",91,27.5,30.8,22.0,19.8
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Black",7,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Hispanic",24,16.7,20.8,12.5,50.0
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Asian",3,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Native American",0,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Multi-Ethnic",3,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"IEP",19,10.5,10.5,10.5,68.4
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"ELL",3,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",8,"Economically Disadvantaged",45,20.0,31.1,17.8,31.1
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"All Students",118,12.7,39.8,38.1,9.3
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Male",69,17.4,42.0,30.4,10.1
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Female",49,6.1,36.7,49.0,8.2
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"White",98,13.3,41.8,36.7,8.2
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Black",3,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Hispanic",15,13.3,26.7,46.7,13.3
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Asian",0,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Native American",1,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Multi-Ethnic",1,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"IEP",17,0.0,11.8,41.2,47.1
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"ELL",1,,,,
121391303,"Lehigh",21,"CATASAUQUA AREA SD",11,"Economically Disadvantaged",30,6.7,30.0,40.0,23.3
121392303,"Lehigh",21,"EAST PENN SD",4,"All Students",577,52.9,38.0,7.1,2.1
121392303,"Lehigh",21,"EAST PENN SD",4,"Male",296,56.8,32.8,8.4,2.0
121392303,"Lehigh",21,"EAST PENN SD",4,"Female",281,48.8,43.4,5.7,2.1
121392303,"Lehigh",21,"EAST PENN SD",4,"White",479,55.5,36.5,6.1,1.9
121392303,"Lehigh",21,"EAST PENN SD",4,"Black",21,38.1,38.1,23.8,0.0
121392303,"Lehigh",21,"EAST PENN SD",4,"Hispanic",47,23.4,59.6,10.6,6.4
121392303,"Lehigh",21,"EAST PENN SD",4,"Asian",28,64.3,28.6,7.1,0.0
121392303,"Lehigh",21,"EAST PENN SD",4,"Native American",0,,,,
121392303,"Lehigh",21,"EAST PENN SD",4,"Multi-Ethnic",2,,,,
121392303,"Lehigh",21,"EAST PENN SD",4,"IEP",78,30.8,41.0,23.1,5.1
121392303,"Lehigh",21,"EAST PENN SD",4,"ELL",10,,,,
121392303,"Lehigh",21,"EAST PENN SD",4,"Economically Disadvantaged",93,33.3,52.7,8.6,5.4
121392303,"Lehigh",21,"EAST PENN SD",8,"All Students",556,33.8,37.9,18.5,9.7
121392303,"Lehigh",21,"EAST PENN SD",8,"Male",261,34.5,36.0,18.8,10.7
121392303,"Lehigh",21,"EAST PENN SD",8,"Female",295,33.2,39.7,18.3,8.8
121392303,"Lehigh",21,"EAST PENN SD",8,"White",465,35.1,38.5,18.5,8.0
121392303,"Lehigh",21,"EAST PENN SD",8,"Black",19,15.8,26.3,21.1,36.8
121392303,"Lehigh",21,"EAST PENN SD",8,"Hispanic",45,15.6,40.0,22.2,22.2
121392303,"Lehigh",21,"EAST PENN SD",8,"Asian",26,57.7,34.6,7.7,0.0
121392303,"Lehigh",21,"EAST PENN SD",8,"Native American",1,,,,
121392303,"Lehigh",21,"EAST PENN SD",8,"Multi-Ethnic",0,,,,
121392303,"Lehigh",21,"EAST PENN SD",8,"IEP",41,4.9,24.4,26.8,43.9
121392303,"Lehigh",21,"EAST PENN SD",8,"ELL",4,,,,
121392303,"Lehigh",21,"EAST PENN SD",8,"Economically Disadvantaged",101,14.9,33.7,23.8,27.7
121392303,"Lehigh",21,"EAST PENN SD",11,"All Students",588,19.9,30.1,40.8,9.2
121392303,"Lehigh",21,"EAST PENN SD",11,"Male",281,23.5,31.0,38.8,6.8
121392303,"Lehigh",21,"EAST PENN SD",11,"Female",307,16.6,29.3,42.7,11.4
121392303,"Lehigh",21,"EAST PENN SD",11,"White",495,22.2,30.5,40.0,7.3
121392303,"Lehigh",21,"EAST PENN SD",11,"Black",28,0.0,25.0,50.0,25.0
121392303,"Lehigh",21,"EAST PENN SD",11,"Hispanic",34,5.9,17.6,50.0,26.5
121392303,"Lehigh",21,"EAST PENN SD",11,"Asian",30,16.7,40.0,36.7,6.7
121392303,"Lehigh",21,"EAST PENN SD",11,"Native American",1,,,,
121392303,"Lehigh",21,"EAST PENN SD",11,"Multi-Ethnic",0,,,,
121392303,"Lehigh",21,"EAST PENN SD",11,"IEP",37,8.1,10.8,45.9,35.1
121392303,"Lehigh",21,"EAST PENN SD",11,"ELL",6,,,,
121392303,"Lehigh",21,"EAST PENN SD",11,"Economically Disadvantaged",55,9.1,23.6,43.6,23.6
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"All Students",147,49.0,39.5,10.2,1.4
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"Male",85,50.6,37.6,10.6,1.2
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"Female",62,46.8,41.9,9.7,1.6
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"White",128,49.2,38.3,11.7,0.8
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"Black",2,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"Hispanic",14,50.0,42.9,0.0,7.1
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"Asian",1,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"Native American",0,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"Multi-Ethnic",2,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"IEP",31,29.0,35.5,29.0,6.5
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"ELL",2,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",4,"Economically Disadvantaged",67,40.3,46.3,11.9,1.5
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"All Students",125,16.8,41.6,19.2,22.4
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Male",73,21.9,39.7,20.5,17.8
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Female",52,9.6,44.2,17.3,28.8
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"White",109,18.3,41.3,18.3,22.0
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Black",0,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Hispanic",14,7.1,35.7,28.6,28.6
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Asian",1,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Native American",0,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Multi-Ethnic",1,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"IEP",21,0.0,9.5,28.6,61.9
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"ELL",1,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",8,"Economically Disadvantaged",49,18.4,28.6,18.4,34.7
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"All Students",136,14.7,30.9,41.9,12.5
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Male",66,16.7,27.3,39.4,16.7
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Female",70,12.9,34.3,44.3,8.6
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"White",130,13.8,32.3,40.8,13.1
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Black",1,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Hispanic",5,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Asian",0,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Native American",0,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Multi-Ethnic",0,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"IEP",11,9.1,18.2,36.4,36.4
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"ELL",2,,,,
121394503,"Lehigh",21,"NORTHERN LEHIGH SD",11,"Economically Disadvantaged",38,7.9,26.3,44.7,21.1
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"All Students",169,59.8,34.9,4.7,0.6
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"Male",76,65.8,31.6,2.6,0.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"Female",93,54.8,37.6,6.5,1.1
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"White",156,60.9,34.0,4.5,0.6
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"Black",1,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"Hispanic",7,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"Asian",5,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"Native American",0,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"Multi-Ethnic",0,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"IEP",22,22.7,54.5,22.7,0.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"ELL",3,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",4,"Economically Disadvantaged",23,47.8,43.5,8.7,0.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"All Students",164,37.2,33.5,14.6,14.6
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Male",70,37.1,34.3,15.7,12.9
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Female",94,37.2,33.0,13.8,16.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"White",144,38.2,35.4,16.0,10.4
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Black",5,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Hispanic",13,30.8,15.4,7.7,46.2
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Asian",1,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Native American",1,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Multi-Ethnic",0,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"IEP",29,13.8,10.3,20.7,55.2
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"ELL",0,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",8,"Economically Disadvantaged",20,10.0,30.0,5.0,55.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"All Students",198,21.7,40.4,33.8,4.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Male",99,25.3,40.4,30.3,4.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Female",99,18.2,40.4,37.4,4.0
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"White",189,22.8,40.2,32.8,4.2
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Black",0,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Hispanic",5,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Asian",2,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Native American",1,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Multi-Ethnic",0,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"IEP",22,4.5,13.6,45.5,36.4
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"ELL",0,,,,
121394603,"Lehigh",21,"NORTHWESTERN LEHIGH SD",11,"Economically Disadvantaged",30,10.0,33.3,43.3,13.3
121395103,"Lehigh",21,"PARKLAND SD",4,"All Students",702,56.3,33.8,8.5,1.4
121395103,"Lehigh",21,"PARKLAND SD",4,"Male",368,59.8,31.5,7.3,1.4
121395103,"Lehigh",21,"PARKLAND SD",4,"Female",334,52.4,36.2,9.9,1.5
121395103,"Lehigh",21,"PARKLAND SD",4,"White",553,57.3,33.3,8.0,1.4
121395103,"Lehigh",21,"PARKLAND SD",4,"Black",27,33.3,44.4,22.2,0.0
121395103,"Lehigh",21,"PARKLAND SD",4,"Hispanic",42,33.3,54.8,7.1,4.8
121395103,"Lehigh",21,"PARKLAND SD",4,"Asian",76,67.1,23.7,9.2,0.0
121395103,"Lehigh",21,"PARKLAND SD",4,"Native American",0,,,,
121395103,"Lehigh",21,"PARKLAND SD",4,"Multi-Ethnic",4,,,,
121395103,"Lehigh",21,"PARKLAND SD",4,"IEP",130,29.2,41.5,23.1,6.2
121395103,"Lehigh",21,"PARKLAND SD",4,"ELL",20,25.0,30.0,40.0,5.0
121395103,"Lehigh",21,"PARKLAND SD",4,"Economically Disadvantaged",119,32.8,44.5,16.0,6.7
121395103,"Lehigh",21,"PARKLAND SD",8,"All Students",704,40.2,38.5,14.3,7.0
121395103,"Lehigh",21,"PARKLAND SD",8,"Male",339,43.4,35.7,14.2,6.8
121395103,"Lehigh",21,"PARKLAND SD",8,"Female",365,37.3,41.1,14.5,7.1
121395103,"Lehigh",21,"PARKLAND SD",8,"White",572,42.0,39.0,13.5,5.6
121395103,"Lehigh",21,"PARKLAND SD",8,"Black",24,16.7,41.7,25.0,16.7
121395103,"Lehigh",21,"PARKLAND SD",8,"Hispanic",41,12.2,36.6,29.3,22.0
121395103,"Lehigh",21,"PARKLAND SD",8,"Asian",67,50.7,34.3,9.0,6.0
121395103,"Lehigh",21,"PARKLAND SD",8,"Native American",0,,,,
121395103,"Lehigh",21,"PARKLAND SD",8,"Multi-Ethnic",0,,,,
121395103,"Lehigh",21,"PARKLAND SD",8,"IEP",78,9.0,28.2,24.4,38.5
121395103,"Lehigh",21,"PARKLAND SD",8,"ELL",12,0.0,16.7,50.0,33.3
121395103,"Lehigh",21,"PARKLAND SD",8,"Economically Disadvantaged",95,15.8,36.8,28.4,18.9
121395103,"Lehigh",21,"PARKLAND SD",11,"All Students",686,23.8,31.9,37.2,7.1
121395103,"Lehigh",21,"PARKLAND SD",11,"Male",346,29.2,31.2,31.5,8.1
121395103,"Lehigh",21,"PARKLAND SD",11,"Female",340,18.2,32.6,42.9,6.2
121395103,"Lehigh",21,"PARKLAND SD",11,"White",584,25.3,33.7,35.8,5.1
121395103,"Lehigh",21,"PARKLAND SD",11,"Black",25,0.0,20.0,56.0,24.0
121395103,"Lehigh",21,"PARKLAND SD",11,"Hispanic",35,5.7,17.1,54.3,22.9
121395103,"Lehigh",21,"PARKLAND SD",11,"Asian",42,31.0,26.2,31.0,11.9
121395103,"Lehigh",21,"PARKLAND SD",11,"Native American",0,,,,
121395103,"Lehigh",21,"PARKLAND SD",11,"Multi-Ethnic",0,,,,
121395103,"Lehigh",21,"PARKLAND SD",11,"IEP",35,5.7,5.7,60.0,28.6
121395103,"Lehigh",21,"PARKLAND SD",11,"ELL",4,,,,
121395103,"Lehigh",21,"PARKLAND SD",11,"Economically Disadvantaged",75,6.7,18.7,57.3,17.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"All Students",109,61.5,34.9,2.8,0.9
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Male",51,64.7,29.4,5.9,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Female",58,58.6,39.7,0.0,1.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"White",81,65.4,33.3,1.2,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Black",5,,,,
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Hispanic",14,57.1,28.6,7.1,7.1
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Asian",3,,,,
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Native American",1,,,,
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Multi-Ethnic",5,,,,
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"IEP",17,29.4,58.8,11.8,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"ELL",6,,,,
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",4,"Economically Disadvantaged",26,57.7,34.6,7.7,0.0
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"All Students",137,38.7,36.5,15.3,9.5
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Male",72,40.3,37.5,11.1,11.1
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Female",65,36.9,35.4,20.0,7.7
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"White",116,41.4,38.8,12.9,6.9
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Black",7,,,,
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Hispanic",12,16.7,8.3,41.7,33.3
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Asian",1,,,,
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Native American",0,,,,
121395603,"Lehigh",21,"SALISBURY TOWNSHIP SD",8,"Multi-Ethnic",1,,,,
